,Type,i,Proposed ID,Tracefinder ID,Lipid Class,m/z,RT [min],Area (Max.),Score,Adduct,Polarity,1076_10_FBG,1062_8_FBG,1093_9_FBG,1060_8_RBG,1091_10_FBG,1092_9_RBG,1093_10_RBG,1082_10_FBG,1060_9_RBG,1101_9_FBG,1062_10_RBG,1091_8_RBG,1074_10_FBG,1101_10_RBG,1076_9_FBG,1092_9_FBG,1074_8_FBG,1091_10_RBG,1082_9_FBG,1076_8_RBG,1060_8_FBG,1093_9_RBG,1060_10_FBG,1082_10_RBG,1074_9_RBG,1091_9_RBG,1101_10_FBG,1093_8_FBG,1074_8_RBG,1102_10_RBG,1062_9_FBG,1076_9_RBG,1092_8_FBG,1062_10_FBG,1102_8_RBG,1074_10_RBG,1060_9_FBG,1082_9_RBG,1076_10_RBG,1091_9_FBG,1102_9_FBG,1102_9_RBG,1093_10_FBG,1101_8_FBG,1102_8_FBG,1082_8_FBG,1060_10_RBG,1076_8_FBG,1101_9_RBG,1091_8_FBG,1092_10_FBG,1082_8_RBG,1062_8_RBG,1102_10_FBG,1093_8_RBG,1074_9_FBG,1062_9_RBG,1101_8_RBG,1092_8_RBG,1092_10_RBG
unknown_297.2803_7.036,lipid,l_185,unknown,,unknown,297.2803,7.036,22.913835217050476,,,-,20.32105212747187,20.77687414654413,21.50484263533505,21.08779124221751,20.716119724444386,20.88988037548295,21.074772831192625,20.663887745234703,21.23106222210718,21.56702586134542,20.989399113497537,21.004115148102922,20.81078348364778,21.372567468137,21.420135486691432,20.96589456693321,21.217772026264036,20.423032975973854,20.15798183360366,21.585293635180008,20.65489338487279,21.206199950331158,20.396532602456418,21.05871848681972,21.248137680906762,21.141440746606165,20.654464855985143,20.824584034809323,21.08337011256579,20.743682246064424,20.910061335565853,21.632626206960584,20.44531502825527,21.158646202540126,21.298712806957912,20.999924224948096,21.236897384841786,21.593148483827346,21.15791196303796,22.536457705582713,21.106841102655597,21.2418903952991,20.59376696280049,20.843930893650388,20.98124192034237,20.9953781289049,20.621509217142187,21.038567521497765,21.292951656298364,20.21390135391845,20.246814352528066,20.862690221571373,20.79574768890253,21.212779848054293,20.704028166366893,20.417416543430253,20.775704209173266,20.796134009091393,20.217461040961727,20.42413612127939
PC_34:3_756.55524_7.038,lipid,l_186,PC 34:3,,PC,756.55524,7.038,20.714594399331435,,,+,18.619621800753215,19.390266732791957,18.473701600336675,19.74650515494203,18.266077239103012,19.9272871795581,19.182680903987055,19.0774810437609,20.563397834981522,19.020270171138627,19.568113191358464,18.941144797442654,19.271951618170306,20.053826789409083,19.719831801490805,18.259967135092108,20.357802207723715,18.83555184651379,18.77649113984458,20.416153719158263,18.93760670024974,19.721456448723337,18.538145398038704,19.757119607805034,19.873368497931615,19.182043393918654,18.600496596708187,19.08231227382891,19.980464683597766,19.451951656787976,19.148752955554638,20.313525485005222,18.671515695157616,19.612859242539667,19.369402068227043,19.936796022130938,18.826618065060913,19.64468436815364,19.91811901029872,19.632090799376524,18.25195691234676,20.034702653708695,18.29083224940985,18.772482411840645,18.916420189246953,19.47819019985824,19.121516783194842,19.270012246303033,20.296298286126067,18.26763198812294,17.89852242102361,19.415903575603615,19.939663629477536,18.84229620895045,19.297486984899077,18.532084124999713,19.583997724269707,20.101098415583937,19.337989278886685,19.129965900808067
unknown_822.56519_7.06,lipid,l_187,unknown,,unknown,822.56519,7.06,22.181505713373017,,,+,20.383246124318685,21.56172931702864,20.070836164244525,20.760654758018497,20.247274636202537,21.549480155172557,20.1178481429348,20.695127848630424,21.836184398480736,21.06493347429024,21.036102858735422,20.245422518903183,21.094355801804944,21.124240226791322,21.435356619018986,20.378907564145237,21.65419828485967,19.491124320398313,20.833530491221953,21.816420811623253,20.683582510624685,20.873082494038552,20.898908426634794,20.858609521434143,20.697369199951737,20.272991600495587,20.76184583182158,21.670603447781826,21.224477951147783,20.023010119914154,21.247509125944163,21.206120579377988,20.66113685983629,21.87160656709892,20.422283277584587,21.262764085482132,21.274428348673958,20.792947932858482,21.00577827221462,21.144949995128286,20.701806020473047,21.148762870130895,20.033905635306958,20.75125672817541,20.845418640090028,21.43574893391843,20.286908552914678,21.031031505703464,21.277907685556567,20.97549815061088,20.23416423778777,20.574065081163216,20.685192115317967,20.642384370818544,20.71043071073724,20.488708518021692,20.99786709867208,21.10435329048717,21.093745100088416,20.414622410163314
unknown_774.56488_7.068,lipid,l_188,unknown,,unknown,774.56488,7.068,22.24849328435814,,,+,20.312887058979268,20.730841336655054,20.614187166569447,20.803514557571688,19.88837285750683,21.41176496131495,20.777240529134996,20.253980737992002,22.00231333686697,20.31168074297601,21.129521388722598,20.269041942217356,20.989931484303376,21.488525845224263,21.320268931579843,19.790253111164603,21.887193671538075,20.23902451440322,20.164002832812038,21.983844738579656,20.544505467754565,21.24315377180294,20.120375586475244,21.068402194171462,21.182394147536847,20.21902154418168,20.230181940122193,20.675906359809783,21.497408642081187,20.8721870640389,20.612679659662952,21.84340156186859,20.138439765700298,20.56867191530426,20.92948806775757,21.410634310493947,20.36059959017579,21.140998015377082,21.377038365555055,21.161327315898372,19.994014371062818,21.5281081804342,19.741327352128778,20.277259402122066,20.15810436634156,21.05034434868917,20.232408532628842,20.8226846235388,21.062648161742356,19.84442399703474,19.587127945250806,20.71679723992841,21.41606952717412,19.964608897384217,20.729691614374,19.967924994585733,20.933734338040946,21.71699682184094,20.826067942457907,20.67201151085637
unknown_684.56244_7.115,lipid,l_189,unknown,,unknown,684.56244,7.115,23.328687931490077,,,+,18.803929757667337,15.37531910279571,23.308672116264475,17.02026274059191,15.005301575489566,14.928973062614938,15.195859734798246,14.194705130518706,14.293998793530285,16.669109367607557,15.869510736499704,15.906169203262744,17.761485441572834,14.959146598759103,15.30072805496826,16.458551563831175,14.113195731831597,14.944868865374929,16.481613861843353,18.50373735665899,16.091636078423097,15.860621958710363,19.51724658184989,16.852801042184847,18.067907547200534,15.873706185964734,15.314323358095205,16.149184655435484,17.222602763069112,14.784308230361008,15.037697442719562,17.082887607271662,12.784501983117668,18.22664402011721,14.865832087422836,17.077980979117545,16.817994134404323,14.754357776444328,15.515285052339777,16.154515098957784,15.70308569701211,16.88850856501411,15.727844614068815,15.023917177490175,18.695545052492456,14.96031260109648,14.490604919886383,15.21319557499561,14.78091721056419,14.950693022868114,14.605524599236238,16.687853623884607,15.562420562729706,15.072023904243752,14.433299419965794,16.54074694816992,14.819273047208185,18.303612382948977,14.51818487792225,17.19843619192929
unknown_621.43811_7.161,lipid,l_190,unknown,,unknown,621.43811,7.161,21.194140247895092,,,-,18.251957670814033,18.086952087790333,18.190210370928824,19.85562526097661,18.26916012442514,19.726944582993095,19.57593981622371,18.598895115207256,20.22933210315774,18.65339871927561,19.77092580664321,19.691524515625897,18.40826857876882,20.154615527257427,19.13869843578249,18.33803782955603,19.456354222197863,19.273324464476243,18.36564032120101,20.594083079114863,18.151973863899343,19.61085389264333,18.220465007638172,20.277038388090713,19.901590377449264,19.79755452872164,18.64078138003712,18.401978233850915,19.427824268599526,20.205306700609672,18.760103289950422,20.915745652016025,18.14417058444813,18.77626707125891,20.26192901902431,19.69347731905418,18.732898644164433,20.523701874836252,20.397175642596984,20.309299539163376,18.5776712382445,20.324170039381208,17.95486431176146,18.25685890254149,18.30786325924621,18.274754295895814,19.46270521831354,19.077981307131562,20.344301164568137,17.960860123072393,18.224334443326416,19.894761088895255,20.36255463680521,18.94738497151248,19.335687432692023,18.14033889145407,19.994702673695798,20.032853106566083,19.44618979721865,19.105854317596464
unknown_855.50415_7.175,lipid,l_191,unknown,,unknown,855.50415,7.175,21.964442902348225,,,-,19.332026623634565,19.292748251135315,20.687664868322095,20.80092337091675,20.406766465790614,21.174664637765428,21.365378424734576,19.77402428911972,20.738614535450985,19.935022579337293,21.09445797830024,21.27794518081651,20.039864535031295,20.987515662168274,20.339950253689786,20.496788578022365,20.64548053577707,20.88086006084151,19.349599138898927,20.77476140714264,19.753040610971404,21.768167032450666,19.607867864902538,20.697742936845984,21.4925768102927,21.294100308409664,19.493693736574755,20.159838626401047,20.27734505602006,21.461548714440536,19.887839403822323,21.62672375330439,19.705901398551017,19.38120806812063,21.327878301043366,20.68664025202507,19.495065479040186,20.708091098785772,21.590911288078818,21.435231452334584,20.10685584494874,20.608214398654983,20.466778139516773,20.093036367418218,20.173875614671786,19.454832492831038,20.413959471185436,20.565779049665036,20.978516431479303,19.360300188148,20.3097990964493,20.861961700428175,20.486239708843065,20.222263140644525,21.252707869444933,19.94923014163347,20.8444513724202,20.746809731417024,20.55291436403136,20.812003313778924
unknown_597.48822_7.177,lipid,l_192,unknown,,unknown,597.48822,7.177,21.07762072640757,,,+,18.35450786461078,18.77071342099003,15.563288917707261,19.906018949204743,19.554262690308565,20.41828721146218,20.681570226511838,19.066062713277507,20.330378532943385,19.340281446569033,19.871411703410732,20.24964846613139,19.428490502438887,19.948142209363223,19.462558093988857,19.640319901790292,19.791911640879317,19.70749075833508,19.192136287999126,20.14934516885035,18.98108780666598,20.88926956440272,18.940123668132138,19.904670257107306,20.504711986526726,20.249999762726024,18.91333057708558,19.449094315825718,19.534207308994958,20.140028926212292,18.930608647238166,20.44192406979687,19.279974677640023,18.812010380620432,20.030302688634396,19.768468330973498,19.28845969421958,19.98346144529139,20.3415913142187,20.368394113815853,19.444180383089243,20.21493740846198,19.56921591062343,18.804941960719244,19.069320232977432,18.86345858355272,20.16477250990609,19.511600141725577,20.188131254747393,18.780789699679445,19.26328338814789,19.79835146914772,20.141037090188306,19.27001521712389,20.053365992123624,19.306086554226436,19.952073586944792,19.970021158921533,19.9143958193734,19.839713873981378
unknown_816.57611_7.187,lipid,l_193,unknown,,unknown,816.57611,7.187,23.063888505507332,,,+,15.274874785562183,20.61963204070996,15.413238823530493,19.84101397258797,14.734856493439557,17.869952194798206,16.544402386757316,16.2390951309204,16.91121513381141,14.741507577037023,15.564256008083106,18.02940791702309,16.32847497426967,16.570344400297223,21.577874190382563,14.888871369679247,20.67552275078806,15.359811948668332,14.99734452607221,16.843493555689,20.754101002158567,14.70768311046309,15.439135116827428,19.015353999570674,18.001908377550127,16.061200889194623,15.013058326530455,17.176020919855432,18.045402133818897,15.825860953665497,20.4678426331747,21.205883048709442,18.095181679274187,16.544611270158416,18.622398980794625,14.9462536316243,20.7563124732219,19.012728075865,20.244153920951092,15.634554959782738,17.121459022298843,18.976615817180573,17.00453529253429,20.387046070068855,19.504107296918605,22.626709132724393,16.193580755808906,19.30556778104955,17.834099008699773,16.93972055673565,18.285777874713695,19.37886912094796,18.978499261647936,15.492493867811767,18.368296376953904,19.103630958341043,16.94300348187886,14.811291610227931,18.015681068472453,17.17561470089669
unknown_772.54974_7.223,lipid,l_194,unknown,,unknown,772.54974,7.223,21.182707345237795,,,+,16.031478586886383,18.832848940001497,14.476309010565737,17.856420433668955,16.050078148490048,16.305988200515447,15.641643048670975,15.769075422910408,15.804366764427812,14.86747365049056,15.316119163040918,15.791793612195649,15.707484968867302,15.508151401545987,19.89888249976279,15.457564759008836,18.486433062150997,14.605368839597666,14.663193727057905,15.98291929812335,18.60414954631215,16.05507595631761,15.034379705983564,17.197279273705902,16.228549558166538,15.685611594461427,15.054514362995112,15.479556559916663,16.717311619805546,14.58317172136705,18.813914278258217,20.00366669903851,16.56636010005626,15.498923127186632,16.632363407124462,15.693235880921254,18.301169438265966,16.58382012484808,17.548448825238655,16.714854658624727,15.75051384189497,16.670449047246436,16.065640074800857,19.36752282953012,18.046591940769915,20.781186035905055,15.502704777055726,17.5537647025142,16.293172521937326,15.19063772518205,16.206645457162175,17.26380123047835,17.01018998888906,15.212159043742925,16.499051439341585,17.55766571137026,16.26746363981843,14.887911320353188,16.054295510507252,15.880687449828596
unknown_714.50897_7.277,lipid,l_195,unknown,,unknown,714.50897,7.277,22.12739554438117,,,-,18.04805733390015,16.96864014292624,18.42575989300679,20.270700338320804,18.163707106774943,20.632006540663962,20.490926327731504,18.10343204399219,21.169909715763907,18.10273800130769,20.649093683111555,20.421563414248347,17.909122749540487,20.876658117083064,19.555062035873778,18.372649527634525,20.536046883865083,19.72301889971857,17.88669446153357,21.024670434725987,17.576153508355493,20.27998848307343,17.503939766609545,20.830124502737657,20.857432858281687,20.20201244570354,18.159440059622735,18.16242019887475,20.177146640114334,20.760145123145172,18.05052931015173,21.836742219057154,17.80821114245113,17.97775598200651,21.038078954744478,20.58627531216523,17.873943702187482,21.177187054461182,20.75613808289476,20.53971921068558,18.374280509787333,20.618252390926667,18.193602227925403,17.502144974772808,17.81495243332023,17.726244470275773,20.075101949886534,19.940889393106875,20.58467819279476,17.09865301591694,17.88456780872131,20.128863904573468,20.335740991234257,18.57113627630233,20.153422686392737,18.12762819059553,20.37588734134979,20.550234092118682,20.160738879415295,19.317374488100644
unknown_1151.70654_7.281,lipid,l_196,unknown,,unknown,1151.70654,7.281,21.32266689174911,,,-,19.143358935923093,19.61405479228854,19.836539640151887,20.289379819965443,20.26772632572692,20.450298709286095,20.137520111279894,20.49572090487661,20.878025706824864,20.776069977531414,20.75503296778091,20.61604663697839,20.268198542592568,20.77194472678388,20.006625888642272,20.059496004471118,20.534103983792576,19.74917666266139,20.023107973243093,20.13558405140956,19.827365505147245,19.990505376836037,20.372035694684733,20.232799168623494,20.50353189633368,20.061239204689674,20.424403920654953,20.56833867516184,19.872422232753852,20.342606292762316,19.65824264464822,20.011595668934753,20.272355530675437,20.198977682029966,20.63240380606089,20.268329571924554,19.863558316946552,20.274077820135474,19.780694127026273,20.971494995240192,20.240185254472184,20.104478599060506,19.79916088649338,19.923092887700072,20.05644297351127,19.550395309820363,19.856528131705023,19.67379091778244,20.347333878537377,19.93097335798519,20.33481034744244,20.139229412877043,19.998117065543816,20.290033701544154,19.98015003357476,19.56999548156398,20.384934561263695,20.26630848692133,20.314096272466927,19.933217602889595
unknown_822.56366_7.319,lipid,l_197,unknown,,unknown,822.56366,7.319,20.181699393888927,,,+,18.057745140486855,18.585699615974498,18.122948418437936,18.104455195475307,17.812355145957675,18.146555318504216,17.59362192044983,19.631553906358988,18.274662291506534,19.383958737707285,17.557992301066985,17.64465181147062,18.23865920884158,17.9897786601183,19.817458248125174,18.132621869235653,19.839760692213225,16.76065557584415,18.760733857337197,20.01839099408383,18.46766358146296,19.363912838913784,18.251551036711092,17.64745723618058,17.13899254877465,17.15895346052076,18.124754455463183,18.988623869392505,19.517074554594817,16.837403862302317,18.598022581794336,17.549514862229202,19.671446079497954,19.14487282375242,17.083864008738274,17.903486472624895,18.111382523394646,17.713649477061274,17.52350372817135,19.65472712286181,18.064294815090626,17.40773681004139,18.847468525285393,19.087480310113058,18.37494335236652,19.550159414765265,18.190787464329812,17.842094026568677,18.94699087135332,18.36174600235295,17.60432412178549,17.576178128219258,17.67926241239388,18.303499853026565,17.680121410986885,17.56901290923237,17.664789770026726,18.225556021696782,17.930593175816128,17.82369331051489
unknown_588.46747_7.373,lipid,l_198,unknown,,unknown,588.46747,7.373,22.31732788569204,,,-,20.29733405231013,21.339128854615925,21.369222544113008,20.682300692783734,19.234127160276273,20.369414627199813,21.225239033679788,20.84285712768643,21.11639580193793,20.34349579720827,22.173723971475795,19.45397531511735,22.096307678294604,20.28216610812524,20.885322472694085,20.439629037623227,21.874184866900855,18.5751374090459,20.077628596426095,20.92008493443874,20.07119565162379,21.41224936082943,20.824391096512024,20.10082048157889,22.047247091543564,19.14388265275103,20.026868191438446,21.232170079307817,21.53033822118875,20.89992810950715,21.624847463459556,20.79500105294311,20.781932200648836,21.684955526015006,21.25190895855896,21.567134669165352,20.589620803093837,20.242476469268123,20.491791959915396,21.8547140345465,20.95085750937333,20.927723483021353,21.05487480834772,19.621582176453405,20.970118985605954,20.29833377548607,20.692704446937896,20.693279906425577,20.294187271727843,19.0655822772645,20.102646099408286,20.41373577837871,21.500669684533488,20.900908612727502,21.076953722749128,21.479078216565856,21.793320759906873,19.907592289487194,19.75101992924717,19.597271007877318
unknown_881.51996_7.397,lipid,l_199,unknown,,unknown,881.51996,7.397,22.124043082678302,,,-,19.936821623940723,20.02262388308932,21.033906957924533,21.071722019741525,20.67358884152464,21.54148455560592,21.052377612629336,20.455759246227743,21.44703508148187,20.750859025385438,21.203706928243808,21.307305386791473,20.28672052379255,21.556473942876448,21.128578569646617,20.849033386893485,20.731412597117018,20.848902332343886,20.018297315514253,21.463736914816806,20.202862982235168,21.223212115528455,20.063307495513147,21.133649578709672,21.280746118065505,21.086600926317846,20.0614855964483,20.307459773616657,20.839402210862804,21.368164072214057,20.560663517806685,21.593139407266474,20.60624385198937,19.78834041292535,21.653450508587827,21.171437668654512,20.46965672400513,21.27326624514785,21.28408045810095,21.759672987359906,20.945874782005777,21.316685713055794,20.800011127584387,20.4853641093854,20.550134410261816,20.134427167020615,21.122964735706848,20.709551902062092,21.23043096311311,19.61069913707711,20.333998331006956,21.181137205511813,21.190744813470918,20.127792424717303,21.271017169446655,20.53089926699766,21.056051651033144,21.179891720303175,20.580164858414804,19.9843572812557
unknown_552.19739_7.43,lipid,l_200,unknown,,unknown,552.19739,7.43,21.10873598475634,,,+,18.82467142490676,20.323296718001195,19.93924593979317,20.810856523518957,20.07402550213525,19.995535774144255,20.117547359101206,20.58163701110392,20.570400893088607,20.12688573818339,20.28263544785748,20.070371315020953,20.317226910998404,19.80144348735346,20.748397162502616,20.082642217669125,20.077834114200428,20.026672375056304,20.500926097710007,19.91206203186862,20.38490458540683,20.079298987068725,20.198951426155023,20.053679232158363,20.403597884592497,19.904441440436564,19.40677617011444,19.743369725619246,20.167776969225027,19.653915119423935,20.11223968920511,19.88338080892899,19.99933203287751,20.029852359496953,19.57103016624743,20.271828453108693,20.25165857470258,19.518688124621825,19.799730826304774,19.49627862614986,19.527889117515553,19.491453122528288,20.145412069778633,19.68914478094085,19.467711635340933,20.19531271897656,19.97815349626069,19.86314879239611,19.619874655070575,19.54927431168404,19.579911011281528,20.656410775884538,20.129045363019483,19.597224838319747,19.795370801888474,20.017524337124637,19.698400976554503,19.394820604870247,19.554720485335654,19.549923701905588
unknown_311.29608_7.444,lipid,l_201,unknown,,unknown,311.29608,7.444,23.0726472641686,,,-,21.471057174218977,21.695498063616643,22.82350444708066,21.310280519381333,21.760005331961963,21.72583192372272,21.987395563366956,21.715779542631946,22.11857168096131,22.513869272819587,22.064564111053908,22.2554697053156,22.439103389762693,22.053577647643753,22.024765625116665,22.116553129454314,22.315217310361778,21.525239867462542,21.817747837997914,21.17408375251085,22.363357944413426,22.156714179950043,21.96056624096069,21.974065797370304,22.121715397283758,22.144971427194637,21.63977562761552,22.0889284312278,22.621337638485205,21.847557993784342,21.977853776309015,22.53853772692351,22.28508136493022,22.250290136926846,22.468038163478276,22.185262546208822,21.885739967827956,22.22869000092257,22.13614165498314,22.692654210843056,22.206495264399653,22.11368773536507,22.319706423821064,22.0594154420829,22.421622448981275,21.423320322200073,22.40506173988176,22.10539918231304,22.389825920884306,21.78621279785989,21.66206975223444,21.980317573965472,21.95179565227264,21.942779676816553,21.8313976286542,21.93590992229214,21.9978830711137,22.172535529384174,21.810886074528476,21.31662262989506
unknown_635.4538_7.481,lipid,l_202,unknown,,unknown,635.4538,7.481,21.522055267226214,,,-,18.743794440701613,18.686547060604145,18.937547624729135,20.402541488946433,19.124508470578178,20.23949964528355,20.144953594365063,19.21004583096796,20.782886876531066,19.300233328481617,20.298908482853257,20.20077667252042,19.140240697296655,20.744949235942837,19.888432015800145,19.170797791736867,20.086694894781047,19.800629304217356,19.023213008645648,21.100486899102457,18.752166612203993,20.221827850482853,18.87199686228431,20.89453722253263,20.347029167930838,20.259375793404953,19.344782501707037,19.133074527497282,20.261089335077212,20.728114701022385,19.54593401379009,21.239353359598635,19.179514890008726,19.426901377043706,20.754637783115808,20.306309517391135,19.59035531758746,20.96267571519276,20.89315600697431,20.81684769392331,19.24588282059791,20.77670396518157,18.956620044924556,19.214086254584046,19.11785109668476,18.903269110011713,20.145993149981866,19.817131782364612,20.721359479161297,18.559678418125653,19.119459734205645,20.432645784485146,20.701845756768336,19.47187695597167,19.95485379541786,18.772199397599483,20.589606857490736,20.426451218282164,19.753483633437476,20.110920968745827
Alkenyl-DG_P-16:0_20:5_599.50403_7.558,lipid,l_203,Alkenyl-DG P-16:0_20:5,,Alkenyl-DG,599.50403,7.558,24.365676216038405,,,+,22.197549010547846,22.694538158532946,23.27145230790245,23.47497057771721,22.760625363785206,23.589619856945735,23.61916681740748,22.868032083085726,23.708068436988317,23.128838326714355,23.393206670459993,23.57952535161985,22.767289432635913,23.741544803300123,23.369663479029285,22.946930019381487,23.111387644875585,22.43236577924884,22.718539127949185,23.96813107381944,22.389876624294978,23.973676950620924,22.50996582301127,23.461110704723488,23.664347951769045,23.48414161722594,22.682365138116914,22.892612072096743,23.025757555769783,23.332534749212883,22.64767085737913,23.995133378787852,22.8769648737003,22.254664138842475,23.860855048107908,23.319403573760038,22.54290970110512,23.505041592400104,23.66257977914401,23.568659762633754,22.971517921216048,23.48252058322645,23.213653365940537,22.829208451811084,23.053036016063693,22.262569947399633,23.51413321277501,23.033758392274578,23.50015163273206,21.661306771701828,22.4679022119857,23.237106685358672,23.552741765030966,23.04331204408622,23.813543428953484,22.827089204033246,23.1755826999442,23.4934695301256,23.318354448415665,22.761858864200335
PI_16:0_20:4_857.52002_7.559,lipid,l_204,PI 16:0_20:4,,PI,857.52002,7.559,25.534862965475284,,,-,23.250159318238715,23.19903937860551,24.052483953858538,24.41695996056847,23.650092772858294,24.769599865002167,24.53453237718453,23.84605190252141,24.750225759334814,24.094780281153017,24.459698090511726,24.624428216683608,23.63500995793157,24.6640135595712,24.352284789688305,23.92237829680822,24.104720836529527,24.01429198078613,23.58017549165972,24.99297096088058,23.467922254622888,24.795526396644323,23.635669375485396,24.49463847034661,24.740946201333742,24.45392973209827,23.75006903208341,23.87714348292518,24.05095874775405,24.51284646543281,23.620956910304308,25.199451017976877,23.92288400879748,23.273568741852756,24.933998512928362,24.436026615042007,23.582591060969534,24.521503787568122,24.84852767382631,24.77122402594276,24.020516723326022,24.253909556925404,24.179077398941146,23.76055082608398,23.937416373939147,23.35508526696771,24.471777098677116,24.02362579071391,24.651606038230554,23.029577744497647,23.48745383691988,24.2121554833256,24.276386115952405,23.9823451327288,24.743582386704443,23.67319174317121,24.15248740621583,24.537121595499215,24.376960506341998,23.8396901880812
unknown_1021.52393_7.559,lipid,l_205,unknown,,unknown,1021.52393,7.559,19.826378523921026,,,-,18.47338921463676,17.580448628107963,18.229095173649643,18.524719031512156,18.003425455236716,19.08964652798588,18.97141668838988,18.145717525657197,19.11231800466658,18.575170571076605,18.986619922387924,19.2454347247047,18.246478192292773,19.12972657381156,18.78757567040425,18.387896544501178,18.625632655861153,18.49284459459932,18.231424926133403,19.58080776688036,17.96135089437402,19.322487609169553,17.976366148309847,19.0912433624164,19.319900591015013,19.06949614515317,18.435136050498752,18.655757179722922,18.88336815391695,19.186071037928663,18.13402919988249,19.565950095480265,18.468772793032304,17.96622982311019,19.502350457506733,19.05078810385415,18.201832604386972,19.285584612214215,19.476202048660326,19.37247220617716,18.930975559388713,19.30439992107911,18.89466943005627,18.52642048038964,18.617244956433645,17.987964224152208,19.140392018600348,18.736647584972303,19.238171168663367,17.88124973923026,18.307293336125117,19.024053938212543,19.01869026472544,18.791751141865642,19.29967824068791,18.25493450562197,18.840635279974407,19.305061429170486,18.978346339370496,18.637093757759345
unknown_894.60107_7.567,lipid,l_206,unknown,,unknown,894.60107,7.567,22.379550849595283,,,+,19.81004755788118,20.14738298625055,19.235654843304207,21.78695087635122,19.63106085103927,20.959323295092123,21.1995048972297,20.524710140986404,21.480258938698984,19.92801366628869,21.345996699977785,21.127741451476194,19.76452798699047,22.199310965882603,21.155985836270677,19.676377473730817,20.819147810110895,20.589942226374745,20.33351027505347,22.169515989371334,19.559749278503347,20.354249225381814,19.708437677895052,22.049103896288138,21.520847237133083,20.702304412771003,20.412802295000642,19.249504261457123,21.119688480059743,21.990720834136408,20.478995371948688,21.671003796010297,19.82274748990603,19.769607848520426,21.659241166369124,20.96114122828472,20.03546632097966,21.365673898317702,22.020271691320687,21.59940858386352,20.059282789433965,21.573458146135966,19.238134636777243,20.276578735976134,20.371506613525003,19.5347554131575,21.505950430633625,20.3525854209622,21.20228999044034,18.959535775958006,19.238211782024777,21.430056617192307,21.862773793949614,20.67424407828027,20.84292143627525,19.898500095956805,21.367418471123916,21.060211819263852,20.537453472247805,20.93711013659583
unknown_368.42538_7.582,lipid,l_207,unknown,,unknown,368.42538,7.582,25.735166110938653,,,+,22.477323522850828,22.843661518475656,23.065386892346886,23.964407072660237,23.06754674860132,22.599865149749313,23.073299994598045,23.043786455124867,23.008320232816608,23.193875243943815,22.95734821959906,23.269488903090192,22.70228565798116,22.89553328278317,23.079646641320153,23.17600824639915,22.674651859393617,22.858180321514492,22.523157817734685,22.913439425360195,22.12030850514911,22.92782943431706,22.906526571267147,22.34776170827461,23.234630855294746,22.442556544314467,23.05145488342926,23.06305627015453,23.01088858691158,23.08280693215234,22.798512755842594,23.032752314684437,23.010113259535135,22.802675984505864,22.510294422563724,22.8407422892067,22.268559121014587,22.81761219395352,22.891006999097296,22.719663368290913,22.91424296969506,22.796581578319024,23.109948835756338,22.836185841792535,25.257991590539753,22.777096055653566,22.235477144443088,22.348442013288054,22.605374796065416,22.826790467534114,23.042595821150336,22.761996216525667,22.597343664022073,22.623219608740673,22.768470998617175,22.98368012730125,22.89641278265042,22.726858929627078,22.57190377871945,22.62921049430884
SM_d32:1_675.54425_7.611,lipid,l_208,SM d32:1,,SM,675.54425,7.611,22.770063158171382,,,+,20.532409994517405,20.812080623897828,21.226917864782596,21.80962452559305,21.530453674509452,22.18307451714574,21.691718486300346,21.309864488813655,22.36321047090213,21.34322275545007,22.111604132023782,21.92724652742301,21.337010365928073,21.79306427047213,21.31240822166623,21.549149523026028,21.39815029108058,21.345303722557748,20.947131347176207,21.623435089973924,20.760748445129273,21.800792796512557,21.38730254388222,21.743038340402887,22.043090728044326,21.65426825613897,20.944432641176572,21.069094543027465,21.263210689777413,21.816133142622526,21.0534355247762,21.864634675066316,21.505345252775886,21.45637320257369,21.942841454941224,21.678979643128883,21.070692171569355,21.62832104672268,21.62919800865357,22.395053488720656,21.29201579127514,21.678387740126013,21.2392369072656,20.82156360933337,21.220430301877723,20.87240928866349,21.639330993315905,21.220255699098637,21.715789422074778,20.795066795066294,21.25364451515292,21.85588527042566,21.635784855497445,21.53672609805827,21.832559681141106,21.17660453017313,21.698151358513147,21.700806482557386,21.748867511711364,21.51736519713699
PC_36:3_784.58551_7.62,lipid,l_209,PC 36:3,,PC,784.58551,7.62,21.205666742124595,,,+,18.818977578803857,19.10489764913879,18.1473657985245,20.249245696916937,18.488707826017283,20.473014293441988,19.294730233918994,19.11889931419716,20.96752280934035,18.75687965232673,20.492086819002193,19.1251186557153,19.70696476637528,19.72623387332924,19.963802913415773,18.2068361796068,20.32715933798917,18.80890904397232,19.06159676446887,21.034072495531806,18.798066220785742,20.025059783298293,18.58781878098684,19.869741126155414,20.379519407932868,19.500775123615142,18.33267397802977,19.118429773289623,20.16149252464955,20.135299656147197,19.106498896097012,20.826059000467456,19.721703276491414,20.16366801280377,20.0425861681814,20.329502684080346,18.827568758487917,20.457941419337974,20.673261104815154,19.8585648774002,18.427096949361268,20.601241049885708,18.17470735820664,18.902760889392944,19.087218868486048,19.673757598194538,19.44633444773222,19.78171498758269,20.76203195801535,18.98752086127542,18.298012287364916,20.178155955503048,19.79064459308731,19.361907360237858,19.814090424384304,18.882292843235636,20.39438253753925,20.28372369808331,19.418562747082646,19.50285347170511
