,RT,m/z,Polarity,Area (Max.),ID,molec_class,Features Found,20211113_Ernie_nLipid_60min_r_1950_3.raw (F1),20211113_Ernie_nLipid_60min_r_1950_4.raw (F2),20211113_Ernie_nLipid_60min_r_1950_5.raw (F3),20211113_Ernie_nLipid_60min_15k_1950_1.raw (F4),20211113_Ernie_nLipid_60min_15k_1950_2.raw (F5),20211113_Ernie_nLipid_60min_15k_1950_3.raw (F6),mean,is_id,C,unsat,C_cat,unsat_cat
5436,24.602,742.57721,+,72113151.89,Plasmanyl-PC O-34:3,Plasmanyl-PC,2,71955485.16,47884153.59,72113151.89,59176322.52,58648399.93,67407704.93,,True,34.0,3.0,34.0,3.0
5437,24.603,782.5722,+,8920927395.0,PC 36:4,PC,5,8015492229.0,1209600343.0,8495142915.0,7856020123.0,7566970014.0,8920927395.0,,True,36.0,4.0,36.0,4.0
5438,24.603,740.5603,+,66803801.67,Plasmanyl-PC O-34:4,Plasmanyl-PC,4,57890517.84,61659961.88,53920595.09,63556264.93,45454369.88,66803801.67,,True,34.0,4.0,34.0,4.0
5439,24.605,703.57513,+,832601659.1,SM d34:1,SM,6,613149840.4,669354580.3,708614832.8,752012252.7,734318930.4,832601659.1,,True,34.0,1.0,34.0,1.0
5440,24.606,369.12479,+,18777596.94,,,3,1678137.576,14613913.77,4918362.983,1771278.948,2209702.27,18777596.94,,False,,,,
5441,24.607,792.58856,+,162701257.2,Plasmanyl-PC O-38:6,Plasmanyl-PC,6,123688661.8,109397709.5,162701257.2,107668314.6,109977390.9,140898889.5,,True,38.0,6.0,38.0,6.0
5442,24.611,415.35706,+,11568928.51,,,1,11568928.51,4865091.421,4854779.166,5223368.615,4254904.278,4359100.745,,False,,,,
5443,24.612,661.95166,+,5830711.734,,,1,2119330.734,5830711.734,2450503.714,1463175.613,1972272.159,1755526.117,,False,,,,
5444,24.612,244.01114,+,2405348.127,,,1,2405348.127,1638527.614,2008704.003,695848.8252,1211170.676,1498089.48,,False,,,,
5445,24.613,776.58295,+,12438602.47,PC[OH] OH-34:1,PC[OH],1,10861730.22,11300897.84,10853453.02,12438602.47,10952617.0,8834066.082,,True,34.0,1.0,34.0,1.0
5446,24.614,580.49353,+,5009809.297,DG 14:1_18:2,DG,2,5009809.297,4346530.289,3378747.378,2954158.912,2535035.311,2833554.072,,True,32.0,3.0,32.0,3.0
5447,24.616,739.59808,+,12132701.42,,,1,7995763.804,7846647.704,12132701.42,8595125.82,8551233.833,10027666.13,,False,,,,
5448,24.616,663.94836,+,3098031.269,,,1,1429133.026,3098031.269,1180380.816,1091374.531,1382390.801,1114956.205,,False,,,,
5449,24.619,832.58514,+,133632621.7,PC 40:7,PC,6,126984479.4,100500602.2,132717504.0,108584247.5,107732800.2,133632621.7,,True,40.0,7.0,40.0,7.0
5450,24.62,930.6062,+,21222273.56,PI 40:5,PI,11,19238718.18,17142038.12,21222273.56,20292349.77,20583039.88,21137966.23,,True,40.0,5.0,40.0,5.0
5451,24.622,768.59064,+,36863452.65,Plasmanyl-PC O-36:4,Plasmanyl-PC,1,16628067.23,14140882.44,16378135.36,15216888.6,15575384.58,36863452.65,,True,36.0,4.0,36.0,4.0
5452,24.622,338.34177,+,15421328.19,,,1,12644764.37,14478621.23,14381423.46,15421328.19,11406725.3,9878430.057,,False,,,,
5453,24.622,530.40082,+,5687636.711,,,1,5687636.711,4565811.918,1296947.07,4831785.237,3956352.643,4762913.61,,False,,,,
5454,24.622,689.56024,+,4687445.537,SM d33:1,SM,2,3993303.869,3335957.287,4687445.537,3704888.461,4139261.363,3579227.133,,True,33.0,1.0,33.0,1.0
5455,24.622,695.01031,+,4416088.071,,,1,1937737.623,4129759.12,2403438.238,4416088.071,1876934.439,2288475.842,,False,,,,
5456,24.63,620.90088,+,1625223.182,,,1,1316261.607,1625223.182,1005334.467,1103038.588,1223941.968,805815.6269,,False,,,,
5457,24.637,754.57642,+,89076082.85,Plasmanyl-PC O-35:4,Plasmanyl-PC,6,84715229.99,69672889.35,77456280.68,77273012.72,74939130.53,89076082.85,,True,35.0,4.0,35.0,4.0
5458,24.638,852.61017,+,11958258.45,PC[OH] OH-40:5,PC[OH],6,11037499.78,8436477.285,10952745.63,8786223.82,9578845.395,11958258.45,,True,40.0,5.0,40.0,5.0
5459,24.647,822.59991,+,3542751.607,,,2,3542751.607,2237159.242,1426654.809,1716645.223,2062460.786,2117980.999,,False,,,,
5460,24.652,722.51263,+,31658437.03,PE O-36:5,Plasmenyl-PE,6,29233918.62,31658437.03,25575074.36,29399985.74,31068279.76,25128572.21,,True,36.0,5.0,36.0,5.0
5461,24.656,597.44287,+,1670645.997,,,1,1670645.997,792775.9317,1157112.092,772992.8129,724018.2723,887423.5486,,False,,,,
5462,24.659,778.57617,+,17924934.31,,,2,12825218.48,12643014.26,9565542.504,9864709.735,10290112.25,17924934.31,,False,,,,
5463,24.659,537.16547,+,14230276.08,,,1,5826705.74,4714563.265,9898233.556,5277937.35,6051767.237,14230276.08,,False,,,,
5464,24.691,1391.51831,+,7609871.467,,,2,3725333.021,7609871.467,4440923.542,6572406.447,7447138.491,6226171.495,,False,,,,
5465,24.702,758.82391,+,25764673.44,,,2,10577423.9,25764673.44,10039796.93,22453571.47,22451061.76,16927047.0,,False,,,,
5466,24.714,759.03711,+,12364598.35,,,1,12364598.35,9748994.066,7729144.35,7462738.411,9284028.068,9175214.253,,False,,,,
5467,24.717,774.07562,+,6030122.074,,,1,4703426.254,5177102.786,5368544.379,3720623.716,3899833.134,6030122.074,,False,,,,
5468,24.72,761.07275,+,7519772.864,,,1,4576460.65,4772442.217,2540306.765,5984889.499,7519772.864,2299915.847,,False,,,,
5469,24.723,765.66986,+,7785436.094,,,1,7785436.094,5821392.472,5316870.334,5025817.145,4691839.954,3096397.931,,False,,,,
5470,24.727,767.02515,+,7400441.757,,,1,7400441.757,5095094.426,5537298.291,4925813.647,4008469.127,5403178.123,,False,,,,
5471,24.727,722.98389,+,5213670.534,,,1,3943326.08,4724701.94,5213670.534,3499028.867,3443439.99,4499827.666,,False,,,,
5472,24.728,758.74475,+,18654623.21,,,2,18654623.21,17556089.73,17734752.56,11766234.62,11747416.97,8665187.022,,False,,,,
5473,24.728,758.20074,+,10105171.34,,,1,5494198.635,7397743.345,10105171.34,8840005.977,8853308.33,9405395.536,,False,,,,
5474,24.729,766.43817,+,8144800.067,,,1,5860415.728,2226555.626,8144800.067,5190597.196,3945126.274,6335725.63,,False,,,,
5475,24.73,790.57141,+,249806697.7,Plasmanyl-PC O-38:7,Plasmanyl-PC,6,196036595.5,163251270.9,205417812.4,249806697.7,177279201.6,212537582.4,,True,38.0,7.0,38.0,7.0
5476,24.73,764.39758,+,7584255.961,,,1,7584255.961,5600920.483,3882827.67,5431422.992,4241323.744,4441401.722,,False,,,,
5477,24.73,766.90546,+,7317288.652,,,1,7317288.652,5607017.409,5736699.471,4353959.976,4830128.299,6125668.253,,False,,,,
5478,24.73,722.92126,+,5937945.696,,,1,4574751.721,5237013.324,5309490.345,4399841.153,3273366.994,5937945.696,,False,,,,
5479,24.732,758.06091,+,8283709.573,,,1,7157397.571,5155302.034,7625873.115,7567002.093,8283709.573,4719586.049,,False,,,,
5480,24.733,728.45215,+,8729029.05,,,1,8729029.05,2832547.758,5177406.585,3258634.698,4018957.51,4422750.544,,False,,,,
5481,24.734,758.69464,+,30441603.93,,,2,27875695.05,20786088.46,12439913.48,28969019.15,30441603.93,19002385.07,,False,,,,
5482,24.734,767.12775,+,7377868.694,,,1,7377868.694,6968929.957,4668014.392,5222818.005,4261602.26,6594210.005,,False,,,,
5483,24.734,764.26715,+,6909224.554,,,1,4891358.654,6909224.554,6486240.507,6410500.571,4874946.357,2446263.553,,False,,,,
5484,24.735,762.77203,+,7720278.824,,,1,6605253.12,5790383.653,3264615.622,6379437.259,3839415.184,7720278.824,,False,,,,
5485,24.736,763.79218,+,27142164.55,,,3,22617471.03,18878007.56,27142164.55,20961066.52,18082150.04,25408145.79,,False,,,,
5486,24.736,758.91901,+,12798830.68,,,1,6523661.531,5595383.822,9594669.261,11395359.5,10143569.26,12798830.68,,False,,,,
5487,24.737,767.09363,+,7321768.467,,,1,7321768.467,5600455.041,6225582.411,5064589.227,4015187.467,5545345.811,,False,,,,
5488,24.737,717.13873,+,5669062.331,,,1,5471379.494,3693702.0,5138629.247,4400227.671,5669062.331,5477740.588,,False,,,,
5489,24.738,725.88348,+,10042434.09,,,1,10042434.09,2474774.065,4970655.048,3753606.109,3468225.268,5384302.007,,False,,,,
5490,24.739,764.77209,+,7407269.26,,,1,7407269.26,5961247.877,2311815.172,6004337.064,4160922.525,6532582.333,,False,,,,
5491,24.739,768.21826,+,6848236.564,,,1,6759086.404,6848236.564,4991388.207,4938974.453,3851218.278,5128388.715,,False,,,,
5492,24.741,753.40485,+,48944178.59,,,1,20729662.23,19201525.75,18896050.45,48944178.59,37178666.17,28332363.98,,False,,,,
5493,24.741,758.44208,+,27903762.34,,,3,22109918.25,21932298.49,27903762.34,8941910.382,23534140.69,27619631.27,,False,,,,
5494,24.741,759.12634,+,22349631.83,,,1,19238242.68,17075614.92,18950498.53,19719532.91,22349631.83,21571725.47,,False,,,,
5495,24.743,759.95819,+,7494914.33,,,1,6833529.373,5290768.101,7494914.33,7329969.254,5838014.328,6855726.828,,False,,,,
5496,24.744,758.56207,+,9428415752.0,,,1,7255931677.0,7426272964.0,8426294310.0,9428415752.0,8324005341.0,7251173519.0,,False,,,,
5497,24.744,757.92645,+,7943679.403,,,1,3577964.65,5676131.095,2628517.631,6748456.359,7943679.403,5832979.565,,False,,,,
5498,24.744,719.5625,+,6735688.85,,,1,6633470.011,3828166.168,5148338.405,4584913.919,3198389.869,6735688.85,,False,,,,
5499,24.745,758.26813,+,12695071.55,,,1,10376985.67,12695071.55,8976072.893,12067289.73,9244742.213,9347050.22,,False,,,,
5500,24.745,767.84692,+,7331018.386,,,1,7331018.386,5819199.962,5560378.63,5090551.106,3882645.55,6097606.476,,False,,,,
5501,24.745,716.09344,+,6827019.388,,,2,3729290.103,3645545.968,5068329.533,3594866.485,3942860.998,6827019.388,,False,,,,
5502,24.745,725.90955,+,6135444.775,,,1,4430601.315,2765798.003,6135444.775,3109682.062,4347224.065,5999950.034,,False,,,,
5503,24.746,720.66205,+,10230253.24,,,1,10230253.24,3374589.816,5194947.916,4145521.833,3094578.887,6304433.306,,False,,,,
5504,24.746,753.49908,+,8022580.408,,,1,8022580.408,3703642.907,7451133.629,5994009.998,6330986.043,7321978.997,,False,,,,
5505,24.747,762.55151,+,7929090.559,PC[OH] OH-33:1,PC[OH],2,7929090.559,5698625.258,4323463.537,3458769.056,4954208.965,6753589.423,,True,33.0,1.0,33.0,1.0
5506,24.747,764.32928,+,6415119.387,,,1,4174971.042,6415119.387,3744944.293,5087607.408,3972885.603,2205094.616,,False,,,,
5507,24.748,758.09418,+,10979461.12,,,1,10860973.65,7611117.902,4763623.356,8702324.611,10979461.12,7047445.025,,False,,,,
5508,24.748,768.28113,+,7468808.134,,,1,7468808.134,5976386.328,5515208.296,5056570.146,3883848.245,6434679.142,,False,,,,
5509,24.748,716.03687,+,5574622.696,,,1,5563589.463,3414447.36,5574622.696,4573514.397,4900129.778,5250532.558,,False,,,,
5510,24.749,768.1554,+,7566058.137,,,1,7063190.629,5371727.038,7566058.137,4185366.331,3850844.659,2656921.409,,False,,,,
5511,24.751,758.72253,+,30888333.62,,,2,22291870.3,18051898.86,22477477.16,28813101.34,30888333.62,17047858.85,,False,,,,
5512,24.751,770.10211,+,7214220.672,,,1,7214220.672,3117932.361,5738739.015,5242218.685,3832884.649,4752214.484,,False,,,,
5513,24.751,770.01605,+,6977810.464,,,1,6614607.38,6977810.464,5742052.637,5183761.743,3753232.299,6270807.212,,False,,,,
5514,24.752,758.57172,+,124201000000.0,,,6,124201000000.0,86324263616.0,88748645521.0,83451585708.0,110056000000.0,96267572404.0,,False,,,,
5515,24.752,756.58282,+,25943763.89,,,2,17504760.9,16341353.93,8645206.756,14420847.8,25943763.89,12021044.46,,False,,,,
5516,24.752,758.4306,+,13785028.0,,,1,9713317.317,13785028.0,9728502.674,13437353.47,12369685.7,12452405.77,,False,,,,
5517,24.752,771.49225,+,7006568.123,,,1,7006568.123,6729904.624,6768560.852,3610196.545,3696320.653,6395506.236,,False,,,,
5518,24.752,763.92084,+,6646706.387,,,1,5879532.286,6646706.387,6449979.6,6194996.086,3896030.751,5568887.283,,False,,,,
5519,24.753,752.47284,+,7957929.06,,,1,7474872.424,2857090.658,7957929.06,5956172.719,6995281.582,6859033.282,,False,,,,
5520,24.753,755.28992,+,7661456.468,,,1,5539419.762,2871498.242,5809751.198,6260434.742,7661456.468,5611715.675,,False,,,,
5521,24.753,761.69275,+,6870243.462,,,1,3907993.81,6314858.325,5813797.679,6090728.103,6559993.345,6870243.462,,False,,,,
5522,24.753,771.34271,+,6736181.723,,,1,4750257.636,3213147.697,6736181.723,4344078.518,4000987.175,4869183.086,,False,,,,
5523,24.753,768.17822,+,6643350.47,,,1,4781812.29,6176106.966,6261031.402,4954956.067,3773173.04,6643350.47,,False,,,,
5524,24.754,770.26849,+,7407635.914,,,1,6792539.486,7407635.914,6383182.149,3552314.496,3795364.14,6499124.235,,False,,,,
5525,24.754,770.31439,+,7226104.04,,,1,7226104.04,3112152.055,5586297.266,3717033.671,3729358.869,6214540.092,,False,,,,
5526,24.754,766.71161,+,6766030.26,,,1,5879361.885,5960116.717,6766030.26,5232765.78,4836776.933,5702199.778,,False,,,,
5527,24.754,724.55713,+,6600509.558,,,1,6600509.558,3660423.638,5406709.154,3554508.652,3764050.772,4968579.879,,False,,,,
5528,24.754,761.39984,+,6224515.572,,,1,2615467.579,4178051.765,2705750.495,6224515.572,6221113.56,4919803.165,,False,,,,
5529,24.754,722.15503,+,5812577.981,,,1,5812577.981,5743045.355,5394524.464,4256136.533,3939342.415,5158740.642,,False,,,,
5530,24.755,772.99561,+,10388364.57,,,1,5086459.606,3004924.419,10388364.57,3669636.025,3900926.807,4845870.854,,False,,,,
5531,24.755,758.1449,+,9903475.418,,,1,9420477.761,6698596.18,9447469.54,9903475.418,9259844.997,5585039.32,,False,,,,
5532,24.755,769.45428,+,7214727.802,,,1,7214727.802,5649969.419,6343517.464,4078326.37,3931756.945,6002480.671,,False,,,,
5533,24.755,770.81396,+,7068899.68,,,1,7068899.68,3057492.498,6068566.884,3750158.078,3876545.136,5504198.549,,False,,,,
5534,24.755,770.86578,+,6121113.024,,,1,6069142.849,3078509.886,6121113.024,3589793.341,3920875.384,5987467.011,,False,,,,
5535,24.755,774.20856,+,5691668.822,,,1,4831323.186,2820651.357,5691668.822,3304222.048,3918123.264,4918803.346,,False,,,,
5536,24.756,756.56232,+,15419965.39,PC 34:3,PC,1,8452532.069,6255034.023,15419965.39,8741123.929,8607554.42,7795400.644,,True,34.0,3.0,34.0,3.0
5537,24.756,716.70068,+,6781925.514,,,1,3554090.947,3840962.685,3873308.054,3736309.519,4768893.251,6781925.514,,False,,,,
5538,24.756,725.89905,+,5642966.296,,,1,5011295.582,2897710.081,5367406.875,3026297.54,3399104.737,5642966.296,,False,,,,
5539,24.757,769.68927,+,7257765.511,,,1,7257765.511,2323469.366,5979939.415,3607324.846,3744334.453,6262814.477,,False,,,,
5540,24.757,770.75098,+,7116904.72,,,1,7116904.72,6653675.674,5234525.571,3491672.797,4115750.533,5437667.06,,False,,,,
5541,24.757,761.7157,+,5371759.024,,,1,2268045.53,5039406.75,4557957.839,4984529.669,5371759.024,4436808.625,,False,,,,
5542,24.758,768.20703,+,7232700.269,,,1,7232700.269,6837372.152,3723447.823,4061607.824,3859619.725,6023412.655,,False,,,,
5543,24.758,754.71631,+,6804906.764,,,1,6780179.577,3429981.262,6335783.985,6450474.082,6804906.764,6026435.332,,False,,,,
5544,24.759,758.7337,+,24123202.67,,,2,15456413.43,24123202.67,17054601.39,21446227.73,16770886.7,13973362.93,,False,,,,
5545,24.76,760.05371,+,7810705.255,,,2,6072965.757,4810590.652,4651970.499,7810705.255,7489694.806,7601673.246,,False,,,,
5546,24.76,763.50201,+,6625569.431,,,1,4468777.499,5712185.171,6625569.431,5239478.307,4569407.582,4036095.359,,False,,,,
5547,24.761,757.83685,+,8203991.493,,,1,3920329.213,7344302.111,4634720.289,8203991.493,7005893.204,8050456.602,,False,,,,
5548,24.761,770.36029,+,7365164.092,,,1,7365164.092,4396221.628,6712941.127,3645113.857,3984051.717,6283236.547,,False,,,,
5549,24.761,764.2442,+,5674178.294,,,1,4177105.236,5674178.294,3495970.247,3935177.574,4976139.693,2503093.891,,False,,,,
5550,24.762,765.60162,+,7763683.931,,,1,7763683.931,6772490.958,4128358.976,5153909.538,5139646.301,6584231.443,,False,,,,
5551,24.762,709.49896,+,6060602.859,,,1,4200950.243,2887794.078,6060602.859,5069153.419,3971136.503,2226453.171,,False,,,,
5552,24.762,713.56433,+,5221790.716,,,1,2087610.377,2834596.99,2874792.931,2656944.57,5221790.716,2069688.107,,False,,,,
5553,24.763,719.71271,+,5940579.819,,,1,5940579.819,3372267.717,5505453.017,4047534.019,5429761.061,4830719.737,,False,,,,
5554,24.763,717.18005,+,5619863.962,,,1,5170264.511,3286072.563,4766956.339,5090032.925,5399019.23,5619863.962,,False,,,,
5555,24.764,716.05737,+,6307581.484,,,1,6307581.484,3682101.41,4020408.51,3215382.707,5238166.465,5351874.787,,False,,,,
5556,24.764,715.82611,+,5317015.684,,,1,5317015.684,2976662.481,4832479.076,4523556.585,5076152.914,5275726.859,,False,,,,
5557,24.765,767.38446,+,7461563.115,,,1,7461563.115,6238888.875,4647858.058,4991332.595,3856310.022,5262081.406,,False,,,,
5558,24.765,765.04462,+,6387201.405,,,1,4431981.852,5733320.624,5213398.75,4212388.505,3786411.676,6387201.405,,False,,,,
5559,24.765,714.76813,+,5709051.954,,,1,3345284.012,3513234.141,5326772.032,4823859.862,4898812.124,5709051.954,,False,,,,
5560,24.765,715.01447,+,5584359.343,,,1,3216273.842,3978767.06,4918469.966,4422527.347,4908286.067,5584359.343,,False,,,,
5561,24.765,713.88159,+,5105029.703,,,1,2250985.582,3751732.113,3845879.961,5105029.703,4798673.181,3908985.651,,False,,,,
5562,24.766,769.87842,+,7031559.313,,,1,5075091.801,7031559.313,6155659.109,3763334.387,3804200.492,6126809.084,,False,,,,
5563,24.766,764.94275,+,6789369.256,,,1,3801176.802,5651691.367,6789369.256,5059651.621,4822491.355,3789344.315,,False,,,,
5564,24.766,715.84662,+,5993564.525,,,1,2749501.11,3490853.217,5993564.525,4818151.166,4620221.28,5472043.059,,False,,,,
5565,24.767,720.85956,+,5910376.957,,,1,5910376.957,3841162.743,5237052.045,4108938.006,3509984.132,5117948.443,,False,,,,
5566,24.768,758.41431,+,22094731.39,,,1,19321878.77,20126829.04,16859104.22,12570543.55,19994088.21,22094731.39,,False,,,,
5567,24.768,758.39771,+,15527399.95,,,1,14107872.72,11879555.13,12091878.98,15527399.95,11257481.24,14694746.9,,False,,,,
5568,24.768,716.41772,+,6023722.95,,,1,5563689.432,3298065.575,4786081.181,4469788.717,4578595.152,6023722.95,,False,,,,
5569,24.768,714.62976,+,5601271.68,,,1,5418221.987,3460220.184,3046335.644,3554235.97,3939779.911,5601271.68,,False,,,,
5570,24.771,717.27826,+,5113268.248,,,1,2123485.743,3781551.336,5113268.248,4072695.916,4255958.853,4799298.133,,False,,,,
5571,24.773,730.15436,+,5146643.428,,,1,3883451.764,2919865.859,5146643.428,3315831.63,4159268.697,4775589.925,,False,,,,
5572,24.774,753.11603,+,5938088.159,,,1,2732758.183,2918356.777,2502576.938,3655540.321,5938088.159,863596.3713,,False,,,,
5573,24.774,715.08624,+,4443861.165,,,1,3166567.948,3538061.703,2987742.452,4443861.165,3505404.411,2655739.73,,False,,,,
5574,24.777,759.21088,+,8086736.643,,,1,2600240.245,3731570.207,4720708.504,8086736.643,5937852.32,3111043.43,,False,,,,
5575,24.777,726.04095,+,5170505.87,,,1,4185438.242,4379242.919,5170505.87,3201982.208,3435654.139,4114614.281,,False,,,,
5576,24.779,717.22137,+,6684766.932,,,1,3074173.146,4154632.901,5172586.195,5332385.043,5325326.421,6684766.932,,False,,,,
5577,24.781,718.20715,+,4987387.948,,,1,3343037.595,3549849.522,4987387.948,4704574.308,2825151.29,4775027.395,,False,,,,
5578,24.789,759.93555,+,9219428.849,,,1,4471241.402,9219428.849,4043595.987,4700452.492,7706981.057,3729345.731,,False,,,,
5579,24.797,759.24988,+,10261427.05,,,1,5062027.331,7567449.677,4326208.481,9802712.998,8908013.93,10261427.05,,False,,,,
5580,24.806,781.6203,+,22141920.98,SM d40:4,SM,3,14858136.69,12032083.73,22141920.98,15189970.21,12108376.71,17922046.68,,True,40.0,4.0,40.0,4.0
5581,24.828,661.52747,+,8729392.753,,,2,7958366.18,6659395.256,6963373.934,8104356.548,7608128.208,8729392.753,,False,,,,
5582,24.841,805.62006,+,7255543.687,SM d42:6,SM,1,4989143.314,6997308.216,5498530.476,5198577.035,7255543.687,5731310.775,,True,42.0,6.0,42.0,6.0
5583,24.843,820.5835,+,238946522.5,PC 39:6,PC,6,215249865.5,189299414.5,198230277.7,184712247.1,190999719.3,238946522.5,,True,39.0,6.0,39.0,6.0
5584,24.848,647.45844,+,54139581.27,,,6,54139581.27,48910824.45,33436787.24,33765060.42,27555606.3,32548055.91,,False,,,,
5585,24.849,720.55402,+,64653544.0,PC 31:0,PC,6,56452573.98,52693014.5,52367782.86,58810180.08,60045638.79,64653544.0,,True,31.0,0.0,31.0,0.0
5586,24.849,583.42712,+,13082428.68,,,4,11046229.82,13082428.68,7792115.442,8286682.995,5493163.256,4995330.754,,False,,,,
5587,24.859,784.58563,+,28766500436.0,PC 36:3,PC,7,28766500436.0,23769657538.0,24798304543.0,22961631144.0,23296816626.0,26275507829.0,,True,36.0,3.0,36.0,3.0
5588,24.861,784.758,+,3737008.016,,,1,2793252.226,3737008.016,2239983.959,2423549.452,2775790.021,2467302.583,,False,,,,
5589,24.87,816.58649,+,105288078.6,Plasmanyl-PC O-40:8,Plasmanyl-PC,6,103643039.3,102079032.0,96585262.83,105288078.6,99036171.13,101724546.5,,True,40.0,8.0,40.0,8.0
5590,24.886,729.59198,+,454988293.4,SM d36:2,SM,4,390702399.0,411376379.4,386345714.7,421793110.9,429752919.4,454988293.4,,True,36.0,2.0,36.0,2.0
5591,24.897,880.59009,+,245122716.7,PI 36:2,PI,12,245122716.7,213702626.9,226389809.1,211935479.4,188630093.0,239583057.6,,True,36.0,2.0,36.0,2.0
5592,24.898,726.28015,+,9520863.033,,,1,8677772.149,9520863.033,8348381.455,7171102.989,6568488.099,6888767.784,,False,,,,
5593,24.903,732.271,+,74201414.16,,,6,74201414.16,73468626.7,56662920.32,34401632.36,50796665.36,51585632.06,,False,,,,
5594,24.903,885.54608,+,11476580.32,,,3,11330351.36,10394498.52,9122084.39,9468098.506,10281377.64,11476580.32,,False,,,,
5595,24.912,740.56,+,21679355.15,Plasmanyl-PC O-34:4,Plasmanyl-PC,1,21679355.15,20543404.69,21060648.87,18735295.7,18800373.2,4965405.498,,True,34.0,4.0,34.0,4.0
5596,24.921,738.64807,+,663253421.7,SM dd-936:2,SM,6,541192850.2,545701284.0,531043441.1,635638990.7,582502886.9,663253421.7,,True,936.0,2.0,936.0,2.0
5597,24.936,794.60419,+,24163486.73,Plasmanyl-PC O-38:5,Plasmanyl-PC,3,16148729.98,24163486.73,23780583.39,15059228.9,14285478.35,22732418.24,,True,38.0,5.0,38.0,5.0
5598,24.941,770.57056,+,45854029.61,PC 35:3,PC,6,41531000.59,43218314.42,35988748.52,32579859.14,45854029.61,45841784.21,,True,35.0,3.0,35.0,3.0
5599,24.941,724.52881,+,16743749.03,,,6,15796293.26,14173873.14,14753731.45,16629146.82,15906054.76,16743749.03,,False,,,,
5600,24.942,748.52948,+,12070154.56,PE O-38:6,Plasmenyl-PE,2,6404178.172,8290384.242,9528227.409,9932218.454,12070154.56,10069548.02,,True,38.0,6.0,38.0,6.0
5601,24.948,703.57513,+,945941466.6,SM d34:1,SM,5,521679745.8,757163345.3,945941466.6,778020429.6,650047698.1,889130243.7,,True,34.0,1.0,34.0,1.0
5602,24.951,1359.45569,+,2751844.356,,,1,2194667.536,2178773.405,1819477.821,2344149.958,2751844.356,2172194.972,,False,,,,
