Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20211113_Ernie_nLipid_60min_r_1950_3.raw (F1),20211113_Ernie_nLipid_60min_r_1950_4.raw (F2),20211113_Ernie_nLipid_60min_r_1950_5.raw (F3),20211113_Ernie_nLipid_60min_15k_1950_1.raw (F4),20211113_Ernie_nLipid_60min_15k_1950_2.raw (F5),20211113_Ernie_nLipid_60min_15k_1950_3.raw (F6),
24.897,880.59009,+,2.451227167E8,PI 36:2,PI,12,2.451227167E8,2.137026269E8,2.263898091E8,2.119354794E8,1.88630093E8,2.395830576E8,
24.898,726.28015,+,9520863.033,,,1,8677772.149,9520863.033,8348381.455,7171102.989,6568488.099,6888767.784,
24.903,732.271,+,7.420141416E7,,,6,7.420141416E7,7.34686267E7,5.666292032E7,3.440163236E7,5.079666536E7,5.158563206E7,
24.903,885.54608,+,1.147658032E7,,,3,1.133035136E7,1.039449852E7,9122084.39,9468098.506,1.028137764E7,1.147658032E7,
24.912,740.56,+,2.167935515E7,Plasmanyl-PC O-34:4,Plasmanyl-PC,1,2.167935515E7,2.054340469E7,2.106064887E7,1.87352957E7,1.88003732E7,4965405.498,
24.921,738.64807,+,6.632534217E8,SM dd-936:2,SM,6,5.411928502E8,5.45701284E8,5.310434411E8,6.356389907E8,5.825028869E8,6.632534217E8,
24.936,794.60419,+,2.416348673E7,Plasmanyl-PC O-38:5,Plasmanyl-PC,3,1.614872998E7,2.416348673E7,2.378058339E7,1.50592289E7,1.428547835E7,2.273241824E7,
24.941,770.57056,+,4.585402961E7,PC 35:3,PC,6,4.153100059E7,4.321831442E7,3.598874852E7,3.257985914E7,4.585402961E7,4.584178421E7,
24.941,724.52881,+,1.674374903E7,,,6,1.579629326E7,1.417387314E7,1.475373145E7,1.662914682E7,1.590605476E7,1.674374903E7,
24.942,748.52948,+,1.207015456E7,PE O-38:6,Plasmenyl-PE,2,6404178.172,8290384.242,9528227.409,9932218.454,1.207015456E7,1.006954802E7,
24.948,703.57513,+,9.459414666E8,SM d34:1,SM,5,5.216797458E8,7.571633453E8,9.459414666E8,7.780204296E8,6.500476981E8,8.891302437E8,
24.951,1359.45569,+,2751844.356,,,1,2194667.536,2178773.405,1819477.821,2344149.958,2751844.356,2172194.972,
24.953,690.50684,+,1.606443638E7,PE 32:1,PE,6,1.325619469E7,1.311765884E7,1.16564465E7,1.437553196E7,1.407725391E7,1.606443638E7,
24.962,732.5556,+,4.511006295E8,PC 32:1,PC,6,3.579213194E8,3.461141235E8,3.643706102E8,4.184916227E8,4.511006295E8,3.980347738E8,
24.966,704.55914,+,3.377696898E7,Plasmanyl-PC O-31:1,Plasmanyl-PC,1,2.644206082E7,2.287237097E7,1.78366012E7,2.633819083E7,2.33526475E7,3.377696898E7,
24.967,1374.50623,+,2977889.668,,,1,2226668.564,2075105.854,1323444.11,1875125.469,2977889.668,1502232.343,
24.968,695.00934,+,7278135.356,,,1,3882288.409,5969716.317,5739274.898,6116764.62,2206059.265,7278135.356,
24.976,706.53772,+,1.997211226E7,PC 30:0,PC,1,1.524021531E7,1.600991578E7,1.432784481E7,1.593243303E7,1.658546689E7,1.997211226E7,
24.984,689.55957,+,1.046492371E7,SM d33:1,SM,1,7923249.816,1.046492371E7,5359045.578,8793122.293,9582833.924,9593478.201,
24.988,812.61475,+,1.689405411E7,PC 38:3,PC,4,1.336884804E7,1.440658185E7,1.378795536E7,1.596924462E7,1.61550331E7,1.689405411E7,
24.989,717.59058,+,1.522506425E8,SM d35:1,SM,6,1.220462887E8,1.227526617E8,1.23898162E8,1.451383923E8,1.41006756E8,1.522506425E8,
24.989,844.62042,+,6572238.913,Plasmanyl-PC O-42:8,Plasmanyl-PC,1,5964452.494,5113900.927,4703331.075,6572238.913,4703738.554,6430815.548,
24.997,758.57159,+,2.4951306229E10,,,4,3.793055319E9,2.3488823294E10,2.4951306229E10,2.120010423E10,2.644467712E9,2.4301897E10,
24.999,740.52393,+,5.18503827E8,PE 36:4,PE,6,4.534705751E8,4.277122891E8,4.428964585E8,4.77655198E8,4.707123977E8,5.18503827E8,
25.0,652.96295,+,5776027.457,,,1,4169412.332,5776027.457,4611188.569,4792902.345,5564385.76,5423823.784,
25.014,730.57544,+,5.020347046E7,Plasmanyl-PC O-33:2,Plasmanyl-PC,6,4.909103046E7,4.348455375E7,4.285756714E7,5.000245479E7,4.665675798E7,5.020347046E7,
25.021,864.64044,+,4634775.387,,,1,4081453.014,4634775.387,3739764.029,4187547.756,4252520.063,4580661.541,
25.023,656.52448,+,6269732.621,,,2,6269732.621,5888294.065,4873896.845,5122211.389,4074456.806,5092136.613,
25.03,823.33185,+,6360276.888,,,1,6360276.888,5487326.918,4574808.955,5398971.637,5476099.952,5162499.3,
25.036,772.30157,+,3.081973995E7,,,6,2.99181805E7,2.448189136E7,2.853013438E7,2.819217339E7,3.081973995E7,3.054021663E7,
25.038,766.5744,+,3.294039314E7,Plasmanyl-PC O-36:5,Plasmanyl-PC,6,2.986004269E7,2.382942636E7,2.851628688E7,3.294039314E7,3.28221938E7,2.93689729E7,
25.042,1197.3468,+,3441896.623,,,1,2827572.371,1147274.798,475589.3423,3441896.623,2158603.782,1707901.585,
25.052,834.60376,+,6.217068833E8,PC 40:6,PC,4,2.98437129E8,2.629491064E8,4.40194513E8,5.498371376E8,4.969983792E8,6.217068833E8,
25.056,202.27071,+,1597199.591,,,1,1396260.36,1234225.174,1075710.208,1508971.731,1294228.401,1597199.591,
25.057,808.58667,+,1.0645108975E10,PC 38:5,PC,5,1.0645108975E10,9.217611057E9,7.536479546E9,9.907913578E9,7.069652986E9,5.294599935E9,
25.057,818.56628,+,1.184427409E7,PC 39:7,PC,5,6722868.887,1.184427409E7,9105655.939,8842376.111,1.130126527E7,8533305.938,
25.058,587.4223,+,1.241016918E7,,,5,1.241016918E7,1.085135998E7,8802373.43,7647204.528,7287334.771,7820651.654,
25.058,475.29691,+,8311005.688,,,3,8311005.688,6868110.193,5046625.964,4416834.079,4104876.907,4320061.5,
25.06,716.52252,+,9032156.714,PE 34:2,PE,4,7007723.549,6557245.2,6039827.315,4956974.472,8085435.034,9032156.714,
25.063,792.58862,+,1.505127721E9,Plasmanyl-PC O-38:6,Plasmanyl-PC,6,1.452334992E9,1.35467457E9,1.332024082E9,1.113118053E9,1.115149008E9,1.505127721E9,
25.068,828.61169,+,3154701.92,PC[OH] OH-38:3,PC[OH],1,2320566.978,2583894.617,2465053.363,3154701.92,2976840.434,2796968.143,
25.071,830.56616,+,1.507938426E8,PC 40:8,PC,11,1.290815984E8,1.432882486E8,1.027587938E8,1.421225965E8,1.505152696E8,1.507938426E8,
25.076,625.51923,+,4378618.67,Alkenyl-DG P-38:6,Alkenyl-DG,1,4272776.606,4378618.67,3075234.493,2864990.082,2930047.882,3840005.652,
25.079,796.5838,+,1.007220195E9,PC 37:4,PC,6,7.337506148E8,6.782093376E8,6.70122295E8,1.007220195E9,1.00105435E9,7.669081582E8,
25.082,784.58612,+,1.6135436948E10,PC 36:3,PC,6,1.6135436948E10,1.4578412809E10,1.5914361441E10,1.5033748958E10,1.4409263906E10,1.5631481848E10,
25.09,766.5379,+,2.304368472E8,PC 35:5,PC,7,1.867919599E8,2.038545188E8,1.951518216E8,2.304368472E8,1.588865055E8,2.195567649E8,
25.092,550.62836,+,5553824.986,,,1,4318059.631,5262608.669,5126424.386,5042225.422,5339912.291,5553824.986,
25.101,834.21832,+,1.320801468E7,,,4,5599118.122,7630822.659,7586214.702,8466492.18,7984738.446,1.320801468E7,
25.107,818.60364,+,1.030879055E9,Plasmanyl-PC O-40:7,Plasmanyl-PC,6,1.015906147E9,9.114523821E8,9.257298376E8,9.738440616E8,9.432438245E8,1.030879055E9,
25.108,824.61456,+,6179582.195,,,2,5991035.895,4905480.453,5343703.588,4961882.151,6179582.195,6110629.22,
25.111,289.25232,+,1032827.343,,,1,745392.1568,1032827.343,735554.6145,560547.7057,745554.8703,804998.9922,
25.118,790.30988,+,1.073044933E7,,,3,1.007430115E7,1.073044933E7,8792995.293,8199179.225,7728261.011,8960504.12,
25.12,768.59106,+,3.241302846E7,Plasmanyl-PC O-36:4,Plasmanyl-PC,2,2.23936805E7,2.834257256E7,2.933950636E7,3.217257998E7,3.036490771E7,3.241302846E7,
25.124,425.39899,+,1.267170949E7,,,2,8844103.84,9623993.67,1.000595085E7,1.060656807E7,1.053306822E7,1.267170949E7,
25.137,860.61566,+,3.394205457E7,PC 42:7,PC,6,3.394205457E7,1.980375248E7,2.5074151E7,2.388527323E7,2.324947127E7,2.481063424E7,
25.151,705.5907,+,1.330678318E9,SM d34:0,SM,6,1.121180243E9,1.015635966E9,1.137801636E9,1.262554331E9,1.278035218E9,1.330678318E9,
25.151,661.43811,+,2.544469566E7,,,6,2.544469566E7,1.974097473E7,1.790414842E7,1.406809184E7,1.333106156E7,1.356053036E7,
25.152,369.12473,+,9532655.758,,,1,3586798.735,6691846.385,4417251.951,3944045.257,769372.8438,9532655.758,
25.155,727.57288,+,8.878139974E7,SM d36:3,SM,5,7.895491828E7,6.109495668E7,1.543585981E7,8.878139974E7,1.731033719E7,8.535561136E7,
25.156,758.57184,+,9.391150816E9,,,1,3.390230377E9,1.246380891E9,7.201259321E9,9.391150816E9,1.221408884E9,3.666232935E9,
25.157,770.56989,+,2.596529455E7,PC 35:3,PC,5,2.596529455E7,1.3484715E7,2.254755889E7,2.552304975E7,2.390287695E7,2.193742395E7,
25.168,729.59198,+,9.016357974E7,SM d36:2,SM,2,6.404601466E7,6.537812838E7,2.890363559E7,7.833024367E7,6.917592288E7,9.016357974E7,
25.187,746.28705,+,7.767215999E8,,,6,7.767215999E8,6.732429449E8,7.032572325E8,6.013273287E8,5.647083781E8,6.310671959E8,
25.187,720.55371,+,1.602373117E8,PC 31:0,PC,6,1.336989568E8,1.377770349E8,1.41577666E8,1.602373117E8,1.544144021E8,1.558853757E8,
25.188,887.36383,+,1.502343116E7,,,5,1.502343116E7,1.492065701E7,1.364447361E7,1.094623091E7,1.124665438E7,1.123635439E7,
25.191,788.29376,+,4.270454805E7,,,6,4.270454805E7,3.962467943E7,3.637406966E7,3.205130945E7,2.944030823E7,3.311944194E7,
25.194,808.58606,+,3.178834405E9,PC 38:5,PC,5,2.80862362E9,3.076661675E9,3.158296289E9,2.689669519E9,2.966827205E9,3.178834405E9,
25.203,690.5434,+,2.368770106E7,Plasmanyl-PC O-30:1,Plasmanyl-PC,6,1.936025898E7,2.164255174E7,1.908873517E7,2.251195864E7,1.981675625E7,2.368770106E7,
25.238,753.46606,+,8845416.448,,,1,5914001.974,6930803.37,5851128.894,8845416.448,8391004.774,6484741.641,
25.242,784.58563,+,3.1418659092E10,PC 36:3,PC,6,2.7136898935E10,2.4310143275E10,2.6557429772E10,2.8371712079E10,2.822435577E10,3.1418659092E10,
25.25,753.43787,+,1.333048822E7,,,1,8209853.304,8644737.732,8225863.307,1.047367144E7,8914704.945,1.333048822E7,
25.256,753.74719,+,1.25619749E7,,,1,4171743.013,1527761.112,6467581.778,6008377.36,7084180.964,1.25619749E7,
25.267,753.47546,+,1.026789505E7,,,1,1.016871606E7,8152042.886,1.026789505E7,8913101.748,9918684.753,8874786.805,
25.269,753.61584,+,8.1847598435E10,PC d-733:1,PC,6,7.2835177973E10,6.1947766983E10,6.0309105698E10,5.9426598347E10,7.0155195995E10,8.1847598435E10,
25.288,753.85986,+,8397346.329,,,1,6330879.77,7371057.309,7683572.36,8397346.329,6343809.678,4964124.787,
25.305,1151.89624,+,3777672.862,,,1,1131903.811,3630435.877,3639081.255,2077427.32,2090762.983,3777672.862,
25.318,767.54187,+,1.351916508E7,,,1,1824356.242,4007530.041,4110295.848,1.351916508E7,2966677.487,1.169185304E7,
25.338,844.62085,+,2.880623872E7,Plasmanyl-PC O-42:8,Plasmanyl-PC,6,2.52490774E7,2.364774838E7,2.803748389E7,2.880623872E7,2.504550112E7,2.806612628E7,
25.358,716.52344,+,2.592196817E8,PE 34:2,PE,6,2.412048665E8,2.385612261E8,2.57823301E8,2.592196817E8,2.430127257E8,2.443994679E8,
25.36,746.57269,+,1.316552534E9,PC 33:1,PC,6,1.153396249E9,1.081238145E9,1.220519737E9,1.316552534E9,1.251646888E9,1.083189032E9,
25.374,749.61957,+,7141543.053,,,1,6389021.175,6303833.271,5916296.072,6845008.438,6453917.174,7141543.053,
25.376,810.60461,+,3.269039068E9,,,6,3.269039068E9,2.869305802E9,2.957373112E9,3.159624351E9,2.854213181E9,2.665384462E9,
25.379,930.60571,+,5045060.663,,,1,4447231.714,3845842.705,4063359.392,4735634.59,4221428.551,5045060.663,
25.383,766.57422,+,8.680321389E9,Plasmanyl-PC O-36:5,Plasmanyl-PC,6,8.51574476E9,7.904746466E9,6.430859817E9,7.203565755E9,7.077912787E9,8.680321389E9,
25.385,716.55896,+,1.302637007E8,Plasmanyl-PC O-32:2,Plasmanyl-PC,6,1.102009931E8,1.122228603E8,1.20412218E8,1.302637007E8,1.208143786E8,1.179612009E8,
25.386,804.58978,+,3.420283096E7,,,2,3.420283096E7,3.286233011E7,3.116329824E7,3.174423902E7,3.052057073E7,2.88730601E7,
25.389,772.30029,+,5.242690238E7,,,5,5.242690238E7,3.41953799E7,3.344596727E7,2.885308203E7,1.969748524E7,3.339833455E7,
25.39,766.53925,+,2.270397088E7,PC 35:5,PC,3,1.776535258E7,1.323108053E7,1.004504121E7,2904414.618,8585048.269,2.270397088E7,
25.39,606.50897,+,4512190.612,DG 16:1_18:3,DG,3,4512190.612,4326257.299,3719141.543,3170369.135,2705657.158,3408609.012,
25.406,906.60565,+,1.176768245E8,PI 38:3,PI,12,1.041765095E8,1.012965338E8,9.81668582E7,1.114586904E8,9.54462628E7,1.176768245E8,
25.424,676.99982,+,2709913.384,,,1,761294.3196,1938390.842,2256888.734,2709913.384,2325362.349,474593.3352,
25.426,717.59058,+,8.661157866E8,SM d35:1,SM,6,8.117923433E8,7.359319635E8,8.08105112E8,8.41467424E8,8.396374818E8,8.661157866E8,
25.427,774.25262,+,7.15211071E7,,,6,4.962962448E7,4.83406411E7,5.782649464E7,5.942396678E7,5.890291555E7,7.15211071E7,
25.427,396.41946,+,1.946428622E7,,,4,1.946428622E7,1.737026987E7,1.460269285E7,1.210121981E7,1.210043504E7,1.19075769E7,
25.427,739.57452,+,9820184.361,SM d37:4,SM,1,8212223.58,8111341.929,8341204.6,8487562.076,9820184.361,8436157.485,
25.428,818.604,+,3.880129845E8,Plasmanyl-PC O-40:7,Plasmanyl-PC,3,3.524943207E8,2.277304597E8,1.672995034E8,2.624788179E8,3.029652505E8,3.880129845E8,
25.432,748.5296,+,4.648995477E8,PE O-38:6,Plasmenyl-PE,6,4.157435326E8,3.933015117E8,4.109027973E8,4.175782242E8,4.344173842E8,4.648995477E8,
25.434,772.58539,+,2.733304645E9,PC 35:2,PC,3,2.510833065E9,2.393589751E9,2.687271013E9,2.564079501E9,2.57922424E9,2.733304645E9,
25.434,796.5835,+,2.180077E9,PC 37:4,PC,6,2.11994311E9,2.031022184E9,2.030495953E9,2.06145727E9,2.018223907E9,2.180077E9,
25.436,818.56628,+,3.198696827E7,PC 39:7,PC,5,2.844814877E7,2.957989359E7,2.839178779E7,3.120703988E7,3.002962124E7,3.198696827E7,
25.445,742.57721,+,5.369175691E7,Plasmanyl-PC O-34:3,Plasmanyl-PC,5,4.601084633E7,3.93285955E7,5.369175691E7,3.953424129E7,4.24935754E7,4.038774155E7,
25.446,848.61597,+,7175850.664,PC 41:6,PC,1,7175850.664,4695363.557,4907712.37,4768063.14,5001222.14,5444782.298,
25.452,792.58862,+,3.112921226E9,Plasmanyl-PC O-38:6,Plasmanyl-PC,10,2.846958676E9,2.660305436E9,2.891835275E9,2.479862862E9,2.82681528E9,3.112921226E9,
25.454,822.59961,+,2.969971393E8,PC 39:5,PC,6,2.779021531E8,2.610852499E8,2.803512567E8,2.777438289E8,2.542525203E8,2.969971393E8,
25.455,742.5401,+,2.274542123E8,PE 36:3,PE,6,2.18716188E8,1.976696817E8,2.142791399E8,2.109805134E8,2.136765019E8,2.274542123E8,
25.46,537.16907,+,1747797.792,,,1,445781.8868,891352.9975,689125.6278,1337649.795,1747797.792,1650677.238,
25.468,844.58197,+,5530961.959,PC 41:8,PC,1,4029105.205,4748821.036,5109706.212,4523019.03,4038712.833,5530961.959,
25.476,632.52496,+,2.381052864E7,DG 18:3_18:2,DG,6,2.381052864E7,1.56964845E7,1.674943795E7,1.576521446E7,1.246708839E7,1.316716919E7,
25.477,692.55902,+,1.254723705E8,Plasmanyl-PC O-30:0,Plasmanyl-PC,6,1.126210412E8,9.952438808E7,1.150096658E8,1.06572646E8,1.077844597E8,1.254723705E8,
25.482,827.66296,+,1.646388566E7,,,6,1.593994597E7,1.553494106E7,1.646388566E7,1.261872794E7,9912968.839,1.618335033E7,
25.495,767.62994,+,3.491255169E7,,,6,3.311422977E7,2.816606095E7,2.961313677E7,2.866480976E7,3.006756707E7,3.491255169E7,
25.501,784.58612,+,1.3091940033E10,PC 36:3,PC,2,1.3091940033E10,4.854568543E9,5.570697041E9,4.333201947E9,5.212549021E9,1.1047461163E10,
25.514,860.61548,+,2.980692416E7,PC 42:7,PC,6,2.60412192E7,2.473151846E7,2.903156006E7,2.477267537E7,2.477052826E7,2.980692416E7,
25.516,661.43823,+,5055203.791,,,3,5055203.791,3937421.23,3377143.608,2659589.059,2452696.224,2985824.264,
25.519,1391.51648,+,6784800.887,,,1,6784800.887,6405274.172,5492085.611,6745747.779,6727866.525,6020639.015,
25.535,834.60028,+,4.444927393E8,PC 40:6,PC,3,4.444927393E8,4.056791344E8,2.976545348E8,2.133421201E8,3.636755496E8,3.503417265E8,
25.539,758.57172,+,1.1599626926E10,,,5,1.1599626926E10,8.554115504E9,8.716267785E9,8.015382977E9,1.0575222556E10,1.0601751233E10,
25.546,832.58527,+,3.164944956E8,PC 40:7,PC,3,2.183997553E8,3.164944956E8,9.917225773E7,2.81530328E8,2.598182372E8,3.123919867E8,
25.558,660.30774,+,7.023064969E7,,,6,7.023064969E7,5.941997431E7,5.341610808E7,4.79092808E7,4.638103797E7,4.891896653E7,
25.565,773.35413,+,4318066.906,,,1,4286079.328,4318066.906,3506076.333,2329140.289,2851949.408,3069525.091,
25.568,886.63092,+,1.80496454E7,PC 44:8,PC,6,1.687299249E7,1.604813455E7,1.74173406E7,1.599248364E7,1.650532525E7,1.80496454E7,
25.571,833.65265,+,1.105471591E7,SM d44:6,SM,6,8999814.483,8638734.278,9630609.592,8596734.043,9161989.002,1.105471591E7,
25.577,766.57367,+,6.030347351E8,Plasmanyl-PC O-36:5,Plasmanyl-PC,1,1.118795076E8,4.103808356E8,6.030347351E8,2.105491279E8,9.23962898E7,1.235767416E8,
25.58,810.60461,+,4.465494668E9,PC 38:4,PC,6,4.465494668E9,3.322814638E9,3.970502402E9,3.862624065E9,3.911687049E9,4.332187053E9,
25.589,769.61987,+,7913576.788,SM d39:3,SM,5,4497415.818,5256237.661,4588165.529,7913576.788,5905108.281,5319854.453,
25.591,836.61511,+,2.430650103E8,PC 40:5,PC,5,2.33314215E8,1.240340402E8,2.253042822E8,1.890568265E8,2.126342478E8,2.430650103E8,
25.595,743.60791,+,1.052382976E8,SM d37:2,SM,6,1.014536541E8,8.927805584E7,1.036087962E8,9.938877276E7,9.856466036E7,1.052382976E8,
25.595,832.29395,+,3159255.566,,,4,2445662.277,3063968.568,3016644.912,2713401.736,3017092.162,3159255.566,
25.606,672.57709,+,5405439.728,,,4,3891336.521,3569282.778,5405439.728,3684092.787,4628485.251,5053005.008,
25.624,716.55884,+,2.910639239E8,Plasmanyl-PC O-32:2,Plasmanyl-PC,6,2.052257655E8,1.083076661E8,2.660928953E8,1.135101168E8,2.910639239E8,1.271310287E8,
25.628,740.55798,+,5368068.236,Plasmanyl-PC O-34:4,Plasmanyl-PC,2,5368068.236,4105044.766,4724932.972,3384064.896,4172507.784,4608941.531,
25.633,585.44269,+,1.264375373E7,,,4,1.264375373E7,7099292.61,6006900.887,5275021.112,5979285.571,6529114.086,
25.641,455.4093,+,3487085.022,,,2,2117276.285,2463763.273,2373923.126,2859944.214,3487085.022,3242981.81,
25.643,718.57495,+,3.073661365E8,Plasmanyl-PC O-32:1,Plasmanyl-PC,4,2.158179221E8,2.56081258E8,2.517649768E8,2.828402395E8,2.939858216E8,3.073661365E8,
25.647,753.61566,+,6.616910133E9,PC d-733:1,PC,1,2.225237422E9,1.633766557E9,6.616910133E9,4.934364026E9,2.084505183E9,1.791275309E9,
25.652,829.67822,+,9390326.404,,,3,9390326.404,6724824.839,7342639.444,8709858.665,8633931.235,8380778.379,
25.671,736.5285,+,3970701.638,PC O-34:5,Plasmenyl-PC,1,3468551.235,3259813.886,3392411.099,3423230.34,3964236.085,3970701.638,
25.677,744.59131,+,5.803162061E7,Plasmanyl-PC O-34:2,Plasmanyl-PC,4,5.803162061E7,3.648394025E7,4.562573665E7,4.554186688E7,4.437617558E7,3.927196586E7,
25.684,870.63708,+,5234567.607,,,2,5025829.462,3879392.304,3818682.925,5183180.217,4568424.209,5234567.607,
25.685,768.5918,+,1.1925991776E10,Plasmanyl-PC O-36:4,Plasmanyl-PC,6,1.1542402474E10,1.0055923326E10,1.0563063637E10,1.0405101062E10,1.1031905536E10,1.1925991776E10,
25.689,790.57074,+,5.562130254E8,Plasmanyl-PC O-38:7,Plasmanyl-PC,6,1.500456783E8,1.443653133E8,1.437893352E8,1.530353846E8,5.562130254E8,1.611695422E8,
25.711,724.52802,+,6543274.471,PE O-36:4,Plasmenyl-PE,2,6051843.659,4891393.75,6188792.48,5482580.48,6543274.471,5681307.029,
25.718,794.60553,+,1.1650002548E10,Plasmanyl-PC O-38:5,Plasmanyl-PC,6,1.1650002548E10,9.768432653E9,1.0567304847E10,1.0349233436E10,1.0674704776E10,1.1301873942E10,
25.719,750.54572,+,1.029874813E8,,,6,1.010781246E8,8.304144854E7,9.518746225E7,9.122150046E7,9.245671903E7,1.029874813E8,
25.721,816.58649,+,2.612176943E8,Plasmanyl-PC O-40:8,Plasmanyl-PC,6,1.6927386E8,2.489627472E8,2.471580372E8,2.612176943E8,1.758165702E8,2.103043241E8,
25.722,792.58789,+,4.491738567E8,Plasmanyl-PC O-38:6,Plasmanyl-PC,2,4.491738567E8,3.633305101E8,2.95817685E8,7.695880364E7,3.688518418E8,4.133876327E8,
25.726,1072.30493,+,2.756965741E7,,,6,2.650131037E7,1.634024631E7,2.756965741E7,2.355013376E7,2.01525656E7,1.982409073E7,
25.729,1074.30444,+,1.098072726E7,,,2,8431406.321,9469466.106,9642870.323,8580073.347,8754062.945,1.098072726E7,
25.741,647.4223,+,2634311.361,,,1,2634311.361,1502702.279,1625496.821,981261.5894,1027643.848,835114.1996,
25.746,820.62067,+,5.645918847E8,Plasmanyl-PC O-40:6,Plasmanyl-PC,6,5.231998673E8,4.719177256E8,4.915893245E8,4.737998004E8,4.964137693E8,5.645918847E8,
25.751,776.55835,+,3.191042019E7,,,6,2.584768136E7,2.039514412E7,3.191042019E7,2.458734526E7,2.499078806E7,2.950064185E7,
25.763,747.59839,+,1.586980876E7,,,2,1.251399058E7,1.077146097E7,1.228873774E7,1.193912662E7,1.586980876E7,1.355646971E7,
25.766,1375.52417,+,1813349.38,,,1,1813349.38,1525906.971,1261434.366,1589545.289,1694879.132,1588066.287,
25.767,632.52496,+,1.931531394E7,DG 18:3_18:2,DG,5,1.931531394E7,1.929294525E7,1.454061309E7,1.31309715E7,1.601489046E7,1.035805108E7,
25.775,804.58899,+,2.0696044E7,,,6,2.0696044E7,1.943337346E7,1.96126339E7,1.783588002E7,1.912045819E7,1.920263836E7,
25.777,719.60681,+,1.138538019E7,SM d35:0,SM,5,1.114576172E7,1.035247406E7,1.125452334E7,1.074026849E7,1.117838478E7,1.138538019E7,
25.778,742.57672,+,6.379912932E9,Plasmanyl-PC O-34:3,Plasmanyl-PC,6,6.294855367E9,5.711982857E9,6.019139988E9,6.075916042E9,5.575343087E9,6.379912932E9,
25.779,772.58502,+,5.501108049E9,PC 35:2,PC,6,5.501108049E9,4.830685512E9,4.452034799E9,4.88647483E9,4.66971919E9,5.257718365E9,
25.783,762.6012,+,4290131.602,PC 34:0,PC,1,3379606.335,3590538.007,3977270.797,3526571.287,4290131.602,3942057.446,
25.796,794.56854,+,3.453565714E7,PC 37:5,PC,6,2.78245081E7,3.453565714E7,3.208268402E7,3.350037152E7,3.055014925E7,3.016392491E7,
25.802,778.57434,+,3062004.269,,,1,2736182.479,1960084.76,3062004.269,2619895.325,2799952.237,2896607.598,
25.803,585.44275,+,1.052633302E7,,,3,8000991.093,1.052633302E7,6214341.279,5618645.164,4163505.605,6522270.245,
25.808,860.61487,+,9.003242677E7,PC 42:7,PC,6,9.003242677E7,7.492853079E7,8.533718951E7,8.025875854E7,6.807049706E7,8.808079454E7,
25.809,203.55835,+,2021625.753,,,1,1752602.719,1234249.742,1606641.453,1598070.576,2021625.753,1890537.233,
25.827,861.66858,+,3488748.529,,,1,3046136.163,2510484.499,2834750.59,3312089.067,3488748.529,2975210.686,
25.85,810.60461,+,8.571302959E9,PC 38:4,PC,6,8.571302959E9,7.985306E9,8.081351705E9,7.735441358E9,7.821301852E9,8.244864593E9,
