Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20191118_KAO_1uLPool.raw (F1),20191118_KAO_2pt5uLPool.raw (F2),20191118_KAO_5uLPool.raw (F3),20191118_KAO_5uLPool_20191118202447.raw (F4),20191118_KAO_5uLPool_20191119024733.raw (F5),20191118_KAO_methodBlank.raw (F6),20191118_KAO_methodBlank_20191119031929.raw (F7),20191118_KAO_T550M.raw (F8),20191118_KAO_T551M.raw (F9),20191118_KAO_T552M.raw (F10),20191118_KAO_T553M.raw (F11),20191118_KAO_T562M.raw (F12),20191118_KAO_T568M.raw (F13),20191118_KAO_T569M.raw (F14),20191118_KAO_T570M.raw (F15),20191118_KAO_T571M.raw (F16),20191118_KAO_T582M.raw (F17),20191118_KAO_T650M.raw (F18),20191118_KAO_T651M.raw (F19),20191118_KAO_T652M.raw (F20),20191118_KAO_T653M.raw (F21),20191118_KAO_T690M.raw (F22),20191118_KAO_T691M.raw (F23),20191118_KAO_T692M.raw (F24),20191118_KAO_T713M.raw (F25),20191118_KAO_T714M.raw (F26),20191118_KAO_T715M.raw (F27),20191118_KAO_waterBlank_20191119035125.raw (F28)
17.397,888.80206,+,4.23E+07,TG 53:3,TG,51,3017573.731,7853067.266,1.64E+07,1.65E+07,1.70E+07,3604.478655,8068.380845,2.76E+07,8608558.787,7103890.05,8092704.342,7273920.467,1.28E+07,7096374.906,8375415.066,1.47E+07,1.17E+07,1.86E+07,1.03E+07,5861498.096,5261130.779,4788745.313,4.23E+07,7211050.418,1.01E+07,3.62E+07,1.98E+07,3257.897752
17.407,673.58795,+,295372.8461,,,2,21266.35933,60527.11038,88154.49314,82601.48277,77729.37822,2746.47742,2555.916055,30664.42861,295372.8461,172694.6592,82069.50124,228091.3268,143267.2293,247280.826,112120.8059,78434.17773,101526.7777,128152.8231,103601.5378,109551.7722,150589.9925,150781.9085,41184.58575,96415.9801,86719.37769,49444.58966,51557.7094,2482.395784
17.423,922.79242,+,3250884.484,,,7,14650.07839,299348.0499,794341.8098,849671.8908,920397.9414,6975.813952,6525.52138,2800340.987,679924.6147,182058.9843,170808.8674,441064.5068,608606.7648,260408.6478,145791.7597,852652.5052,838932.5525,1085459.165,707377.9831,208656.4871,191597.4589,294428.6762,3250884.484,135229.3546,215322.9083,3037179.776,1042385.941,5413.791482
17.482,1157.02063,+,385206.5874,,,20,321733.2413,124353.5727,8292.180174,8380.569381,8709.650213,44956.01841,44702.19297,92117.84167,46792.47783,123667.9126,189820.4716,212559.6329,193204.1041,112533.6125,271401.0334,293690.7116,357995.873,122931.5761,186045.7691,152607.6633,126548.1064,162374.9154,250833.3331,127745.7477,251707.7085,105581.4622,385206.5874,2368.73885
17.483,785.6073,+,1021167.677,,,24,882442.8819,374736.2357,15110.38121,14832.23804,21756.6363,157843.7098,136185.1092,362174.8781,197392.0904,367156.4797,524829.281,654514.4372,560215.7113,326299.3131,818755.6356,836844.3715,1021167.677,350067.2523,496397.6526,430345.6231,349981.4364,488409.646,842004.2234,305003.7951,715971.6348,392158.3925,1017561.093,2842.636174
17.484,1052.87671,-,9288607.749,,,5,9288607.749,3417942.678,67980.61551,61840.80659,55766.142,2772860.685,2470755.337,1823674.473,1321498.465,3489402.489,4398577.318,5591171.408,3928556.897,2709972.001,6425754.489,5910994.918,8358918.769,2530232.974,4021726.443,3924656.736,3482525.087,4255149.549,4133167.11,2957218.391,5857967.367,2113291.447,7317434.959,5333.621428
17.484,1143.00464,+,1247210.23,,,24,1009103.14,434159.1098,8576.925709,8668.350117,9008.73127,177442.4947,158889.7703,357084.0618,191580.4211,435779.7539,605333.3702,713160.9474,633427.922,360392.6168,864609.482,978821.909,1244114.633,395517.7278,584763.6739,490798.9863,254172.4602,619585.6656,843701.8959,409227.4671,840371.2445,421867.1023,1247210.23,2450.079076
17.485,1113.95325,+,1749100.03,,,24,1749100.03,635335.371,8184.062931,8271.299679,8596.089804,485256.8764,471239.6007,350743.7316,184838.0216,699516.0846,815222.9997,941472.5681,771203.3739,459235.9207,1205175.395,1143404.931,1559402.987,434391.5131,776364.5879,640941.0055,743924.3747,816962.6742,754354.1482,537908.4046,1090210.916,366162.035,1398238.084,2337.854148
17.505,895.70605,+,248137.915,,,4,67369.84936,182275.2602,149871.8298,193603.5715,154466.298,2939.366915,2749.629188,248137.915,166742.752,41913.78334,84498.85258,108995.3373,145490.261,70357.76373,70993.71685,160068.3215,173762.7462,150483.3074,155959.37,47432.46722,38840.40995,123505.9259,210037.0445,55696.25825,89553.68765,171547.7503,234452.9712,2163.153748
17.517,967.84351,+,1783536.647,,,20,130675.928,409666.3583,806116.6509,803038.2901,810462.5493,4104.145636,3839.22081,1644727.1,425672.9501,339698.8358,225427.9182,310749.7309,613965.5206,313107.6705,188444.3901,705629.2784,505906.8928,641865.0297,503439.3255,145234.0302,304156.1971,211274.6061,1534291.062,255798.861,523349.682,1783536.647,794361.7574,3020.343588
17.52,926.81738,+,1.36E+07,TG 56:5,TG,37,740269.2726,2276113.704,4217349.5,5020111.453,4628527.262,4095.120306,3830.77807,1.17E+07,2266373.781,1619647.583,1918411.009,1835060.678,3857847.929,1829566.531,343762.8924,4318909.966,3194080.052,3885036.864,2490255.952,1261877.415,1270625.811,1110327.531,1.31E+07,1929287.397,3227938.617,1.36E+07,4253004.754,3013.701621
17.521,925.80896,+,1.19E+07,,,3,707403.3576,2005014.871,4980246.026,3907360.832,3810477.681,4357.748528,4076.453498,9613445.035,1912688.256,1567062.131,1778427.911,1546350.573,3218488.831,1468555.089,2012466.469,1981117.077,2329633.559,3911905.257,2266722.712,1254714.406,1252366.855,1044416.381,1.19E+07,1845124.379,2364675.725,1.14E+07,4576768.349,3206.976309
17.541,928.74628,+,212128.4983,,,2,25217.69747,39196.98058,92632.90796,76191.30306,69223.09261,2872.963902,2444.304272,158902.7305,70977.84259,7743.028097,14901.77872,40221.54969,82914.98969,28481.31129,13420.49977,142533.69,77259.33002,112648.1714,109685.0085,27598.07688,18398.9872,31278.33992,199653.7033,9522.168827,14804.45293,212128.4983,157727.6293,2011.404558
17.654,1079.94666,+,943720.0398,,,8,32464.76616,111554.7383,265202.7391,256935.6698,175001.8777,3603.097886,3821.786082,143727.3564,774727.5816,179426.6265,227645.3414,626465.2962,402988.0135,943720.0398,316874.8425,328548.6167,263903.3149,567969.7593,429949.0869,141615.7449,185613.4481,515561.8854,127490.3921,234269.0263,191022.2722,123262.0727,202234.1946,3382.188751
17.68,963.75824,+,1105928.571,,,12,488731.6171,804581.8571,958098.867,797509.4694,789566.5797,3490.155089,3602.353768,701041.6353,649134.0044,443759.64,559020.6951,725567.352,910661.7672,547999.5815,589074.9677,1105928.571,833882.7966,371155.895,854203.6289,338150.9694,361421.3545,547077.06,559778.6146,589403.5158,752472.4855,685409.8072,966283.5471,3187.996431
17.684,917.8277,+,1.56E+07,,,25,5768456.934,1.01E+07,1.32E+07,1.24E+07,1.21E+07,14495.86899,27105.024,1.56E+07,9754902.55,5201175.547,6218582.254,9580053.978,1.40E+07,8453183.689,6870944.521,1.35E+07,1.12E+07,1.20E+07,1.25E+07,4265063.232,4502914.197,7631315.311,1.50E+07,6681685.848,8173811.872,1.43E+07,1.54E+07,6704.202952
17.691,957.73999,+,560838.5054,,,2,133176.87,225840.7856,394897.7027,405030.6753,452847.4445,3301.691563,3407.831669,553052.5732,333082.5215,76085.52462,129131.8099,316436.2225,462137.8993,245762.606,200778.2703,556480.6045,388404.0231,398945.5021,383669.2551,50063.35438,73834.81596,198618.3053,560838.5054,117288.3934,205202.1928,446350.2013,530952.0933,3015.849053
17.696,891.81335,+,3647439.277,,,20,1243044.833,2335490.719,3230375.445,2896107.506,2733020.082,5859.982005,3461.135902,2030232.873,844926.8927,1195266.631,1456268.882,2042339.706,2526406.922,2080778.431,1686872.803,3142405.72,747213.3469,1088672.788,1897520.358,609080.9557,1092519.939,1298408.273,3562748.693,1709329.71,1558110.467,3647439.277,1903225.479,3063.022017
17.698,876.80151,+,4.67E+08,TG 52:2,TG,59,5.05E+07,1.32E+08,2.38E+08,2.37E+08,2.26E+08,127971.5893,194819.3,3.93E+08,1.35E+08,5.10E+07,6.60E+07,1.33E+08,2.24E+08,1.32E+08,7.73E+07,2.33E+08,1.74E+08,2.59E+08,1.73E+08,4.32E+07,3.30E+07,8.99E+07,4.67E+08,7.29E+07,9.11E+07,3.89E+08,2.61E+08,41159.72589
17.698,946.87793,+,7469973.332,,,25,480324.9352,1592701.254,3505841.736,2793408.809,2325234.75,3952.27781,4026.49897,3638211.736,1564260.435,493624.1035,429648.1589,1379260.794,2783101.288,1040019.256,812953.9825,2674689.684,2159787.059,3580379.113,2098589.766,500781.9846,472126.4739,1066939.366,7469973.332,782893.2835,1026845.278,5609810.947,3425602.215,3563.354732
17.704,850.78613,+,1.29E+08,TG 50:1,TG,49,1.62E+07,4.06E+07,7.18E+07,6.94E+07,6.91E+07,99969.6077,134565.9717,1.15E+08,3.84E+07,1.37E+07,2.08E+07,3.56E+07,6.64E+07,4.37E+07,2.32E+07,7.00E+07,4.07E+07,6.39E+07,4.04E+07,1.36E+07,1.12E+07,2.28E+07,1.29E+08,2.30E+07,2.06E+07,1.19E+08,5.09E+07,27684.72988
17.713,1053.93018,+,1001240.136,,,10,33968.64454,69512.71571,225686.4068,291103.0256,367494.953,2995.604349,3049.782306,86803.38227,742273.5544,199772.9046,242440.9498,740512.9818,405006.3069,1001240.136,357977.075,312848.7343,440094.868,480138.576,513229.7839,259778.6898,239136.2679,652744.1853,101806.5365,219029.4239,244575.3898,103246.0937,255993.1222,2669.265781
17.714,824.76978,+,2.07E+07,TG 48:0,TG,48,2925125.708,7204045.221,1.28E+07,1.19E+07,1.21E+07,149788.7145,215286.0242,2.07E+07,6784678.669,3086849.077,4956688.553,5877698.297,1.22E+07,8141600.917,4895205.672,1.18E+07,6435751.532,9256428.379,5863494.357,3154367.329,2136572.493,3099478.899,1.89E+07,5059611.171,3206217.701,1.90E+07,6700539.6,96074.25458
17.744,928.83331,+,1.65E+07,TG 56:4,TG,22,1960492.725,5154379.649,9345800.89,5398980.875,5716897.251,4490.728047,4558.972661,1.50E+07,5984937.645,3943497.567,2985164.101,3176227.923,7411113.605,3702456.411,5126546.779,8171206.716,5333588.514,9124609.985,4392175.182,2045234.518,3159449.452,2465576.246,1.65E+07,3223339.195,3435657.832,1.47E+07,6989582.379,3990.156837
17.749,989.76843,+,425703.8312,,,3,195955.2608,313636.6876,310526.6131,256940.3122,260230.6276,3467.110367,3519.799286,97968.5213,248343.7071,139580.7049,256583.592,273311.5454,145896.5965,230583.939,224862.3032,240077.1802,249219.6653,230500.1111,303746.6232,195086.3099,169015.5205,110634.7843,117496.4436,209512.0074,189347.787,203869.428,425703.8312,3080.639485
17.758,902.81732,+,2.62E+08,TG 54:3,TG,52,2.85E+07,6.97E+07,1.32E+08,1.30E+08,1.24E+08,117815.775,164468.4445,1.92E+08,8.15E+07,2.88E+07,4.07E+07,5.81E+07,1.15E+08,7.55E+07,4.46E+07,1.28E+08,8.69E+07,1.51E+08,9.24E+07,2.99E+07,2.80E+07,3.49E+07,2.62E+08,3.61E+07,3.80E+07,2.33E+08,1.42E+08,41803.34983
17.76,972.89581,+,3289708.511,,,21,200853.9543,661926.0509,1334415.118,1295125.564,1423486.522,3865.511474,3924.254808,2116144.769,514793.1086,264351.4221,387658.2236,382403.2292,1199678.533,721625.559,329999.5128,945148.3265,535681.0694,1690595.579,959432.8958,253651.5945,252797.4642,331259.7842,3289708.511,342462.9076,293680.456,2553921.419,1361170.3,3434.63173
17.785,579.53387,+,1959245.908,,,4,214614.0559,463235.1091,953733.8667,988338.4349,999513.4866,3129.81384,3062.648694,1582361.439,452137.2367,305861.8713,427808.862,321768.5481,891161.4655,608237.1745,412060.4288,895183.9423,560313.6237,846564.4629,511375.7276,237705.0233,201722.8734,227583.4436,1959245.908,397181.5048,371561.1723,1714364.645,678374.317,2704.372144
17.831,1019.95227,+,1782529.202,,,23,35452.70071,215819.4767,675199.7079,604653.4246,603903.155,2437.64928,2321.149801,675577.2428,875058.3575,251343.2956,161630.0608,598089.2142,577201.9883,1319426.977,257468.6388,321875.9046,740497.8206,1782529.202,772520.0397,174989.6705,239503.8481,1481006.236,1111171.23,221068.5284,169618.5896,245043.5503,459425.063,2110.105761
17.834,668.63446,+,2158754.899,CE 18:1,CE,21,66136.72351,262192.8967,753207.8047,804999.5173,824783.6561,2412.548178,2297.248324,683472.5632,1077003.738,293752.567,263855.875,752831.2924,861149.0697,1499722.203,313804.4218,500906.2471,1053336.491,2158754.899,1011659.63,301404.4724,306035.7318,1984251.041,1388941.982,276478.5693,241400.7653,357715.2213,447813.1281,2088.37746
17.855,933.78699,+,2717884.131,TG 56:4,TG,23,475598.397,1028688.413,2588675.714,2267760.297,1474117.786,4485.070649,4401.546322,2717884.131,786604.5665,1934466.061,1251182.842,1109350.299,1543363.33,1373364.714,2415539.468,1894255.696,1110735.718,957438.9949,1056037.622,1731763.922,1492648.377,566089.4221,2657104.277,1808686.724,1336790.472,2472107.915,1687255.818,3882.41799
17.865,1298.17297,+,4871099.91,,,25,834266.2505,2037064.558,3203879.993,2837345.65,2631459.45,2771.056135,2582.913041,2295999.626,4227656.802,2799377.611,2371510.986,3625672.011,3147383.31,4551548.562,2667821.283,2382304.475,3246581.724,3490461.795,3618173.672,2702596.908,2814336.489,4871099.91,2739542.48,2333886.757,2234093.564,1439917.142,2097250.758,2398.713205
17.879,647.57367,+,795453.0715,,,23,97988.95335,251133.2372,461296.5119,437547.6406,437996.5564,2391.200007,2323.358316,351967.7773,692639.7761,639305.7422,555285.7627,614983.4519,515309.2212,555760.9103,594824.0823,368438.9024,457192.4904,331328.1335,467062.9877,760366.2338,795453.0715,560783.6187,342849.8192,601296.4667,540139.7002,288039.0115,246148.2569,2157.668564
17.882,978.85114,+,358586.7878,,,7,16240.31026,45612.76814,86436.08458,150752.406,118181.4686,3342.69967,3983.902436,199244.0917,66841.98803,11618.90537,14869.66092,44542.3199,67222.88085,70947.56658,21953.96955,93604.13019,88156.12466,171234.5409,95365.30186,24067.07867,10457.21525,37232.96768,332446.7228,14274.08649,13298.88923,358586.7878,69879.0253,2893.545799
17.894,937.81183,+,144195.2654,,,4,9837.156592,25275.75971,53638.42038,44408.4282,38508.78324,2359.974958,2289.072459,22964.39781,10258.79386,115826.5868,114372.9973,9179.348507,19612.77475,18582.62426,144195.2654,36798.80699,10428.28167,14308.65477,12571.36121,104946.8782,113671.5491,11154.33595,60249.59853,88997.53012,95370.34575,57699.02408,14795.73694,2118.121317
17.897,695.57367,+,899355.7548,,,9,122795.0156,362833.8947,712669.9741,493966.4579,486070.6805,4753.603543,4430.853791,297203.193,869246.6293,425672.7397,468660.9167,629071.7996,899355.7548,399152.4694,338822.1703,540718.0598,838965.1059,278903.5042,598701.1447,647001.2625,492904.4328,320909.4998,317299.5183,469867.5167,300988.94,323715.4437,218741.4935,4215.774598
17.901,930.84705,+,1836000.104,TG 56:3,TG,8,364424.3899,713865.5695,1396743.901,1447576.679,1403533.553,3252.592595,3054.094079,847533.9772,213960.9764,1627625.364,1836000.104,96156.73895,308798.293,342563.1995,1761164.253,371155.56,150695.1344,400956.6051,193878.9565,1346023.057,1565571.523,74807.73521,803921.1247,1463494.746,1420874.981,542705.8656,278337.487,2826.010049
17.908,952.83368,+,1460217.629,,,10,100378.2585,191337.9092,462391.7077,507937.7312,462613.4372,2785.256041,2615.278039,892343.3057,147564.8001,136144.7319,177981.1523,185167.4875,285926.5284,244505.2962,241414.062,396597.5636,354083.1288,440224.633,296151.293,101743.0458,76903.00126,101693.7346,1460217.629,203585.8513,202817.6328,1081321.966,775643.3836,2419.965407
17.919,909.7876,+,2911801.5,TG 54:2,TG,5,893054.0503,1234242.002,2060251.998,2911801.5,673566.0148,2359.861659,3014.637395,1837290.722,917037.6215,1517496.204,1320220.679,1530777.73,1812515.552,1371350.931,1810404.337,2533772.5,1257802.665,906346.7873,1333966.841,1186649.724,1608729.7,300953.3749,2910726.071,1403121.982,1473394.454,1156816.103,1866820.535,2108.284664
17.929,877.73096,+,165861.3992,,,2,13830.086,39222.68988,145774.2635,114201.1462,48542.18466,2839.992346,3180.142107,57329.04879,24286.49172,30428.0357,56599.79515,40573.93869,11418.60117,36785.89041,52094.03129,28438.97534,135800.2746,26535.19508,20837.58475,49962.50728,32018.32481,11937.89406,70094.08628,60171.93907,52447.05725,165861.3992,77126.16179,1500.669282
18.011,954.84827,+,881755.3974,TG 58:5,TG,8,66826.93057,134008.5484,344300.4508,346357.0035,666662.6139,3756.46125,3448.965696,475800.9873,74962.50787,363900.7872,503628.3723,73074.72183,110276.8504,77563.16166,881755.3974,231633.4297,79119.10525,170705.0925,116508.8016,326175.9554,261207.0499,40801.32472,658927.2421,616147.3488,372454.672,341511.8977,118325.5613,3217.731699
18.055,890.8175,+,2.59E+07,TG 53:2,TG,49,1460551.719,4676325.907,1.08E+07,1.01E+07,9629146.228,4641.771883,5985.490488,1.66E+07,4985125.206,2830336.011,3470494.519,4007255.285,7722735.617,4941083.638,4213637.203,9033675.906,6232013.115,1.23E+07,6998498.959,1327466.412,1349388.523,2869660.057,2.59E+07,3298778.255,5293215.082,2.03E+07,1.06E+07,3923.942778
18.058,1067.94458,+,459015.7588,,,20,22330.26196,91900.22762,191142.1907,218862.4444,226606.0174,3341.645093,3131.355603,65227.78342,393590.5395,146951.6765,179204.6377,365128.9708,242551.9511,459015.7588,230328.7307,229303.4646,300368.2241,308948.152,268246.6194,176662.1056,164742.9681,242605.3459,34082.21642,190599.9783,177039.8868,125276.4875,185999.1318,2869.059267
18.06,931.85217,+,2287221.405,,,7,179405.5136,576044.5192,1151091.321,1158463.79,1296669.299,4250.607739,3921.775875,1534614.068,632735.2415,578364.6065,383900.0969,321033.9061,922365.8443,486180.6529,463013.6924,1092949.632,839167.2786,1366439.542,780474.7515,280440.019,356155.0164,350005.3577,2287221.405,429914.5785,414662.3761,2219846.088,1415833.304,3593.270406
18.062,822.75397,+,925593.0259,,,2,70661.81406,166336.3156,274609.1537,343177.3315,422092.58,10146.74826,9361.784237,702681.1378,215841.2522,42046.11689,66416.58032,196927.6411,353178.942,220129.4718,84707.3962,425285.0373,165087.1127,378148.8103,202897.0858,39654.35452,37778.1677,41338.9148,925593.0259,81451.88396,86639.0679,633355.3458,264536.3599,8691.561375
18.062,834.79211,+,334482.9091,,,5,7327.924446,67761.35223,149275.8791,161814.4107,145490.5949,2362.203983,2256.360762,202373.3356,33458.386,74753.17622,36607.99222,15602.35386,121504.7047,75875.9922,186492.0926,111292.4098,60231.7931,142296.2708,66437.84044,7432.383096,26515.40627,42764.71682,148105.9152,5570.453689,56363.95112,334482.9091,83774.00518,2067.357904
18.065,864.80231,+,1.60E+07,TG 51:1,TG,49,921084.3764,2920923.755,6365241.241,6745761.188,6428342.29,3473.363009,7952.394124,1.11E+07,2871185.039,1615099.667,1992162.916,2178847.703,5319758.945,3000003.372,2255866.994,5823173.446,3718793.31,6445460.167,3312026.506,976977.5556,957656.0776,1556363.872,1.60E+07,2132943.434,2710240.847,1.34E+07,4644520.669,2727.513677
18.067,885.72784,+,430696.4982,,,19,117063.7226,236533.8505,261043.9259,293575.1819,251748.9534,2692.186976,3022.016877,276936.4996,230867.0661,143207.9534,167491.6726,198565.2902,276182.9384,206593.6041,171933.8523,242842.368,222343.6178,226535.7547,238429.4803,81960.30429,69684.08612,155247.4705,430696.4982,157934.9579,90681.93624,416657.891,266252.4196,2356.153009
18.078,838.78644,+,3913011.414,TG 49:0,TG,43,217572.3086,802324.1316,1629430.738,1679496.255,1643907.436,15408.36318,22320.10526,2996615.989,793962.8144,496683.8221,596177.2061,591941.2358,1330603.275,753566.2197,491256.497,1396641.868,874733.4563,1454917.89,698171.2948,300852.9262,313817.1568,353019.7781,3493762.999,624576.0537,428436.0566,3913011.414,937160.8068,11475.84989
18.086,941.82922,+,1145903.397,,,2,9950.214975,242344.8603,620209.4138,866891.9363,825055.5533,4408.36185,4130.94395,1145903.397,365873.6155,78271.05005,244413.8047,161930.6509,496600.6332,261438.3827,385614.3602,462352.9337,444076.052,770139.2818,405751.0797,111836.9309,156288.7154,217942.888,1135151.131,145313.1187,103377.3183,1078610.071,560457.0197,3784.917628
18.096,916.8313,+,3989473.539,TG 55:3,TG,27,518806.6192,979914.6149,1841090.093,1625342.882,1923597.943,5120.575027,4798.337602,3006330.344,847017.4348,907083.259,644042.2378,800014.0952,2230049.268,732457.1054,934699.3464,2490458.178,1101997.818,2044034.394,2026870.683,516309.3299,487933.7498,562233.9983,3989473.539,848537.1449,1049018.319,3352209.718,1363422.584,4396.407406
18.131,853.72528,+,1555226.036,,,4,305472.3465,512257.0265,962156.387,893001.4147,851773.7747,9192.835984,63729.21937,1434415.51,591510.3356,339710.0909,558678.7241,548810.4352,856343.4455,635924.2377,470081.2061,1112477.054,490087.0575,1263465.295,650476.2129,396680.743,264844.8004,377125.5245,1555226.036,529787.3456,473577.3812,1283152.558,827818.7879,7872.938283
18.141,905.75635,+,2524086.836,TG 54:4,TG,4,340676.3052,767999.2712,1625653.451,1322535.168,1604239.222,29014.38541,22543.0873,2243669.755,1096246.497,508694.8087,798586.0979,775153.8366,799860.0306,624910.3061,807302.5555,1433412.167,858450.0178,1470905.214,1058335.624,592395.6924,474834.03,274367.3605,2524086.836,645420.8364,374914.3268,1902565.573,1514060.476,7738.765375
18.142,879.73755,+,8223134.469,TG 16:0_18:2_18:1,TG,4,678122.0189,2622611.746,3772275.058,4164863.621,5284007.677,9167.036239,23951.0025,7680238.405,2067099.156,1026222.291,1595712.873,1625783.703,4580772.024,1273678.871,1396235.617,6116748.346,3131671.199,2992223.626,2269225.393,1092373.554,965996.9445,1600947.47,8223134.469,1237464.471,1330773.003,6001466.896,3338077.285,7850.842839
18.17,942.849,+,2108211.606,TG 57:4,TG,2,38411.03278,368580.6872,652126.4255,1289970.221,750838.5242,5395.591422,5153.831277,756548.7512,247516.7339,370512.5129,506875.3177,92623.0443,766217.2068,298520.1173,581563.8005,991280.8614,176738.239,1145336.542,156802.6306,291719.7258,261935.2927,170265.2363,2108211.606,413550.2948,358360.1033,1994882.911,241266.7704,4765.62
18.196,671.5744,+,2349210.352,,,4,116976.6174,271612.0869,948835.142,1125544.862,1317091.347,7194.360894,6865.454534,977333.1203,2349210.352,1788570.497,1103511.001,1355837.765,1065278.864,2000376.306,1768972.54,736923.8005,1338162.986,1462158.342,1115938.849,1279599.383,1461002.988,2128244.184,895963.7576,909384.8795,1054609.969,293997.7139,746570.8734,6221.014394
18.214,866.82959,+,75124.61743,,,2,16774.76673,31355.19524,41207.57528,36916.94579,36366.98819,2762.492193,2586.146608,13163.6984,16738.00229,13758.70598,71240.13582,19693.89517,38030.88438,24491.839,22751.73608,38585.48577,4023.840894,18390.47093,30631.64952,46265.87676,63549.27482,12657.74463,10453.7295,73106.1866,75124.61743,8138.631707,40472.82965,2464.270977
18.234,897.72076,+,493853.9847,,,3,121091.7799,218402.2055,159265.1426,283637.0297,212488.6901,5728.441552,5695.046947,319523.3417,278996.7927,75543.77191,64890.94079,197140.205,288647.4379,181009.2887,72805.98178,315699.5775,263105.8832,406837.9425,323471.0228,71391.08775,81686.35974,163812.951,493853.9847,137177.7674,133277.7766,460557.6358,412570.8143,3627.60295
18.245,928.83185,+,1080990.681,TG 56:4,TG,18,39059.20202,162591.2482,426599.947,424488.0561,420159.457,2786.759177,2747.56193,1078899.006,248659.4532,126713.8846,148246.672,117160.1509,347595.7068,314156.558,181613.7665,256866.2524,120178.3687,192359.348,344907.0503,120778.4553,100563.0046,56286.05863,924678.2231,248389.1956,376737.416,1080990.681,249202.0789,2495.474999
18.358,968.86438,+,394970.6099,TG 18:3_18:2_23:0,TG,8,10919.4546,50350.23197,35809.91898,119783.8556,28257.0629,3097.895557,3271.440323,110371.1308,14248.32867,197323.4256,303380.3275,14100.74076,19440.89027,16678.89281,394970.6099,42659.50911,28161.21216,32755.64938,15375.00062,166869.7199,129694.3222,9215.577361,51632.9551,323019.0672,109714.7517,119044.4896,27126.18515,2590.066665
18.398,991.7879,+,774256.1188,,,15,140777.8789,189678.95,497330.4817,516708.2675,405253.3303,4593.64033,4554.943405,677306.1947,181212.1898,124114.9763,181764.9316,230763.7756,429090.3586,332382.5013,194689.9733,488573.7751,174942.376,512014.0001,372267.2118,116778.5483,91157.75193,151098.2967,557750.9307,172460.8781,187364.3217,774256.1188,489184.8718,3606.242484
18.398,1081.95898,+,635180.971,,,11,18595.49951,84436.50517,233408.6485,230712.6975,219745.3208,3802.845254,3770.810004,43916.06931,439555.0115,122684.2462,122686.2586,455706.6284,262884.3191,635180.971,196972.8818,313176.1857,359231.4703,489406.3273,336684.3682,165411.1489,136679.6245,317035.1069,54098.88339,136647.5052,137062.7908,84706.33604,186038.6659,2985.427924
18.4,904.83295,+,1.07E+08,TG 54:2,TG,45,8834056.111,2.34E+07,4.93E+07,4.99E+07,5.02E+07,67521.78641,80157.49297,9.02E+07,2.42E+07,6743333.234,9035599.164,2.08E+07,4.04E+07,2.48E+07,1.06E+07,4.65E+07,2.74E+07,5.48E+07,3.16E+07,6380130.65,6551543.948,1.07E+07,1.07E+08,1.00E+07,1.23E+07,9.85E+07,4.52E+07,10158.90072
18.402,945.86005,+,8258349.621,,,24,1228872.198,3171229.519,6274129.403,4725393.549,5892953.18,5161.892051,5118.408162,5177581.44,3478469.353,1202975.547,1350857.826,2609860.246,4788586.419,3231921.873,1502349.279,5095007.897,3345781.246,5777099.534,3851589.279,851031.1159,1015274.527,1527555.668,7684417.849,1281985.795,1452501.214,8258349.621,5392165.274,4052.349134
18.404,974.91193,+,1118911.008,,,9,36494.04644,184341.819,486583.9694,454841.5328,426563.8957,3872.958799,3840.332912,899677.386,183946.4065,60111.11024,60723.87137,159258.3836,274648.4072,189245.9012,36587.25671,433650.8659,237639.2583,557592.8073,267671.6807,38972.92449,20115.43272,76200.32247,1118911.008,60524.41866,93487.51334,867457.32,449547.472,3040.470641
18.404,968.75586,+,210203.3078,,,2,27944.78101,82949.35093,204218.8167,67983.75825,165097.4527,2098.534289,2080.856191,59335.61055,83983.09262,27546.19099,21099.75324,96056.76974,155755.0443,94530.24884,15991.7192,159984.1219,113343.7897,161048.9299,111348.0517,13395.36096,30419.18184,45604.39674,144489.7652,34361.89554,46892.88738,210203.3078,165079.3243,1647.456693
18.406,965.77789,+,882583.2408,,,4,189492.029,457642.0169,624187.1558,615772.6177,636757.6977,3329.346459,3824.858947,816800.0427,321518.2279,94206.16305,223894.2637,345911.9498,498582.6248,428701.9953,238141.7792,657717.0577,470875.4784,651661.621,479565.2322,117121.6607,91701.58404,241624.2316,836158.5224,211125.4962,330161.8922,882583.2408,558318.9095,2613.707165
18.41,902.82239,+,9.51E+07,TG 54:3,TG,2,7329802.135,1.96E+07,4.06E+07,4.04E+07,4.03E+07,58121.52331,68847.95802,7.23E+07,2.01E+07,6849484.419,9083007.649,1.69E+07,3.35E+07,2.05E+07,1.04E+07,4.14E+07,2.46E+07,4.76E+07,2.75E+07,5546446.513,5606043.542,9564251.98,9.51E+07,8470948.801,6398392.439,8.18E+07,3.83E+07,13649.10542
18.412,956.86316,+,1481286.699,TG 58:4,TG,7,79882.39087,601728.8329,483967.5442,444514.4086,392021.2903,4006.867626,3973.113687,1203719.088,292888.824,134922.891,168477.3139,192675.744,470836.0897,344363.8383,102388.37,446249.3441,137041.2463,750057.4641,361826.2844,117257.2602,113164.8682,125855.1828,1481286.699,141195.4496,115743.1682,1081294.953,394377.9446,3145.595916
