i,RBG,FBG,all
l_461,317.1709549796144,-1245.4654735635634,113.4178877956273
l_462,-235.80890284227718,-1193.2869427232902,-415.79949827973434
l_463,1279.9787430398085,-114.65991344431015,1771.3947983934659
l_464,-810.3215979690598,3794.6389401409533,2031.3585146670425
l_465,1250.9132898681917,1110.1821466387114,3087.745237878406
l_466,523.1238289804473,-937.34475049425,-666.3054291853675
l_467,867.4819108109645,388.4647984874307,1503.2227212972946
l_468,-735.2362593758966,1105.5687684728534,1153.908313100896
l_469,-675.5460904184387,-704.4783322274263,-1923.7309930981753
l_470,641.1403114397343,-852.1326431496539,-381.3268771806103
l_471,-2559.0228528100906,1879.0231738732843,-1472.7148295635145
l_472,807.8437275672422,-1936.3628957577243,699.4780750175507
l_473,-37.305402148836485,3259.257989318951,2619.2999350822797
l_474,1296.6794696007225,1144.0426310649977,1688.5138312115334
l_475,1213.9965818723292,388.13430620243423,2857.6774520371364
l_476,775.606672030865,-508.5871358385567,986.6828261857828
l_477,292.80563347570944,792.4144514376145,628.4483320825002
l_478,397.5435827070766,-561.11552075185,285.3190808539434
l_479,1437.451298454873,-1389.5905767912893,-2091.910865122347
l_480,246.27392443101098,104.63643175770463,-856.8757711776524
l_481,1803.3519133565255,-42.413715542981706,783.360242431862
l_482,-455.40616390583966,782.153346665815,825.765615778286
l_483,2258.7650133040597,351.5146990317666,2284.04606052264
l_485,1633.7459343952723,762.1459534532016,1393.8430510225426
l_484,1496.8207461662118,-459.72042239837594,-121.42443788784536
l_486,1784.073430673367,873.1543366171622,2435.830765442889
l_487,856.1117603802097,2537.3912634979015,2226.150721081955
l_488,-781.1483493102731,-236.01878584256124,-1945.8001387057725
l_489,469.5244634476738,1239.0964239114824,1252.2468548670324
l_490,-857.8074864689843,1045.6803623174703,-1055.1227641272735
l_491,-443.775026462085,-1174.986088076209,-987.1356353449739
l_492,-1944.7863379444486,-2517.9319636233868,-4137.92603978433
l_493,-738.5689001843369,-674.0967609796481,-853.2986002021557
l_494,1787.8566733193807,821.2901111521065,546.2465785759113
l_495,200.96750017394854,-977.2753469877283,-155.714515029046
l_496,3516.0120904934383,651.9665636501563,1672.7657491471348
l_497,-634.7379996178801,-1281.38776934673,-1237.2367753112228
l_498,1076.561660613303,2635.593196793468,3007.926885772004
l_499,-1404.1701778108572,-993.3666204156721,-2153.7749276766976
l_500,679.5258627602861,-728.5621511866048,161.01482205608303
l_501,347.902800728794,2769.2617659956372,2788.7016306497558
l_502,-50.73925190345438,4645.743402956997,4211.911040113934
l_503,-325.12980785758117,-1355.7005781061061,-1855.1850228815913
l_504,-420.96432768280135,-60.51220341089363,-224.90150887614107
l_505,1908.2680564759653,-602.0706528830506,2049.8087279419005
l_506,1973.0499936387266,-257.0325378447454,2128.9288656704675
l_507,-278.19569338669004,-1513.3815917635193,-1133.1873228365066
l_508,674.3113619964936,-501.65703273421684,-323.4396590446982
l_509,504.08261398724295,-202.8993155068204,79.89540448677153
l_510,719.9407090422334,177.65281947374032,303.5961395430946
l_511,246.7562513124663,-255.91807275712162,-1281.2557684938445
l_512,32.300702838942044,-296.87743361220686,-1294.4389045043908
l_513,440.02803854332876,81.05648767989898,1095.942864690917
l_514,-156.1071673795613,-245.43701294030313,-341.5154704425326
l_515,-320.9288602222747,819.4775240056331,646.574949792804
l_516,664.3089635016232,-624.7975410201809,-251.97045053928386
l_517,747.6776524397714,-324.9435435832868,478.604502568668
l_518,846.6731981182951,74.21246542648694,907.6914959643151
l_519,237.87083838543103,771.3841759042168,-388.89067597691496
l_520,1106.244715760011,8.447366837208534,1097.6793457122074
l_521,-565.4038853850287,461.99086057896494,-130.84186660368516
l_522,2094.351403002343,2758.5961998774405,4220.102802468743
l_523,1389.6401929880053,120.44228734451416,861.2277309130685
l_524,-772.4509392177916,-696.3722917970645,-1099.4848921360292
l_525,229.1003931660775,669.2976174804647,801.4972437892965
l_526,1347.9410850040956,1111.2614261767012,2599.4616319804113
l_527,223.31920417522838,-625.683482964713,-261.42488442305495
l_528,676.3641105636647,175.66178817762727,906.8648392241063
l_529,493.589274017582,-483.54933205833123,-306.7882987203837
l_530,723.0040704972895,-164.52652590028845,714.6559734576593
l_531,962.234917922889,-557.4732620380254,362.8228914508559
l_532,3334.665008237115,2501.124225104448,3011.6555530848304
l_533,2532.828434810154,1185.5976663373983,1564.255074266145
l_534,2151.438363079052,424.2837519367142,1501.7261813190037
l_535,617.039657232057,-923.1790618169525,-855.0144316528808
l_536,492.16159797252476,-1078.67191194134,-694.4152977907077
l_537,284.5284008755273,1001.0370776578493,70.55132449020346
l_538,53.81721636940247,-1495.8579471706796,-1290.3097658593958
l_539,-528.8260454437238,603.9259070034067,-783.4693721397048
l_540,-665.2550440433218,-1606.3164237005674,-1923.3226950785386
l_542,1832.2116085788282,-834.3518316567523,-135.29628616866626
l_541,15.119933753606844,-1181.140091174033,-1233.2376893236062
l_543,-193.46280399680347,-1124.2176302970497,-686.4136671454064
l_544,-2306.487375059481,-658.148062189922,-1837.8928739434152
l_545,-382.7878973441187,-1572.0970695687608,-2331.746768477889
l_546,-518.6765027094616,-472.75146863937937,-842.7875667336887
l_547,316.1187992492284,-182.56705218514398,311.9783597093686
l_548,1006.6574483136409,-666.2759460759045,2.7886024517568266
l_549,266.54178372782735,-1010.2746308194178,80.44626835398054
l_550,854.2672266415539,-932.0587445277876,147.6390785130621
l_551,269.7281956286177,-507.1901202223477,-861.2397104248191
l_552,1153.038151706767,-745.6734366462441,460.87263051356
l_553,321.3500120463455,2433.338032237641,2368.186536932185
l_554,-376.4492367951677,-1014.2726286600928,-1367.4400040435955
l_555,-139.1055495613962,-150.8407447749073,56.00117560183541
l_556,-7.166587759698649,-864.3508325088928,16.838774331652836
l_557,89.08469137406817,185.9877324707075,-243.9861978938801
l_558,-690.1042714989518,1753.0412269494254,192.08020623836464
l_559,-487.07959734785334,1227.4206580720233,1580.998347518455
l_560,444.69157706008394,1936.3306541466802,1922.910111626159
l_561,1519.3303369567648,795.6326490102689,1475.1227882574494
l_562,1675.2029692297622,-1198.7275179667445,285.3031855922802
l_563,-82.94348146547648,-1747.2097016548832,-1269.245839913325
l_564,1832.231405205705,1885.2062522387453,2055.6455370476374
l_565,-712.6811623520857,-798.6598049181733,-1529.8157341682133
l_566,1399.239883051404,3597.2550317412106,2878.2352144675133
l_567,-468.0845342937219,2016.8362591314751,442.30266067775875
l_568,-1.2478835403501796,-961.4700544243068,-647.7489132376239
l_569,1008.3437986341222,948.0336550038626,865.1994267967905
l_570,1653.8057754546362,1989.9435270806023,942.8355646609359
l_571,1375.4010044835143,1953.4247425568292,1028.2686859128173
l_572,3184.891834404316,3640.7254304340368,5378.6387044424555
l_573,1025.4512038264147,1973.0047026734362,2035.812374180994
l_574,209.13164100553496,3608.4236568044744,2923.326055255556
l_575,-484.61664515200965,-1269.9750109605077,-1837.9391771924377
l_576,712.8257828684838,-433.43606068035484,395.27254039297185
l_577,-638.7784743813606,-281.1120148774299,-884.5563017837368
l_578,1035.727837072166,-235.30979301290031,1100.4974218341652
l_579,421.54078841345193,-314.680943934099,356.19775106527464
l_580,-89.42560714374166,-649.1468875167003,215.65375954672913
l_581,-295.4141320424259,-809.7232200535199,32.39383954670839
l_582,-356.94711550201157,-2727.633824689972,-2165.180638810192
l_583,-85.68845547991536,-421.24327839160355,134.5198324390756
l_584,261.04310596093876,-690.5925671532999,170.06509351315583
l_585,-127.61677078983193,-1196.4169795492794,-514.4716045845724
l_586,-1304.1229447495266,-92.12469849478569,-1397.7950423312134
l_587,799.7627929521747,152.76686095209593,-203.78760738715772
l_588,1257.3460137633024,-544.6367304982033,-57.21954542339647
l_589,2089.873460242187,403.40572579792587,849.3265825964208
l_590,897.3194316217667,864.3390856076317,-103.02190240569304
l_592,1808.1284361131418,-134.1707178138815,1075.5758368941529
l_591,1121.085936732258,1951.9982007752458,1913.0371761912697
l_593,134.85038752470112,-1013.6305002336202,-1698.1240803064065
l_594,-2649.3895045281693,-971.7636177339195,-4057.7967987509087
l_595,1306.6904641540623,1188.7648098769828,1564.7092076665247
l_596,1264.69001646828,1396.8661813634899,1510.9748178749137
l_597,1223.7892711283173,1829.394286115818,1647.7100433758671
l_598,-767.3731157834267,1911.851135767181,-142.32498364659887
l_599,832.4941395437662,770.3283219034644,719.0199585415662
l_600,779.5156272228185,751.0821386162963,90.5965580740333
l_601,249.22207693033704,-238.41708939404748,-890.8958592690982
l_602,1996.6879306161482,2163.38818118812,3238.8016610151353
l_603,1259.2779013160186,620.0952619619699,1735.0530184472643
l_604,-691.4482846554788,-1241.0713927218865,-797.9519206747603
l_605,-589.3117183062398,-1635.4175284317814,-1941.54735587064
l_606,8.630250854600074,-1830.6052564800896,-1563.6795894739253
l_607,-787.6108192349437,1888.8666352731716,67.85873390168355
l_608,1693.4190174575997,254.04533723607685,1225.417300967008
l_609,1617.5157268915148,407.09543780463395,1583.303409785711
l_610,-2387.5902452413443,-1618.541432487908,-2876.700404710727
l_611,619.4900383939731,-690.4606902062594,-520.5645543577011
l_612,-311.7346132630498,1237.3093631710594,286.12822036514086
l_614,200.05185097780236,1704.4971759138775,271.6073545381256
l_613,1119.277278051276,1273.2155719710686,1053.7879986997993
l_615,697.9060912324957,2359.6525669459843,1408.4332715260641
l_616,-407.9898906284878,-716.4682946822016,-1084.703219257373
l_618,-127.81146188375811,1557.8679541582571,1160.1858499989135
l_617,-54.073639551625995,114.3937453840731,-804.9479987239632
l_619,978.1594950955978,1185.3183853284847,1800.2921513979936
l_620,2084.439212364929,395.5915300479084,2944.4509941309652
l_621,134.25456026031353,1210.5704736880089,876.936799745122
l_622,-113.90609045768785,1541.1539285316142,558.1159179825191
l_623,446.9457158272035,803.2353664499402,752.2990642382802
l_624,1528.0495770377133,2016.7952860883795,2925.2025414912505
l_625,-1441.4139619241175,-254.46453356147197,-1482.4184199578685
l_626,494.9023554320774,-191.48735758456615,268.20246865562166
l_627,375.2524457468957,-948.2361729186944,-889.1350051553799
l_628,-154.94761769404238,597.395469547799,415.751887552718
l_632,1071.0757440516672,56.24819680965132,591.7512283773539
l_630,931.9245091244737,1315.1091125471928,1747.196031072482
l_629,1047.4539868934162,1176.4314849771451,1779.1254158805937
l_631,1050.3297753509366,156.601921569921,555.0260481726594
l_633,1036.5248487772842,504.12822340347833,1272.914091559545
l_634,1300.6825655253865,-449.6318883081719,378.8839611053561
l_635,-141.46272158792186,-1631.5447188018318,-1978.6538239700546
l_636,1625.5211216428402,-721.7536589513784,-90.11977128836168
l_637,375.5929137029923,-808.9107907209301,-531.2009125945523
l_638,2216.1607430489703,-734.9606472576567,1061.8281408171983
l_639,1772.424285555533,-1257.6408897964357,-198.8396749284099
l_640,-31.002200742443538,987.7386217140139,410.27408185152984
l_641,162.73561081605243,558.4883919294228,125.25744835770737
l_642,1183.0632299633633,-390.8210034194069,135.17585976789562
l_643,2163.155550857758,140.61633165600279,2302.0495175247092
l_644,1728.9168082304543,-378.7153120704783,1565.054856057606
l_645,-749.0503725799044,-532.6229470895094,-2166.2532313373918
l_646,369.8379292685182,-1178.077350610783,-1319.1204682089103
l_647,1198.1613731484629,-955.0756653908953,-220.84981174511637
l_648,1328.7751036483369,582.7070620824521,842.0584900419991
l_649,1333.2078316084194,497.6281508402487,698.4212907195557
l_650,2825.348740179111,733.554637916646,2469.7698554502635
l_651,1686.7555470315701,1070.1541478995498,2433.977449759298
l_652,858.0627982135627,1877.1313018854999,1992.82196064264
l_653,1956.9556515238405,424.76989398499154,1633.0032424776086
l_654,1701.2099090778274,819.2764097335835,1359.9285327853138
l_655,60.47340007628658,486.55192549398646,-182.97421421234304
l_656,377.47646616238524,1002.9198868696415,534.1430149783548
l_657,1792.8064613253953,1051.8741517206004,1109.1523130563758
l_658,200.8655065367404,-939.5696942158676,-231.50246600099226
l_659,1668.5714165411946,3987.706076328794,4899.489225053072
l_660,1385.4941061310287,485.3712614616807,2428.987494827263
l_661,1842.340772119818,-299.3285028903021,2184.7425669815275
l_662,571.8898015348691,433.6673074302267,1339.5385405267943
l_663,533.1209889959941,698.0032045391931,593.5769765872371
l_664,437.1499269453429,-881.0668291871311,-1187.7873083577776
l_665,1010.3152853901896,563.9056228706902,1443.9269829229902
l_666,963.958500646731,-1675.7215722437024,-1319.9445600358054
l_667,2626.271226191493,1904.9069650732781,3384.096014909362
l_668,2464.676224461506,1867.3843684989909,2974.9312989637488
l_669,2772.6934186393532,1580.9503444956124,2440.649069194513
l_670,2119.642264124064,1616.5876075215408,2035.3096651611856
l_671,2185.576278830796,308.54911003877424,1712.170074610165
l_672,28.29465594227323,628.7341227033311,35.9393443874688
l_673,59.653133811331124,573.4714223367808,-49.228729065113725
l_674,1982.2456167466228,576.786343449469,603.7049087421296
l_675,1252.1182881681073,512.4718416932508,130.16605760160522
l_676,2009.8341204706655,263.78276321345135,1553.0688255963435
l_677,1403.7550090511393,273.0776180004824,1142.2889719038292
l_678,1332.6823657270816,1276.382296777976,1401.5908707607516
l_679,2573.1494822468103,1480.4435620342845,2990.6889529171276
l_680,1120.4841669287425,-292.1983088935611,-38.07912128065095
l_681,970.1316043583956,101.53693013245768,370.2477212136295
l_682,1254.8418247147988,1017.6874272149921,1511.9200993483355
l_683,1743.7153940373444,1690.8661735378303,1353.287325188929
l_684,-276.6408857015295,-1444.9060815109815,-2649.3096771433384
l_685,1417.0275386497362,-257.62555343076286,433.95073379499956
l_686,-1293.0274056098522,-2931.0845999678536,-2435.3210056032062
l_687,-356.6123793461746,706.4539800078196,850.7631348968839
l_688,-580.4193194557496,-2331.6147109175795,-2449.7562030554855
l_689,787.0862982018831,576.763678459889,993.0699087876505
l_690,695.915336608143,-277.0665851981612,-445.68427229120806
l_691,-79.58588941697343,-2371.521913017477,-3297.221538613204
l_692,693.8464761128063,-1220.6294417404754,-1270.3384699206356
l_693,431.2384753184185,440.65399235973706,110.66880213915354
l_694,1465.3656905466032,163.15803746669906,2236.957358205896
l_695,1894.0018771207476,489.1015625907044,1061.2139338403244
l_696,1691.6778176246207,592.7740518263872,853.9819910058104
l_697,1774.0604677649185,1030.349861275652,1417.192710757031
l_698,2103.7358618087796,1571.3556350736262,2578.5620912876475
l_699,531.453515082097,481.99217512115825,64.72716649762438
l_700,732.9439183507765,455.5718666048611,901.5580167462055
l_701,-123.08561636231143,408.83431242967265,-734.2800311815337
l_702,201.28936365931426,648.1636274259271,-171.5684553135193
l_703,65.77619855563086,141.44661746260226,324.55377265842066
l_704,-39.417525941863275,-1737.5062267541155,-2672.176409386864
l_706,2298.642719662955,1023.0731539251266,1671.2605686497345
l_705,2264.4115835345424,1000.3095756848378,1728.045262649831
l_707,2193.8739062731283,1122.9657705600464,1686.9979050207335
l_708,2018.4570580867653,323.1680289585541,776.179689521233
l_709,1246.3947536881642,575.154853906122,1335.36876167252
l_710,1983.4718341830658,1673.2193875476455,2274.9336284170913
l_711,1439.1654191297232,751.1312823321672,1592.5218438745987
l_712,-91.70318515066295,-112.43549232614397,121.22639941522644
l_713,282.9826313707012,-2305.3578110380276,-2071.4848797984914
l_714,20.764591040207225,895.5655414457141,308.15367881840746
l_715,2032.3187682315058,-1002.0665560832678,604.3531253625056
l_716,652.810051684952,587.7401930462089,487.1524084213895
l_717,2196.3225961471967,1051.4091947582294,2557.330917407053
l_718,-423.9975486152473,-471.8412862111871,571.2355957435653
l_719,355.6721643015804,-45.82779481129494,146.0974105399025
l_720,1420.3343801252586,1401.068552655378,1486.4635569911202
l_721,2092.0859455470004,1106.8282758717733,2207.803295842569
l_722,1789.4314662726233,1226.2125434394536,2127.9162451894676
l_723,990.9920093061174,653.6994124102671,1338.9660294359305
l_725,-1013.292148246938,-2355.9153427451856,-3370.790141725793
l_724,-555.809430409303,-887.4474069894578,-1522.4980363231869
l_726,1718.8911228544641,1777.5180941836718,1982.210960652884
l_727,944.8089945138298,3120.1575833991565,2707.0262659931673
l_728,-284.34627752488063,-97.30313974885223,96.15980876876628
l_729,-365.1691019493367,148.0886088655267,-1185.4411259131916
l_730,-208.5850634496525,398.0537251730843,-934.1714878700562
l_731,1551.1282372423698,660.3488842308401,991.2531696030013
l_732,783.9766307680659,429.3996035603855,-71.55431313777262
l_733,1577.001018778968,755.7606463733675,1139.7431352812036
l_734,1038.2210133043743,931.638478204082,986.1707147365433
l_735,1043.7341394308544,864.7705197076752,688.785639813942
l_736,1098.4718241426465,406.8978941858277,-12.031895873538808
l_737,367.6701110598754,321.8802172770405,26.09071540945717
l_738,-1446.6200478673702,-635.4325808311761,-964.6754574774294
l_739,-900.6851870469415,-323.5581208450985,-910.1350485178391
l_740,-697.0753626755109,406.3969837272705,290.5794409100371
l_741,931.1728365028943,489.44591873723425,895.4537879316371
l_742,1136.9928328293415,2039.9880665114624,2797.674977178737
l_743,1589.2077413521167,1292.077015965014,2218.635010563965
l_744,1789.3012625954445,621.2280568308628,2566.9386185537255
l_745,378.602294112233,968.3484754421182,1271.997231856951
l_746,327.97888451152664,-1926.6602442179296,-2631.2203449911362
l_747,2376.6809118895394,1332.437064997946,2049.6632710645977
l_748,2157.5177851922763,839.8403344288824,1325.2541398071585
l_749,2491.6844228506184,757.2496921788869,1527.2123923496524
l_750,369.97745821729023,10.27825791784682,155.18534557753566
l_751,1233.3719932802037,1301.7895837566607,1449.959858021106
l_752,1433.6954626190197,1152.9402196305343,1497.6306296241203
l_753,797.8966781940352,-165.4768398126194,217.95551605245151
l_754,-626.0799072378811,-729.5390462040316,-1304.1074227912677
l_755,292.27223716752485,-278.93942906017406,893.5867528051564
l_756,1083.1498270350953,608.0158912397833,1013.87929518599
l_757,1512.496564395796,834.5383607974677,1412.9672979446914
l_758,1868.4194600625742,2530.442309377222,3790.8612330206133
l_759,384.40298117513294,1151.606428487686,849.8495218622141
l_760,-72.44320281591084,479.62874409712515,448.3028437545752
l_761,764.7347497082988,437.70814635465626,1605.04553906435
l_762,1274.272800591962,1287.0004218270662,1996.056148212832
l_763,84.75228483861322,-1303.6265197508865,-815.1355044695044
l_764,1481.8180388058931,1435.8971310047682,1512.3624514993976
l_765,-1584.4210812346419,-428.49827025738426,-3010.90420972156
l_766,-1194.6372788537753,-1209.8882715237648,-3351.75848445308
l_767,1505.7997546146628,1134.2181755409047,1874.1823865318079
l_768,-533.3657792728787,-1837.4701875482601,-1478.5135736092172
l_769,355.1701764901388,1346.3982344565359,1671.5357387943263
l_770,881.9782010240635,429.9710280033564,931.8490578339874
l_771,248.43292910880461,427.9369486354284,-65.83884874182272
l_772,695.8912486876612,-109.69856884613787,189.9357862414307
l_773,94.3544094145934,-91.55740157231449,-344.1942867174927
l_775,391.33491733035555,387.29378236402084,63.922507436254975
l_774,159.26347002476527,-299.82161230348675,-723.6273797376117
l_776,-715.1554147235081,-1544.0135613245448,-2661.205878926363
l_777,-1120.576502964945,-1336.4481138650237,-2049.6137065395683
l_778,-2491.4807222065015,-1140.3876406123218,-2872.8858805093755
l_779,-1592.1318777034567,-766.0466853376566,-2069.190427409966
l_780,-745.1634109517602,-493.7792504422839,-1043.3848238556086
l_781,-630.840590248025,602.1825114346818,566.504186037476
l_782,1489.3686595933857,1050.0848594249592,2025.9826975186777
l_783,-194.1156986314278,1149.6189918034404,1619.739600698241
l_784,819.6614691863022,1397.9698937330277,1516.918353834188
l_785,555.8884539223493,905.1785957866107,761.1598092818826
l_786,871.3472104021739,1187.2892574995915,1384.181220142457
l_787,812.6405203219505,570.7696958268131,566.8743031182603
l_788,808.2557556627727,1083.8599469315425,1318.4251820287218
l_789,276.56754315288634,657.554856134229,-286.249857053167
l_790,1764.7615222089596,1888.7635202022368,2323.112216465245
l_791,1149.8168509999434,711.0755341467251,1062.0825487466884
l_792,142.78539773569025,-14.95743161756401,295.61599338065963
l_793,-108.89650870854207,-336.39092784293274,-990.918584619707
l_794,-14.878775701101244,450.9991199256087,-307.48586821863785
l_795,234.38837294262868,-386.51956152370883,570.1852733876475
l_796,1537.6210150068669,1354.0539030538187,1520.7274564792442
l_797,1646.0539457329705,-624.6903648705526,168.78951186765215
l_798,1545.1107112178072,-426.2949922441245,355.1592266160606
l_799,-139.43905100454876,-1139.8467374440334,-867.0330507230382
l_800,-868.3463691285615,-691.8238276362029,-1277.5331666556597
l_801,-218.32662779414383,-1010.2135513471007,-1511.480260113277
l_802,-178.91599920214608,324.6517105754868,472.7317421453282
l_803,56.97191783111339,-134.8080726166402,612.3143628242825
l_804,-1976.2537638574063,1219.768704468692,-1383.85763362852
l_805,184.65023641974994,-472.3900628730176,-746.9168221086138
l_806,1025.9015518889496,-75.14357081316717,1275.7101211574889
l_807,817.0914429434612,1644.6796382050793,1862.8960348076635
l_808,881.6996173913437,1036.369346978246,1737.4150857599527
l_809,248.68237654453867,402.44648093278226,181.76506972418963
l_810,1130.2435641274212,1270.3237853450066,1432.8797902110452
l_811,1175.5981536947252,355.8551024006214,1726.3076567890605
l_812,1141.1938510756352,144.21158438231285,1057.710922408505
l_813,254.65051833450354,1632.1143842423653,991.1625440302498
l_814,-1044.6608029039712,977.2523849883738,-325.3949453522978
l_815,85.66447156280208,1213.0629718390867,390.4850636446223
l_816,259.1103398812559,-202.50087692300335,125.78881195667397
l_817,-660.9862500484727,-132.21100666270144,-166.70695592642818
l_818,-229.6445569418184,-799.3994568797095,-1095.2880544207785
l_819,835.2407074454534,-627.1301985268092,161.19356026861823
l_820,318.94618049589076,340.0691481980719,875.1279231933753
l_821,1603.1715132042564,1700.3856195365872,2210.17643466487
l_822,1690.706100287824,2725.0091742856425,2981.768834777256
l_823,2053.863890985112,1813.477257353509,2407.792618326316
l_824,-734.5920358041081,-1859.1073280103392,-2224.289907707174
l_825,281.6891399744391,-748.028670136999,-878.68889694696
l_826,-1142.6053090859423,-1144.1291883574952,-1476.5902138948443
l_827,-1734.0776840338567,-2418.4304034493725,-4073.585082269541
l_828,-921.8185379169131,-969.1288270107617,-1138.9001061727715
l_829,-976.7560393063338,-1564.6814308700978,-2316.657806477263
l_830,-2566.861761861621,-1407.8935921532932,-2345.599004855799
l_831,-229.7021348892745,275.75377004015326,996.4183534943188
l_832,-252.77469828473102,304.75112980122594,804.997936791856
l_833,-516.7310690926894,-350.9952307313794,-72.74652364011992
l_834,-616.5285203614023,576.6638941623326,-168.53504863158958
l_835,-514.7378832138298,277.0212546228871,-410.73092288054414
l_836,-0.6301280698331095,285.6424364297745,635.8694572829744
l_837,-1974.2809040213315,-534.6540523955109,-955.1910386392661
l_838,-1105.9349492930207,-647.8230765416228,-1199.1290328474597
l_839,-1107.6072297152934,-631.8283894706561,-944.6796460659556
l_840,639.8407490597917,-408.20164446871524,726.164646082926
l_841,-52.174089548685146,931.1535922248511,1067.8981562495462
l_842,-828.7407650185102,-1450.7018743021624,-2017.2033323140436
l_843,-187.65452455853145,539.507115351481,-140.3060993627349
l_844,0.04756900155457133,220.9586933069296,96.63041798150972
l_845,704.1262871915405,311.7763867802656,386.659069131679
l_846,579.2684564049683,401.8740331050137,1144.462468030149
l_847,1804.4906865673136,586.958288453518,958.1873915495742
l_848,645.5515203587146,-723.8210311618105,-698.7838459386594
l_849,895.1409727466613,1786.2301841659712,2177.306677590307
l_850,-101.63934439344197,150.4611027126216,-77.30605565330355
l_851,1188.9739983581899,-423.36732724775607,278.29478555208095
l_852,1694.8778588408436,788.3363623446646,1375.7751785385988
l_854,1696.0528753629426,2406.6833978128425,2587.999710062957
l_853,1554.8741589806448,2205.6198477626226,2134.734279984864
l_855,-1493.4083926983644,435.9787155581699,-270.35947479817565
l_856,-3236.1221636882083,-1914.9371781696307,-4616.124887268188
l_857,-1119.654483534489,-1636.6801579501587,-2707.802750928819
l_858,1292.2563321856255,2476.7406533075327,3754.370848051876
l_859,-714.5177379079566,-440.8185118849033,-655.6704113371467
l_860,-363.04523312663673,-15.678214109200367,-390.78295974680566
l_861,-502.94901760975387,-257.45569952985153,-288.6173167880689
l_862,1100.2760536186127,-486.4201694364152,481.99957456557405
l_863,-227.9071386776391,180.3542399660587,-84.47726943644024
l_864,156.2038674808062,410.6329756482084,444.3268920578511
l_865,-846.7897280104416,468.7926435033634,-150.94772229533373
l_866,732.123850292455,950.6622019981012,1637.783449174494
l_867,807.4428829120292,737.984415633424,1337.7788413926785
l_868,608.9352445271838,546.1408750949008,-321.32423578327064
l_869,-287.72756617131654,2735.5930383856353,2183.1817845594255
l_870,527.564442119648,421.3662194921273,1018.3186431931441
l_871,231.43676342174854,1169.5334388235585,1110.139422884071
l_873,-483.46299195057736,269.6651445675399,-588.4113852611897
l_872,-193.6468006513647,52.52975699851543,847.4640566758856
l_874,2854.296888223806,4213.306013863373,4517.549319053712
l_875,-1096.8967025578188,-1839.752494280681,-3209.9433778396947
l_876,-2052.530613938941,-3234.6186824780193,-5100.646601913933
l_877,-746.3970941388354,-1634.112926808738,-2063.806292114174
l_878,-462.3749867530125,-595.7645361036565,-612.9256641011043
l_879,-1069.0020512377932,13.487901729882019,135.29190231704274
l_880,687.8606953139538,-486.3219659378754,-452.9240824126706
l_881,-3499.6050807516917,-3826.806297165023,-5953.281792541302
l_882,-1446.7383433518075,-1063.277508059162,-3201.3227263545928
l_883,-2059.4713875388575,74.95998839607374,-950.0580665538303
l_884,-840.5932329839667,161.63511677881525,-125.355572074604
l_885,-587.8245960200253,93.97294818345786,-313.8211550017595
l_886,-462.82771327839396,-457.35257928716106,-328.8748324865773
l_887,-534.3053637847634,-241.14839988359776,-380.16515550814677
l_888,-403.9452772784877,884.730062179825,71.89724583910866
l_889,688.3356655987754,1016.8257138427198,1485.8844321607412
l_890,731.1383607930264,1347.0797279475719,1526.1230298972312
l_891,384.1713421567197,531.5970753395632,648.4405418804286
l_892,360.3646819077903,216.96040480858161,426.43469776134265
l_893,461.5278210477837,765.3952293231762,1402.4953663588344
l_894,219.30897637238024,1283.8425630360866,1365.4515345177288
l_895,2528.107047641371,680.2746937945756,2731.760149816658
l_896,616.9726959450688,712.4800801952241,116.50535718519806
l_897,947.1418156469789,1019.7243801362242,1892.1594517210935
l_898,-2007.8605300017575,1096.5800723748637,105.84842907934946
l_899,1618.2905584317145,2133.7477160000667,2998.552058805502
l_900,-1166.8123183958407,511.22361475886214,-581.2385796130266
l_901,-767.3283980329634,361.96271617027105,-465.151148495225
l_902,2054.5038522357677,4403.772163120858,4586.286713756775
l_903,641.9556984121394,1317.7678050369223,2584.1147729728395
l_904,-236.73881294087852,-649.5520733635299,-1091.2607130146764
l_905,-529.132806840925,1334.7455364231935,1506.604412454793
l_906,-923.2161064772833,-93.22997828260662,-599.9990572841447
l_907,563.7275226138236,374.93372673962136,-31.535935305597086
l_908,-56.25568222816248,885.0515712421646,1819.057359238671
l_909,-974.5634517477257,-589.9086422960745,-1215.6189327756083
l_910,-481.78306726824763,-518.909002658822,-726.4102959155547
l_911,-800.0854560394683,-1698.247657841435,-2120.0127522415773
l_912,-1308.2888870865986,-2016.3976691234295,-1027.1903369512827
l_913,2856.8419270226323,3045.481623571872,4619.932682379784
l_914,2104.413460826052,2532.209249086746,3226.008350717871
l_915,-957.6245902542283,461.69319741264525,-932.1525061774378
l_916,-2262.648028325143,-2947.38496303255,-3571.41145777248
l_917,897.0618635323954,1015.5896373427867,1538.1377412977556
l_918,134.99325192262515,1601.0371987410376,1359.389669290414
l_919,412.6591239159045,1707.8366322592335,1526.2420842777735
l_920,768.3834601058927,-334.81603553821145,-560.9304966340311
l_921,589.5873578087853,1270.3189256691724,1235.0782605453608
l_922,-407.3097551991879,1639.555900830866,902.537344533265
l_923,653.9726602171999,1300.5539749379593,1647.9205425739071
l_924,675.9960590531335,886.8308970894677,2462.0189302661647
l_925,-3747.8833188359963,-2007.9786633623341,-4418.023460988377
l_926,-1646.242412400243,-652.7568242332026,-913.2515544903422
