i,unique_id,ID,m/z,RT,molec_class,Type,polarity,lc_type,superclass,1091_8_FBG,1091_10_FBG,1093_8_FBG,1093_9_FBG,1093_10_FBG,1060_8_FBG,1060_9_FBG,1060_10_FBG,1062_8_FBG,1062_9_FBG,1062_10_FBG,1074_8_FBG,1074_9_FBG,1074_10_FBG,1092_8_FBG,1092_9_FBG,1092_10_FBG,1102_8_FBG,1102_9_FBG,1102_10_FBG,1076_8_FBG,1076_9_FBG,1076_10_FBG,1082_8_FBG,1082_9_FBG,1082_10_FBG,1101_8_FBG,1101_9_FBG,1101_10_FBG,1091_8_RBG,1091_9_RBG,1091_10_RBG,1093_8_RBG,1093_9_RBG,1093_10_RBG,1060_8_RBG,1060_9_RBG,1060_10_RBG,1062_8_RBG,1062_9_RBG,1062_10_RBG,1074_8_RBG,1074_9_RBG,1074_10_RBG,1092_8_RBG,1092_9_RBG,1092_10_RBG,1102_8_RBG,1102_9_RBG,1102_10_RBG,1076_8_RBG,1076_9_RBG,1076_10_RBG,1082_8_RBG,1082_9_RBG,1082_10_RBG,1101_8_RBG,1101_9_RBG,1101_10_RBG,mean_sampling_log2fc,qval_sampling,qval_ogtt,qval_sampling:ogtt,pval_sampling,pval_ogtt,pval_sampling:ogtt,model_param_Intercept,model_param_sampling[T.RBG],model_param_ogtt,model_param_sampling[T.RBG]:ogtt,qval_fed,qval_fasted,pval_fed,coef_fed,intercept_fed,pval_fasted,coef_fasted,intercept_fasted,signif_interaction,signif_sampling,fasted_mean,fed_mean,Log2 Fold Change,Fed - Fasted slope,signif_interact,log_qval_sampling,log_qval_ogtt,log_qval_sampling:ogtt,is_id,lipid_class,extra_lipid_label,fa_carbons,fa_unsat,fa_carbon:unsat,pval_asterisks
m_213,Unidentified_12.78_312.8971,Unidentified,312.89711,12.78,Unidentified,metabolite,-,HILIC,Unidentified,14701170.340000015,13145687.360000027,12661844.600000007,11764244.399999987,10092480.779999988,6780591.846000001,9166874.879999992,9507443.509000001,8857281.928000007,9658842.90999997,8245725.7020000005,10116731.899999978,9999288.894999988,9949541.742000014,11066731.469999995,10844325.740000011,10819129.820000011,9493046.583999969,10956641.209999995,11300929.18000001,8821015.69800001,5728650.435000006,7888123.857000005,7505185.4489999935,8142664.315000006,8066575.490999978,8875552.418999994,10674824.519999996,9602315.025000004,11265500.540000018,13456582.679999987,11348060.149999991,9366172.061000016,11510556.969999995,11313150.12999999,7715984.72899999,5634039.5510000065,9608281.290000003,7169964.860000014,10107158.520000009,6437940.825000006,8191790.751999974,9569804.914000005,7118362.513000011,7809664.749000003,9099619.479999997,7819049.711999975,12796274.20000001,11131910.699999984,12303239.01000002,8203610.343999993,7107409.332999999,7277011.121000002,8193054.066999992,8036762.5840000035,6459260.716000022,11385113.680000009,11441498.079999998,9510668.420999993,-0.0896123017377874,0.2326237039447465,2.765325407847881e-05,0.3207655596921983,0.1844149590534292,3.257941928337461e-06,0.1743835477105918,23.946672460157608,-0.4083664170590859,-1.7306095510205688e-05,7.186898822030424e-06,0.0548783746733921,0.0001785042964564,0.0266796924423517,-1.011919673663383e-05,23.53830604309777,1.0135091353101165e-06,-1.730609543285865e-05,23.94667246015729,False,False,23.19873285364472,23.109120551906926,-0.089612301737791,7.186898696224821e-06,False,0.6333460335117422,4.558253756034747,0.4938122676901715,False,,,,,,ns
m_214,Unidentified_9.025_215.0641,Unidentified,215.0641,9.025,Unidentified,metabolite,-,HILIC,Unidentified,5666616.936999993,4892178.296,3997633.408000002,3335827.426000001,4050284.4800000004,2137742.2520000013,4382778.375000003,4564844.475000002,4797716.7930000005,5345184.487000002,993391.9049999971,8706401.135,6489783.5670000035,3319096.2140000095,2480080.042000001,3487826.9530000086,5860822.000999996,4375927.306999995,3590254.0329999994,5004876.244000006,4425740.853999998,534839.0790000004,2748589.2700000023,3714105.386999998,7202273.078999993,4921438.060000002,1517812.9289999986,4050771.340000003,4180534.751999997,9056272.493999982,10562293.570000013,4778080.901,5729985.771999994,4857024.288999999,5942118.777999994,5638645.196000004,3438544.706000002,6407856.223000004,10128034.669999998,18035401.120000005,6560953.715000001,7199323.334999999,4502391.611999994,5922859.122999987,5707237.9810000025,9593782.289,1587776.327999997,10338087.540000007,9973411.531999983,13192849.310000008,15102654.460000006,13053187.20000001,8862873.77700001,11524196.570000011,7407964.169999973,8404655.04899999,8103715.518999996,15242401.959999993,6119625.405999998,1.0396057468845008,4.503756114476014e-06,0.8532419410753533,0.052638064129906,1.831548796021828e-06,0.7969243395707345,0.0133743271529498,22.62035406181788,-0.6293469301875843,-1.866946601747191e-05,3.8995558243781335e-05,0.0794297144757212,0.3347448187436812,0.0411026601749775,2.032609218084659e-05,21.99100713162915,0.1337553817975106,-1.8669465944953116e-05,22.6203540618174,False,True,21.81349193241091,22.8530976792954,1.0396057468844937,3.89955581257997e-05,False,5.346425135253746,0.0689278049690805,1.2787000911486452,False,,,,,,ns
m_215,Unidentified_12.646_288.997,Unidentified,288.99702,12.646,Unidentified,metabolite,-,HILIC,Unidentified,8349931.449000006,12221642.65000001,7649687.578000008,10515312.74999999,7023411.101999999,8352690.149999996,7767199.776999993,5012377.7120000115,9262117.356,7104948.54699998,6553893.960000016,7651030.142999993,9733266.646999978,10721701.449999986,6333326.995000005,7800813.29099999,11219000.01000003,10847577.96,7388086.1609999845,9189162.650999976,9948090.085999984,3344394.827999997,10759723.43999999,11055636.690000003,4908911.362000008,11401571.26999999,7046001.979000004,11936151.370000003,8448345.126000006,10627573.620000007,6624166.956000007,1977767.076,5417344.510000006,6765592.959000017,7243515.928999982,12481959.800000006,3337086.99000001,6324384.597000007,4484139.244000016,8561935.674000006,9681001.780999996,8494841.956000008,4961233.618,7568857.8939999975,5989116.726000003,7828558.141999971,7813247.068000002,2123330.153000001,8152310.702000005,11105372.160000004,5548069.544999999,12968980.76000001,8571729.235999992,6626805.134999992,9680010.353000011,9746433.846999995,7559790.892000002,4156919.539000004,7939231.939,-0.2925910018144257,0.0662956911712565,0.7189470615122647,0.3010306636780602,0.0467692810675862,0.634755248063348,0.1576725548576355,23.233709303826487,-0.9819223895305288,-5.856100218477976e-06,1.6141645644362294e-05,0.3692997410982938,0.6112533128886444,0.2660777809414776,1.0285545379617952e-05,22.251786914294144,0.3691813834409059,-5.8561001447428464e-06,23.23370930382572,False,False,22.98061875229432,22.68802775047989,-0.2925910018144293,1.61416455243608e-05,False,1.178514697256723,0.1433030870017228,0.521389263914795,False,,,,,,ns
m_216,Unidentified_11.631_221.0185,Unidentified,221.01851,11.631,Unidentified,metabolite,+,HILIC,Unidentified,2835852.246999997,1597728.4380000052,2832294.0419999985,1739319.6700000004,1263587.128000002,2012793.1340000003,1832940.223,1154492.972000001,3707843.639000002,2067229.8089999976,724134.2566000001,6846231.370000007,1650467.2369999946,1524362.222999996,1357852.4250000017,1662226.4040000015,1631089.6450000003,3350658.2039999985,1794613.9259999993,2659694.8639999977,6028742.988999995,1691350.580000001,2382510.883000005,4013106.4520000024,1909769.4800000004,1760765.5739999984,1533896.09,2145338.710999993,1614296.708,5080948.799000013,2854354.2789999987,1806962.6000000008,2910767.172000004,2823104.2490000003,2058675.6570000013,5727539.282,1973598.6299999938,4731461.62200001,7372245.980999976,5343887.475999987,3824284.09300001,7002969.721999997,4224117.511999996,5406320.398999996,2051863.717000007,2175189.984000001,1147148.4970000016,6298679.789999982,5938545.031,3383025.1170000066,7510429.513999997,7935554.65600002,6200440.069,6132882.704000003,7413956.999000004,5369596.097000004,7842005.281000001,5499614.550999985,5896806.760000017,1.0569562644583463,1.5818487798717665e-07,0.003743302537836,0.0907295399969112,5.5123332215545596e-08,0.0011237877739564,0.0299426799847861,20.665233099368727,-0.1822883192969193,7.066754981099336e-06,2.9352681386577816e-05,0.0007643453281795,0.7201815671841777,0.0001578598229242,3.6419436325641326e-05,20.482944780071488,0.4978402032912626,7.066755048227693e-06,20.6652330993686,False,True,20.97064606849257,22.02760233295092,1.0569562644583463,2.9352681277413637e-05,False,6.800835036139397,2.4267450713084817,1.0422512910108452,False,,,,,,ns
m_217,Unidentified_12.764_130.8882,Unidentified,130.88821,12.764,Unidentified,metabolite,-,HILIC,Unidentified,1110415.3320000027,322893.5077999999,537694.3608000004,2510851.3290000022,217971.3474,8398825.228999993,397055.22250000015,182467.74880000018,2644707.933999998,282172.1234000006,9915379.861000009,145884.0472,1018636.7280000007,569175.0166999996,11010767.34999999,2629947.714999998,552418.9341999999,247308.7083000001,1395818.612000004,8588952.890999975,227074.2464000002,4068893.6420000014,303766.5407999999,287628.2444000003,131778.5324000001,185469.2269000001,7864396.338000006,632917.7205000021,284592.4807999997,144281.72179999997,323758.0673999998,301086.77850000036,13325602.50999999,184074.9909,341012.759999999,359091.8286999995,8353926.2790000085,306776.3886000002,149177.75719999982,295182.8538000003,559275.7665999999,304317.9138,12079480.009999992,5606013.848000004,7212939.606999994,133620.097,3453409.081999998,132747.78289999987,1117479.2930000008,266623.01739999984,2134243.212999998,341206.77889999957,2160379.1739999987,328158.53490000014,144241.06759999992,7100645.564000005,675774.9098000018,164821.88179999994,7143304.197000013,-0.1289707841077039,0.8581286711130908,0.994824782375332,0.7363561051446234,0.8234137426152581,0.9898824307240708,0.5868899262437275,20.222088917154466,-1.183808632062774,-1.2748191837398549e-05,2.46285818314324e-05,0.7923923671399835,0.8396886403977694,0.7153464095117523,1.1880389954185758e-05,19.038280285089503,0.6865303859036411,-1.2748191773956972e-05,20.22208891715353,False,False,19.6711340483241,19.542163264216395,-0.1289707841077039,2.462858172814273e-05,False,0.0664475874838485,0.0022534044286438,0.1329121080844444,False,,,,,,ns
m_218,Unidentified_11.434_279.0387,Unidentified,279.03874,11.434,Unidentified,metabolite,+,HILIC,Unidentified,695226.0503000004,134785.6298,405559.62510000006,875723.0859999978,175337.9021999998,3965421.132000014,253091.9206000003,163702.46229999998,377601.1863999991,127458.42680000003,6817572.055000008,231298.4947000002,212933.83499999985,185723.5015999998,4755649.834999999,384770.5458999998,253699.83520000023,152772.7603,1249585.1589999986,1392203.7009999985,249431.97370000003,17522706.01000001,255057.12700000018,185986.04760000008,425262.68070000113,118861.29569999993,9122051.347999996,161834.02939999988,111394.7150999999,169647.05420000004,356726.32319999975,240346.95860000027,5472802.173999989,195001.14109999992,298840.9108,325789.37949999975,26565569.27000007,234172.04390000016,242616.56690000012,218540.9573999999,500644.68340000004,211751.68260000003,6853229.900000002,1668198.8950000035,624658.0185999996,348415.1011999998,15125869.549999993,227176.45170000006,265945.5165999995,255594.64849999992,651753.2135999996,263242.2342000001,279919.92239999986,235670.57799999995,255636.88640000005,6026792.480000007,259275.92269999985,220129.76290000012,8501357.35,0.3261899920170634,0.6228723223063979,0.7467739240458858,0.8272205820633118,0.5623091511524047,0.6678035090829071,0.7214558094408161,18.10885726335009,1.0067288849967964,1.775472932995957e-05,-1.570842509922037e-05,0.9659001184649826,0.7730066801786946,0.9473910317378323,2.0463041924110475e-06,19.115586148348743,0.5733935923144655,1.7754729391391198e-05,18.10885726335089,False,False,18.87618605604442,19.20237604806148,0.3261899920170599,-1.570842519898015e-05,False,0.2056009668247883,0.1268108552123775,0.0823786684409933,False,,,,,,ns
m_219,Unidentified_16.598_381.0256,Unidentified,381.02564,16.598,Unidentified,metabolite,+,HILIC,Unidentified,773427.3180000004,105308.30309999992,187807.22080000016,467432.00860000023,2424095.614999999,95633.77775000004,113333.44650000011,117272.83109999986,211220.78839999984,100262.0044999999,103924.1982,6215583.462000012,94912.75852,95123.86643,114559.0306000001,410190.1106999996,96828.9670100001,98139.22384999991,2809740.8149999967,103475.16300000012,11706173.089999959,134136.88609999997,96821.38804000008,93912.56847000011,2017597.412,99140.6074499999,121827.68989999994,99972.52390999995,97603.45109999993,102932.92919999996,101294.4535,86214.43951000008,131007.9449,96993.61150999999,93898.82945999996,97737.1636299999,138634.88459999993,92412.77057,106547.45159999991,106521.39179999987,100685.32980000012,99409.73748000005,137644.32940000013,97496.09348999993,96706.86040999992,6267053.285000005,123590.19509999998,104992.56659999996,98475.23259999997,101004.69829999993,99487.62062999993,97595.80891999992,547665.4930000007,102030.76439999996,906239.3979999974,107117.63769999996,103878.7392999999,99625.10672999994,112142.92119999992,-0.8271813635690606,0.0977185285056106,0.867867232523875,0.6508091833680364,0.0715724069679135,0.8136640270859041,0.4822177341633995,18.62973735709576,-1.899612568852584,-1.7377264678611012e-05,2.4955502262323892e-05,0.7660180415000667,0.7792377285135975,0.6774013340731605,7.578237548037462e-06,16.730124788239657,0.5799828524412122,-1.7377264621973348e-05,18.62973735709425,False,False,17.87872194093363,17.051540577364573,-0.827181363569057,2.495550217001081e-05,False,1.0100230814724964,0.0615467086858328,0.1865463274962042,False,,,,,,ns
m_220,Unidentified_10.223_269.0872,Unidentified,269.08719,10.223,Unidentified,metabolite,-,HILIC,Unidentified,403233.44940000016,520031.5235,586281.9298000005,397357.33179999987,555716.8259999999,80624.82715000007,620213.7003999997,902168.317200001,885841.8403000005,982641.3368999999,80747.74872999993,1780050.4459999949,768207.5548000021,770459.6709999996,87414.95800000006,484201.15179999947,486236.4643000007,655355.8486000014,333272.77999999974,340257.9385999997,1620497.752,98366.98998,1758445.3699999992,925878.0037000014,1013309.5389999992,1179092.683,83965.88683999996,520155.62139999814,751493.4085,1281240.1680000012,861903.7714999983,663166.9243000003,187249.82879999978,759402.9890999999,746054.7822999991,2099654.9730000026,108726.12610000004,2208692.468000001,1652816.001000006,2192298.1619999954,1558848.8859999974,1904076.9210000006,117264.14280000015,782432.5973999993,369706.07659999985,799936.2471000002,94389.10054000006,1950152.2900000066,1277730.9579999975,1273408.961000002,1592005.7259999989,1860533.092999995,2227528.1700000064,2379606.423999999,2207039.9470000016,396240.62029999995,1808633.0539999984,1579193.476000002,359266.6053,0.8680029471466,0.0249299978379579,0.1536593798778323,0.4296124979569994,0.0161363790122197,0.089207503718997,0.2590865479937574,18.60986046977011,-0.4511956780560751,7.124716211726893e-06,3.1238912394016054e-05,0.0907574123593767,0.8646648417969919,0.0487603698765423,3.836362856825519e-05,18.1586647917132,0.7260226995869228,7.124716271537174e-06,18.60986046976975,False,True,18.91777842303201,19.78578137017861,0.8680029471466,3.1238912296718016e-05,False,1.603277759160204,0.8134409238238278,0.3669230929630433,False,,,,,,ns
m_221,Unidentified_11.61_217.029,Unidentified,217.02903,11.61,Unidentified,metabolite,-,HILIC,Unidentified,15425090.950000018,15502686.749999989,14645005.719999999,16426273.629999997,12106361.709999997,9312543.159000007,12229121.219999986,10906593.630000003,16425030.689999983,14414717.570000015,10857132.17999999,20477190.349999994,12957948.000000002,15799088.359999986,10994432.410000006,15792387.829999996,16781259.810000006,15330678.439999983,12071199.530000001,14729054.970000004,20947754.849999964,9935838.570000002,16395277.249999985,14872489.890000012,16167669.869999943,14803970.179999992,10202456.969999999,13957723.340000002,14092072.799999991,19256547.86000002,14808497.359999983,13720037.769999975,12705231.720000004,14841436.489999998,13995159.700000022,24247736.980000008,19084841.76999998,23525861.329999976,25496843.739999954,25014085.770000048,20783924.30999998,21483341.20999999,17481747.369999968,21995724.360000003,15640982.679999983,13890853.740000004,11980954.490000011,23152862.259999976,24872222.309999984,22660855.589999977,28461368.380000103,25159651.41999994,23909745.219999973,24427122.58000007,28124826.139999967,22481772.73000006,25500011.649999924,23614824.030000072,22269681.78,0.5279532650352152,6.094538689809896e-10,0.0011489269785086,0.000439288895497,1.6263637667626122e-10,0.0002829507888875,9.353205723854828e-06,23.88910549571924,-0.5684063474078913,-3.4254572832768085e-06,2.5784575006194578e-05,2.1744385185124347e-06,0.6736374144089134,6.790297715723714e-08,2.2359117674781737e-05,23.32069914831032,0.4384141298885547,-3.425457206475447e-06,23.889105495718805,True,True,23.741063141215623,24.26901640625084,0.5279532650352152,2.5784574881257184e-05,True,9.21505916158819,2.9397075725636714,3.3572497748482912,False,,,,,,***
m_222,Unidentified_10.206_162.0502,Unidentified,162.05019,10.206,Unidentified,metabolite,+,HILIC,Unidentified,3026575.8820000025,3515125.5700000003,3202760.3650000016,3007037.7369999983,3209453.6530000037,1088234.7969999989,3323505.278999998,2476935.738000002,3898751.439999995,3474727.173999997,532477.4992000017,4959889.713000014,3403943.7220000047,3250234.2019999996,829037.3136999999,2956739.292999994,3566809.4740000013,3176220.192999997,1938356.6260000004,2212474.764999999,4107953.126999993,215428.92660000015,2416391.3409999977,3472428.372999996,3619333.1399999987,3073823.5689999973,500242.5821000003,3847128.620000006,3892060.6200000015,5129557.7729999935,5181065.774000012,5054215.5320000015,1492273.4979999997,4641824.173999996,4606833.247999999,5661545.801000005,578574.4155999988,5283487.356000003,7547864.971000008,8237505.659999997,5792531.834000004,5318102.660999991,1046387.8250000022,2537564.3960000006,3967396.549999996,4492129.873000004,441906.01780000055,7169824.436999988,6820768.040000007,5775544.950000001,6655270.98299998,8120713.896999991,6627720.374999979,6287893.247999995,9147994.874000011,1958223.8839999977,6396455.392999999,7150472.474000002,2201476.8080000016,0.7996422520466737,0.010174611466575,0.979632742519405,0.1819577043526514,0.0062101957851344,0.9643368444814868,0.0776129029921529,22.068175531533885,-0.8957397596473902,-2.0456786664986897e-05,3.958476552176125e-05,0.3195831352386043,0.4225185357252004,0.2247742278363782,1.9127978812781568e-05,21.172435771884857,0.2027363396509399,-2.0456786594868263e-05,22.06817553153319,False,True,21.184068485224696,21.98371073727137,0.7996422520466737,3.958476540764983e-05,False,1.992482165998981,0.0089367077675552,0.7400295510312725,False,,,,,,ns
m_223,Unidentified_8.989_120.081,Unidentified,120.08103,8.989,Unidentified,metabolite,+,HILIC,Unidentified,8059598.007999993,7289362.522000003,7842178.653000002,6927653.7519999975,7805569.845000014,6394791.475000007,7767440.905000009,6211417.098999988,7459342.139000009,7147716.610999986,5609027.179999999,8794752.257000001,7800916.444000013,6526581.681,5807464.586999999,7123169.476999992,7758029.253999992,6815692.7940000035,6450806.374000012,6668489.184,7927077.320999991,4363338.605000003,5831003.5179999955,6729666.834999994,7668904.759,7316778.594000016,5390296.021999992,7376695.728000008,8971319.83700001,8358968.804000011,8177803.042999998,8559423.802000007,8267492.638999972,7230202.950000003,8441788.349000024,9053900.461999984,7098671.296000001,8772019.124000022,10457609.559999991,10355921.319999998,10392382.210000025,9013546.68600002,7470395.366000002,8900922.603999993,8428760.411000002,7756026.949999978,5020433.108000007,10120938.399999982,8681678.497000007,7625372.294000007,8518762.00900003,9102486.269000001,9251387.999000026,8885199.279000008,9601523.663000012,8013910.400999989,8941419.364000006,10060690.129999984,8667162.977000004,0.3003937613015139,2.1060068909888915e-06,0.9891665280149776,0.0522432979138548,8.23569763615954e-07,0.9793380458345592,0.013204502851357,22.97930613063128,-0.164222908941344,-5.794484878552425e-06,1.0844564559252015e-05,0.1398479832357035,0.2454547121770233,0.0821817814898243,5.050079633907515e-06,22.815083221689637,0.0804826664483923,-5.794484803821077e-06,22.97930613063115,False,True,22.72887848790105,23.029272249202563,0.3003937613015139,1.0844564437728591e-05,False,5.676540212108959,0.004730587968182,1.2819694155656516,False,,,,,,ns
