i,unique_id,ID,m/z,RT,molec_class,Type,polarity,lc_type,superclass,1091_8_FBG,1091_10_FBG,1093_8_FBG,1093_9_FBG,1093_10_FBG,1060_8_FBG,1060_9_FBG,1060_10_FBG,1062_8_FBG,1062_9_FBG,1062_10_FBG,1074_8_FBG,1074_9_FBG,1074_10_FBG,1092_8_FBG,1092_9_FBG,1092_10_FBG,1102_8_FBG,1102_9_FBG,1102_10_FBG,1076_8_FBG,1076_9_FBG,1076_10_FBG,1082_8_FBG,1082_9_FBG,1082_10_FBG,1101_8_FBG,1101_9_FBG,1101_10_FBG,1091_8_RBG,1091_9_RBG,1091_10_RBG,1093_8_RBG,1093_9_RBG,1093_10_RBG,1060_8_RBG,1060_9_RBG,1060_10_RBG,1062_8_RBG,1062_9_RBG,1062_10_RBG,1074_8_RBG,1074_9_RBG,1074_10_RBG,1092_8_RBG,1092_9_RBG,1092_10_RBG,1102_8_RBG,1102_9_RBG,1102_10_RBG,1076_8_RBG,1076_9_RBG,1076_10_RBG,1082_8_RBG,1082_9_RBG,1082_10_RBG,1101_8_RBG,1101_9_RBG,1101_10_RBG,mean_sampling_log2fc,qval_sampling,qval_ogtt,qval_sampling:ogtt,pval_sampling,pval_ogtt,pval_sampling:ogtt,model_param_Intercept,model_param_sampling[T.RBG],model_param_ogtt,model_param_sampling[T.RBG]:ogtt,qval_fed,qval_fasted,pval_fed,coef_fed,intercept_fed,pval_fasted,coef_fasted,intercept_fasted,signif_interaction,signif_sampling,fasted_mean,fed_mean,Log2 Fold Change,Fed - Fasted slope,signif_interact,log_qval_sampling,log_qval_ogtt,log_qval_sampling:ogtt,is_id,lipid_class,extra_lipid_label,fa_carbons,fa_unsat,fa_carbon:unsat,pval_asterisks
l_408,PC 38:5_9.719_808.5822,PC 38:5,808.58221,9.719,PC,lipid,+,RP,Phospholipid,98673942.97170463,115609166.36246863,101680865.83294187,119547327.03436281,108836379.3616012,105526219.02586716,122085579.48498447,130332931.76278965,84753743.82950173,98626890.90402149,140895893.23653126,90027576.89009663,119201942.40821227,132875700.66288762,112484405.9869542,116767856.23041388,110484929.61860669,110224537.63845545,106386036.79461399,114871042.05193743,121514839.69494504,153658418.48674434,120817001.89999989,114476623.04444294,108748560.27982785,119353058.31964384,100140354.5815831,123962445.97842798,107045258.99355426,136541753.19715887,140653533.86820975,119315248.4593541,136174092.11497584,145439561.01098663,168257508.94940823,170585631.3985544,172603748.71590903,136405940.494135,148076966.81108415,150175987.3557645,178174358.1682048,108589413.89910837,162484727.08466244,160926194.6663778,123513171.5987239,156325089.26439238,121558037.37575313,157583122.60430396,139724009.81326652,142827110.40760314,185884960.86923218,137565003.22578815,151153335.54350147,108102905.33699371,132451776.62792617,168823675.81390616,150120754.95346776,123200108.72557773,145014300.99325156,0.3523458097966099,7.652774029837774e-09,0.1768201244691712,0.8623633928632725,2.3191870196882403e-09,0.1053169443917909,0.7742297317047834,26.592056189529416,0.4027237361820912,3.773331835929014e-06,-1.1161518217363156e-06,0.4625173070628744,0.3752890751972236,0.3539664350652426,2.657179959285712e-06,26.99477992571225,0.1622782274348445,3.773331923734408e-06,26.592056189529732,False,True,26.755133089528847,27.107478899325443,0.3523458097965957,-1.1161519644486956e-06,False,8.116181110274809,0.7524683080529643,0.0643096874714755,True,PC,,38.0,5.0,38:5,ns
l_409,Unidentified_9.72_1712.2053,Unidentified,1712.20532,9.72,Unidentified,lipid,-,RP,Unidentified,3080658.7783807926,3217148.4806510718,3068031.2214476145,3089748.8920857143,3717780.5541182496,2681403.8319081324,3676476.7614235873,3720891.5565128243,2231277.4551820857,2165786.235701138,4360025.3559894115,4609761.6471763,3437695.810194838,4043329.768450252,3152204.9357579355,3266726.8987294636,3500098.6823302265,4306662.3738566665,3649985.6123614293,4334007.831449248,2455906.152431412,4585965.7472894,2679018.220999998,3780338.309903601,3276683.1442820756,3350218.5429347777,3177218.4058987275,3853564.168143485,2491769.8218696094,3729017.1426553973,4713560.885182198,3037685.9605538994,4396925.542917582,4079404.236542511,4820783.295675381,3158597.4248673604,5051130.721485054,5673772.449800687,5326567.447193332,5094950.6958556315,4146737.3152228543,4301531.684142525,4906195.899972821,4632418.352410572,4212672.809670715,4148373.8703384222,3415420.9471780094,2306071.1424825853,1993183.3039540912,3900830.9965601424,3549947.5051837466,4228979.495255655,4140605.362040001,4118576.837739836,2071330.1463812396,4400148.520152273,5286766.354682642,5648826.667939781,5295553.341372153,0.2795312309205577,0.0062856921589389,0.8734077517587381,0.990703801993684,0.0037339420418963,0.8226236390068267,0.96961003757934,21.7153417438673,0.2670229879961789,-9.593117955497017e-07,2.767014189559056e-07,0.9342476777086308,0.9042140934811068,0.9036015368151395,-6.826104213524873e-07,21.98236473186397,0.8316972783190307,-9.593117239851278e-07,21.71534174386752,False,True,21.673881945142604,21.95341317606316,0.2795312309205577,2.7670130263264054e-07,False,2.201646892320644,0.058782957902307,0.0040561703255993,False,,,,,,ns
l_410,Unidentified_9.722_926.6125,Unidentified,926.61249,9.722,Unidentified,lipid,-,RP,Unidentified,22783796.70145582,21560822.629867505,21055987.506654423,22275989.881994326,23127254.268431205,18261893.826166745,24551510.9137249,24371506.903901197,17806836.596319802,22430235.32074371,29273860.36003471,28798500.68537968,22156170.976308946,25160387.58368712,24587417.9059707,24163836.099010326,19508384.396970615,24680881.888429746,22117120.49899911,26942505.391891476,27364794.19444244,31084853.781176653,17604386.520000014,22944332.69367292,23769313.24267706,23025678.790152736,21984047.206696946,25646032.010844693,21067093.807575237,25080401.90333732,27677379.400123782,23582073.099256434,27681481.958910406,31683896.09635138,31031323.22215559,29682079.44470367,34265487.49307353,27521595.735957023,30258518.875157967,31235050.59790491,32570074.054218784,25586631.56342449,35103343.05189707,32636662.930744667,27111235.81209016,29546970.88869798,26957858.680102587,36943127.62280021,29616476.043265525,31816241.76762045,35834083.12940631,30861751.608899914,28378029.655111503,26708192.42365995,30791884.23583019,34057544.938084505,32433394.580309436,35277553.52168181,36512386.21866789,0.3883150424867594,7.197576250822092e-11,0.042901866859397,0.3589322460442269,1.6167958506370006e-11,0.0199741835768377,0.2016082771738092,24.390231947851905,0.1924708304029461,1.8439192110338031e-06,4.652561273800368e-06,0.0105162319027434,0.7532091320357758,0.0039837645373321,6.496480434699755e-06,24.58270277825521,0.5433385820917296,1.843919291173352e-06,24.390231947852065,False,True,24.469922960445388,24.858238002932143,0.3883150424867558,4.6525611435264025e-06,False,10.142813725527912,1.3675238092349904,0.4449875234165838,False,,,,,,ns
l_411,Unidentified_9.725_844.653,Unidentified,844.65302,9.725,Unidentified,lipid,+,RP,Unidentified,39587343.52648902,53826258.02170959,44101956.1767116,59188941.826942116,45586775.93899226,44470276.733660236,53212810.20113806,50753378.13731864,44685879.200478084,38155489.83093002,67513374.61658512,44031830.532964274,46461091.523523405,44310634.66282332,55095638.28601252,52963204.78678325,44421135.38895208,56097692.14606731,42128914.27367135,40770386.29964721,58296322.015003726,73554071.46898988,54238207.86999985,48930134.37698267,51381473.760922104,52804415.77713217,53164147.55308421,55984241.024194315,39989074.28441552,50425737.46893857,50918615.81026895,51750474.40327167,42164328.88138824,34445386.88039218,63690037.35852474,41319923.83950323,61627893.43942822,58038606.47337019,49747672.4820489,68636028.47711796,48532943.18153645,44677559.77802998,62971148.59705323,75045940.6918904,57795494.46398608,53101840.74578385,40201349.30880431,69758652.177453,52209159.176613174,47873615.92614023,54289194.59313435,49862704.7870111,52071100.6974597,51017906.005148314,19885664.7671318,57871814.438233234,39284393.34256223,52042765.23027703,56447198.28447684,0.02842215469472,0.7695763223016973,0.7149693114949677,0.4241215355473836,0.7204195664414043,0.6260162829903655,0.2543525177697226,25.334739863844423,0.3350691130196299,5.287502456668634e-06,-7.129631348868658e-06,0.7969035130430973,0.3149042419079783,0.7211156700709361,-1.8421289444490584e-06,25.66980897686467,0.1204637234836056,5.287502540213767e-06,25.334739863844693,False,False,25.56325660724904,25.59167876194376,0.0284221546947236,-7.129631484662825e-06,False,0.1137483027840511,0.1457125989463652,0.3725096748830457,False,,,,,,ns
l_412,Unidentified_9.735_824.5558,Unidentified,824.55579,9.735,Unidentified,lipid,+,RP,Unidentified,13679254.71636326,17434675.667448547,12122439.593923774,13973742.985417657,16129873.461924955,22111349.65389786,18807701.195717957,26345373.84853022,12989772.579631887,15672056.451734602,12886327.594850415,15020595.62172369,25997834.311860263,17456174.119728714,10874532.274058158,10350309.003928265,15927783.610307671,10985997.940613419,17252156.857908998,15337093.845007325,16679344.30109725,18043380.67326903,11809078.90999999,16566214.62433283,14490096.155393958,13070780.123494184,15189150.992721926,13268149.139912812,15984372.702571416,19279328.0729773,16978421.115755986,12519589.780545197,20341263.085458085,18956612.329154197,12471607.372285515,12968570.449923033,14569577.940332392,14438913.188273799,8041286.969465259,19598618.46401097,12258910.45589796,12248249.270406285,15405109.428341167,15532188.618728334,14747267.259594759,18560813.45178816,10858003.55251188,14610072.448325437,18487661.54960676,18783969.622108363,21536168.29591468,16041501.331550142,19804619.190025654,8379130.778126167,25956103.48694573,22039163.68105535,17239063.579176653,18466210.51897714,14754878.614272455,0.0316312182374289,0.7877773398161728,0.5216789442929276,0.9354365803326536,0.7413717193727787,0.4121173675655191,0.884980100485044,23.761233000317805,-0.0123980705506894,2.5071354660109147e-06,1.085710274618086e-06,0.6252875575980589,0.8076656931466409,0.5192238767847615,3.5928456920431503e-06,23.748834929767103,0.6190766136255303,2.5071355436369645e-06,23.761233000317816,False,False,23.86958707586631,23.901218294103742,0.0316312182374325,1.0857101484061858e-06,False,0.1035965157004403,0.2825966916692902,0.0289856509701815,False,,,,,,ns
l_413,Plasmanyl-PC O-18:0_22:6_9.751_820.6209,Plasmanyl-PC O-18:0_22:6,820.62091,9.751,Plasmanyl-PC,lipid,+,RP,Phospholipid,9806761.239214832,12657110.382738376,9499238.894922048,13010497.404222451,9495891.43763085,11048906.267527293,16452920.812979061,17755660.906185403,12538128.489484144,14154159.16580276,13830639.922356024,11726659.695087278,11994133.167430399,12502786.435434613,12256731.939177461,13794913.376341844,10624513.445991706,16856379.680701196,15353660.815943446,18720179.25447787,11037459.994009154,14356642.411521662,9370705.508999988,12969657.178243306,15477487.831327578,22254839.058132578,14781892.079364048,18848500.46177673,17870814.239645876,11617556.935934281,12267038.01960679,6928992.639953514,12361241.140525518,12820069.633993834,14251156.522767974,15506718.18474472,16883601.57524234,17476652.26776511,16240199.144972108,14412932.8448176,23443254.728082895,12576094.94838276,12793302.550894253,17258669.908596914,11956819.153911425,14626836.283393834,13174136.613451317,16815430.454764582,12295252.243450303,14704253.749559572,15745401.256785905,10529089.125491396,13407964.931465395,12103855.095246205,7269833.550842695,19334217.31020627,14772899.934210423,16413118.212223824,21720571.33701787,0.0487679935656153,0.6327178182679395,0.0077981210247368,0.7193704876716612,0.5729935671468352,0.0027119086601284,0.5687570782585029,23.14003835714744,0.2227585906458498,1.2606885650924578e-05,-3.8629328522041655e-06,0.162379539205639,0.0523773711861278,0.0974579107611353,8.74395275110431e-06,23.362796947793704,0.0069602876884947,1.2606885727046184e-05,23.140038357147617,False,False,23.684886222260683,23.733654215826306,0.0487679935656188,-3.862932975941876e-06,False,0.1987899349948101,2.1080100289624077,0.1430473831761857,True,Plasmanyl-PC,,40.0,6.0,40:6,ns
l_414,Plasmenyl-PE P-18:0_22:6_9.762_774.5457,Plasmenyl-PE P-18:0_22:6,774.54572,9.762,Plasmenyl-PE,lipid,-,RP,Phospholipid,4420553.513984044,5640826.9628276145,3627350.527776558,4318186.318877465,4176270.5184889,4872611.70881086,8020398.919881764,7280383.109542591,5463135.128847243,6547912.999612487,7739361.210457196,10886626.92528428,5059994.656974481,6796548.604999525,6456905.134191065,5270949.020571258,5228434.505985941,8525094.042575667,6588349.715874752,8860455.442605356,6860445.478310636,8344959.710263835,3854203.322999997,6088676.078657856,6120292.015047143,8516574.83774382,6704398.190801762,8187620.68354755,8687932.15599106,8336219.356931572,8258985.571130397,5768227.928393116,9794234.748161245,7424092.621323784,8761985.74184167,12358408.868791971,14430040.023169924,11863476.086238755,15894405.189192994,14369123.93527198,15044456.438313067,9678458.975347262,12883640.822135728,12074210.80535552,9768816.049796522,8820193.959859867,8824756.656232117,19774896.439803164,13989984.363317888,15091082.25816735,14617596.371261457,13883919.937643012,10884261.316200672,10759384.378199473,11923099.342518253,15518628.34646227,16041599.896947868,16945196.177258458,21751243.397284675,0.9309729474573948,2.6216914697749854e-14,2.3643063057604355e-06,0.3019340094304678,3.367822257127554e-15,1.84580336148792e-07,0.1585742845837801,21.93546266698688,0.5334418716666134,1.500008216668536e-05,9.657658853882448e-06,2.6639634347488583e-05,0.0599713597256345,2.401159376956033e-06,2.465774097501804e-05,22.46890453865448,0.0094915636755262,1.5000082239564814e-05,21.935462666987316,False,True,22.583740359170545,23.51471330662793,0.9309729474573878,9.657658735453228e-06,False,13.581418418999217,5.62629625948111,0.5200879658900811,True,Plasmenyl-PE,,40.0,6.0,40:6,ns
l_415,Unidentified_9.765_912.5976,Unidentified,912.5976,9.765,Unidentified,lipid,-,RP,Unidentified,2849794.5356229343,5210366.445792278,3175210.4173694537,5344285.190456725,2393981.4156717346,3338866.309541583,3495625.5585258324,4459154.839274289,3678093.701316731,3275832.8857575175,2638484.6823306135,3751916.172356463,2608862.567344488,4616230.060389312,3272855.6601518593,4593122.672617822,2889177.262680006,3909841.8575303303,3140932.8903545407,3174728.681556479,3388778.388753062,5065506.222708468,1674777.6649999986,2925492.3724689796,4637576.31350833,4872461.926389107,3529258.298071746,2314669.5817276943,3805538.3773595737,3157204.5653095143,3312103.4049515175,2571604.296729267,3166019.938232196,4526872.756552323,4661531.276204104,5274239.373986119,5609629.020712826,4515985.457649673,2380051.9864252284,2881081.5701849563,3668308.42253139,2520202.2101188162,4298879.834949159,4061521.8098198734,3116812.287058081,3886143.1072946107,2816968.1355611635,4034074.866848007,2855908.694791495,1356504.5503688932,1667395.5691857282,2922760.544333491,1677860.3335558076,4193972.3363790666,3879427.265902417,5471793.03833579,4673037.373105183,3178652.002257973,4379095.543331517,-0.0406910354024887,0.7840418471735449,0.7149693114949677,0.969589802929915,0.7362703570893879,0.629123387301751,0.9353084903419606,21.84098812454676,-0.0754247986050971,-2.6893599256488398e-06,7.67879931585991e-07,0.8504211890098987,0.8244846223787938,0.7918755145358318,-1.9214800386401426e-06,21.76556332594153,0.6528550198488254,-2.6893598544391352e-06,21.840988124546712,False,False,21.72475862846519,21.684067593062696,-0.0406910354024923,7.678798157989927e-07,False,0.1056607568161496,0.1457125989463652,0.0134119605814158,False,,,,,,ns
l_416,Unidentified_9.79_1008.6161,Unidentified,1008.61609,9.79,Unidentified,lipid,-,RP,Unidentified,2507181.4036146626,2149268.407695674,2779872.1788946297,2927757.9432553817,2861463.38370783,2525018.4548031897,3021198.710775073,2567035.8247160055,1677026.6171707108,1887668.5630734602,2767820.939737871,2879780.984851662,3013717.86258045,2665325.7650665226,2756331.379474562,2355323.037236678,2387905.630013603,3548907.308990955,2215207.476446053,2380989.68597168,2280132.792610691,2825693.546091898,1998245.4540000008,2854562.194395456,2495079.8460887047,2920292.966177719,2731063.7204985744,2707868.6452263063,1956364.722639437,1054384.2461489632,2926240.3375591612,1870698.9111514532,2415880.379759949,2633591.3791202265,2411869.197749811,1100766.0977843555,2550352.238709289,2399303.580956937,2435899.0764904846,2314806.7599436846,1860459.660369364,2313108.2816002592,2776545.98928415,1560958.7796152222,2528536.527322606,2169389.576405952,3058655.720444446,2651403.291802333,2054939.2443253312,2258299.9558035685,2793560.10277387,1757309.691860168,2417708.0841675135,1959932.0373000598,2498608.790467097,2703862.183983458,2443885.111317907,2889877.5339035084,2684921.366742917,-0.1734830781913068,0.0549003695727873,0.7547013905098676,0.5389845312043208,0.0381068569497416,0.6764995430901084,0.3622870831395026,21.353834326608823,-0.4241213065077875,-1.7705728191781431e-06,5.875850177260576e-06,0.5430633873724683,0.8113196833177825,0.4351444743389047,4.105277314947585e-06,20.92971302010025,0.6241806506149583,-1.7705727503397687e-06,21.35383432660849,False,False,21.277313225050445,21.10383014685913,-0.1734830781913103,5.875850065287354e-06,False,1.2604247320001454,0.1222248498360748,0.2684236988373937,False,,,,,,ns
l_417,FA 25:0_9.825_381.3742,FA 25:0,381.37421,9.825,FA,lipid,-,RP,Fatty Acyl,1753805.946404027,1973703.44596027,2014963.065011356,2661566.318868175,2425924.282855268,1484497.5046904304,2006043.8668380135,1844417.3013275566,1338580.0706028084,1847249.2323822838,3418179.4814215754,1622760.8843235616,1665029.5791949658,1605685.9568065705,2387671.643119368,2276276.6106230193,2516779.770113466,3688308.500065702,1311406.892506641,2245982.55389436,2510816.7722490155,2603478.897611495,1041530.4629999993,2853532.3404417913,1783170.6078658253,1848903.2155369623,2244653.384673211,2229948.390596255,1584069.1748569268,1564963.7047383355,1788721.3702783454,1245064.3109383318,1821804.7011229747,2029971.1066080544,2264214.1346783806,1869728.0402418284,1770075.8747675559,1732067.340313475,2011336.4622020777,1877266.3459487706,1737590.000860001,1852490.2357266026,1724920.994099689,1855466.2562731411,2093211.5189621425,1516583.7583931615,1858987.8452449397,2133578.7462317534,1832721.1046864612,1492789.327553774,3033718.2186840284,2107234.330708216,1572156.4334409656,1799439.1532407838,1976576.757744194,2826639.6552965334,1789833.2078592926,1900142.804804083,2633404.6500487747,-0.0922233009911934,0.361782975047526,0.477095353954293,0.2814611106694218,0.3013579841503773,0.3626466459084796,0.1436270678291797,21.041518411845026,-0.52977910804012,-2.2643770824848564e-06,1.0273556776453902e-05,0.0550639057514174,0.856713989775755,0.026808970436815,8.009179651608162e-06,20.51173930380392,0.7162591057174161,-2.264377014903452e-06,21.041518411844606,False,False,20.94365594135878,20.851432640367587,-0.0922233009911934,1.0273556666511614e-05,False,0.4415518742282306,0.3213948126631191,0.5505816029029457,True,FA,,25.0,0.0,25:0,ns
l_418,SM d36:0_9.831_733.6227,SM d36:0,733.62274,9.831,SM,lipid,+,RP,Sphingolipid,1180078.1465603288,1288055.2633035604,1089741.633754639,1040706.2468192538,1119442.945494089,826832.2855266364,1641455.4705756223,1719555.155344459,1114147.3625981926,1156888.8138255933,1829972.9403488198,1585406.1899406146,1443859.5965090177,2007661.1247144598,1404771.1645477882,1055881.4830540766,1628893.9101408173,1699541.2165310045,1293630.1447372553,1485773.120082729,1475630.9366666493,1242342.0793600585,557098.4578000007,1403589.6670893328,976457.6886431471,1109591.0487208175,793748.9629194868,1351309.1600754715,1073248.6522220008,683982.285643295,930271.0603643104,563178.507603921,786262.4495013613,794545.5338575646,1008381.3991437549,1190365.620041871,1625513.0322654697,1114356.54157635,1683179.889701137,1496336.493139232,1512809.7140724424,908310.0300996351,1110643.4106253937,1290398.3707830603,813839.5676488902,1080561.5480889126,812452.4360059196,1322309.3856830096,937080.7941973526,1248942.7421373206,1185401.8419470647,798065.9331324684,922937.1314074959,1346362.8771064505,906915.4716835533,1455204.5148759445,1620413.870432341,1566454.8271936672,1539834.6171723797,-0.1912154640328793,0.0768510603141601,0.1353603637435958,0.020054281091442,0.0552520398142258,0.076368065129592,0.0028608307305747,20.50489459980008,-1.2086983044213886,-5.743359508347722e-06,2.388083502942869e-05,0.0030990377532112,0.5850466307204595,0.000967761966936,1.813747548068619e-05,19.296196295376465,0.3392356971601244,-5.7433594440374505e-06,20.50489459979913,True,False,20.256676506971694,20.06546104293881,-0.1912154640328829,2.388083492472364e-05,True,1.1143501361614756,0.8685084872570003,1.6977929020501152,True,SM,36:0d,36.0,0.0,36:0,*
l_419,PC 18:0_22:5_9.837_836.6162,PC 18:0_22:5,836.61621,9.837,PC,lipid,+,RP,Phospholipid,6573931.482700453,7177286.150543766,5614519.693732119,5193618.602338387,3443437.139231677,4022666.0104646347,6801753.479364799,6307794.364862718,3940073.90634527,6068003.33419479,7985014.604254347,6784584.447433551,5512637.958441388,7306795.734110063,5694844.921410188,7125430.8779851105,7080479.364345758,7859281.416552356,7556885.58144796,8378271.8388392,6353563.984941979,11059066.769505017,5625040.699999985,4695503.864385733,5098504.32875653,4765967.235198611,5953027.560814207,7248863.163038375,4862418.620895588,7607152.71469669,6854636.645279563,4359131.056012017,4481469.284892293,7711412.537184762,6471024.0645226855,9576853.863500202,8848718.827857338,8105951.649417702,10241245.174387265,9351599.050659165,9423571.47479977,4646420.003977076,9859883.514169754,8320868.364048231,5677372.962130657,8889834.17499705,4483584.096549686,10929344.929841407,10172525.90427847,10581735.377848811,10952536.74436512,9644536.898901582,9688296.85464642,6524694.577882052,7043283.24888078,8525943.643664299,8366523.072090869,7679982.289574637,10615680.233992046,0.3760159763055704,0.0003004170811988,0.0195333834809966,0.1095353983106141,0.0001494622951883,0.0079713949620816,0.0394198531725322,22.45831815394928,-0.2695093542546094,1.8634123345085805e-06,1.525536737826176e-05,0.0038986988344539,0.8679811513530137,0.0012534496607577,1.7118779667178456e-05,22.188808799694183,0.735535482409864,1.8634124073019787e-06,22.45831815394908,False,True,22.538851625412654,22.914867601718232,0.3760159763055739,1.5255367259876475e-05,False,3.52227537772805,1.7092225237446337,0.9604455081606236,True,PC,,40.0,5.0,40:5,ns
l_420,Unidentified_9.882_684.5566,Unidentified,684.55664,9.882,Unidentified,lipid,+,RP,Unidentified,468897.1620484892,286199.9633357607,346183.14085581375,330244.72972980706,487895.7283783311,551849.8188461912,808734.3792710858,523709.0094401462,490992.8088415026,666186.9339669945,869558.117392366,617022.3506433129,545603.9197209324,362553.0665076514,278768.27480101417,406513.57873417926,576059.3515752716,983382.5437047398,977089.2757716385,1115111.0954185007,1919040.2859609379,1548529.6063018907,314129.6263,683519.1415762516,280512.41317573,228244.57359501574,765226.1377491781,376035.24343847804,398750.84507116914,123327.17435823628,140378.31727036033,66534.42136233803,181622.39873338892,272454.5653126974,112386.70951102058,163247.4285733465,494155.019782417,634298.4668084651,1053156.8546545173,561747.6147593209,160972.95222512304,302320.144517382,283596.10251228896,274842.86839200614,188907.43303310283,119995.06421943373,133498.1210574081,885111.8729997524,740393.5359373661,198949.16684026044,1448882.1055003703,2581706.2592051234,1309143.9549197208,1684223.8395025088,1108280.0320402593,721834.64764605,278635.4457110078,518076.1938144985,218932.88640906726,-0.5815290450563957,0.0133323556292583,8.806748921231129e-07,0.0085564655068604,0.0083362706241139,5.750325768298538e-08,0.0008497482774992,18.13978670619773,-3.0564089116837603,2.104792853886937e-05,5.875154455247598e-05,1.0578778208428771e-05,0.2071508191896971,6.531963833451407e-07,7.979947305815222e-05,15.083377794508335,0.0617482924483128,2.104792859132045e-05,18.13978670619533,True,True,19.04944189038014,18.46791284532376,-0.581529045056385,5.875154446683177e-05,True,1.8750931104207045,6.05518438513495,2.0677055960545383,False,,,,,,**
l_421,Plasmanyl-PC O-38:5_9.891_794.6067,Plasmanyl-PC O-38:5,794.60669,9.891,Plasmanyl-PC,lipid,+,RP,Phospholipid,909332.846904391,909273.7178510263,635380.3978556981,2428151.5305744684,503027.859303923,1131206.823064188,1614694.7654278276,1702366.471760571,1186117.6858443795,755541.6958168956,1729884.9134014256,1582803.583431641,1239671.219828252,1475910.4628508138,1177089.7125034134,1051372.1823648838,746546.8037384404,2277486.5768474974,1884209.254138449,2851965.3640076304,913039.5715662121,2245726.7802474224,656351.3338999992,2261579.802786858,1712323.426993001,1239634.2782127752,1485765.647881432,1470215.4596650987,1784446.618716261,1136533.932074442,1113203.7438387116,390180.8293596721,1202309.7590065603,1307879.5930466158,1093645.8733778608,1592580.3851994195,1826559.392477815,1475345.0272008094,1659432.480092953,1845132.2385630952,834039.4299769353,1361224.971024161,668672.21878237,1538388.2682674802,459177.3404034923,882756.8366309588,1090663.8608263743,2405818.780728625,1782104.9307735888,1679655.1896057292,2333495.811507027,1984443.2517423911,900451.2410044543,1393551.701237261,1625974.7434516936,2571956.264338145,2089700.6375023886,946469.0997764182,2878613.6121961484,0.025985266357388,0.8906664667731851,0.0008108573574428,0.5661947519703077,0.8660135269547647,0.0001876078768817,0.3893844674657403,19.522539664911008,-0.4010253359067368,1.84935552638512e-05,1.04190465261327e-05,0.0037783877790622,0.1816966405675881,0.0012067242729439,2.891260175056517e-05,19.12151432900353,0.0488736882719062,1.8493555326756246e-05,19.52253966491069,False,False,20.321799240692872,20.347784507050257,0.0259852663573845,1.041904642380892e-05,False,0.0502848983854422,3.091055538296871,0.2470341604052129,True,Plasmanyl-PC,,38.0,5.0,38:5,ns
l_422,PE 18:2_18:0_9.897_742.5407,PE 18:2_18:0,742.54065,9.897,PE,lipid,-,RP,Phospholipid,756963.8930039894,1387739.289308111,1749828.013678293,3241945.4938094355,2108741.5212643784,2605751.255597616,2169273.7486162987,908530.8394288219,1602864.6256322968,2400976.8346951785,2013982.3714197204,2755584.7792648547,2209283.08936262,1521165.3393864653,1180284.575778821,1812520.14177078,1887157.397364155,2368254.5632307837,1218189.3274274138,2579997.1427631397,4832167.69342168,4260682.919496359,1781988.7699999984,1985747.927629157,1107145.8324415504,799374.3722701904,2304954.686193399,2293515.843306202,1264261.0192017728,1209352.1400050244,3234317.0659260945,1291073.7008834905,2163047.580717722,3123122.4396763807,3046506.1357843787,2365640.056405662,2796831.4870246835,2254995.255303624,4534656.23677563,3320517.1676160884,2779597.415460589,1988827.5680146161,2767243.71035366,2391678.1933240877,2896876.473508185,2297406.8186414815,1309176.5013319217,4217523.93019867,4646622.474129834,7383750.710087997,9241849.053088872,13401878.569391781,6560747.284816704,5746968.721102109,6364077.996365807,5721896.111140559,792734.4405341735,2132714.7430202994,2740256.8252994157,0.7620984602583079,0.0002823490184906,0.0052302505819673,0.1741826349115549,0.000140272755815,0.0016868767177416,0.0723138781249583,20.39469163746966,-0.3633845189841609,9.899598273451907e-06,2.6724232932631076e-05,0.0063920045747928,0.5466126368042235,0.0022546673340468,3.662383116483224e-05,20.031307118484836,0.3084221059597392,9.89959833929133e-06,20.39469163746939,False,True,20.82253520942056,21.584633669678876,0.7620984602583114,2.6724232825540918e-05,False,3.54921371763084,2.281477503530682,0.7589951440356112,True,PE,,36.0,2.0,36:2,ns
l_423,Unidentified_9.908_1620.1929,Unidentified,1620.19287,9.908,Unidentified,lipid,+,RP,Unidentified,545082.2245584816,504418.40847189695,447394.45149431087,432257.47726671887,511942.06445873337,251201.57710356117,615540.3364986542,598359.7361543161,391649.43895969895,699796.89115053,1457616.8142262064,853651.654778892,712704.8994996974,1047439.2902949562,639754.9820534759,861353.1244091719,841301.344871471,840070.7320899474,1013144.2026875188,1363387.1011188785,981248.9593413617,1007560.1108974465,1066580.4580000006,468156.41334139113,554578.05951112,618493.9270797293,397890.2279525975,924463.1774414469,573203.98713499,919630.607523029,958061.5550464996,335712.9933074503,875572.9153374281,869754.1365558654,1039464.7188726722,1380075.512406924,2188705.0769906803,1077405.3342769984,2277144.344792532,2113238.0210849834,1463961.077349574,710939.1480925791,1809133.6012912234,1663389.974697949,1304497.7757818422,1882201.8010190446,801594.1318518996,3323219.209420035,1634325.647468642,1601487.0691035532,2922172.257753223,3228499.0392962964,2280954.245297539,1567742.635455588,2242032.8129747505,2034136.0406623727,2221920.7749377866,2710218.0242516063,1565834.2902688968,1.166446261659171,1.0179629401325209e-10,6.036191144185169e-05,0.0231268074259579,2.3647917547058968e-11,7.925446143891102e-06,0.0034632763427091,18.9699249249868,-0.2445232455832391,9.238126185466327e-06,3.344278290992627e-05,1.309466565052635e-05,0.5377947421865973,8.469032285552817e-07,4.268090905690402e-05,18.725401679403102,0.2969204862095469,9.238126246915186e-06,18.96992492498661,True,True,19.369180813574413,20.535627075233585,1.166446261659171,3.344278280998883e-05,True,9.99226803259741,4.219237016154484,1.6358843159101857,False,,,,,,*
