,ID,molec_class,550,551,552,553,562,568,569,570,571,582,650,651,652,653,690,691,692,713,714,715,superclass,ttpval,log_qval_tt,last_meal_rab_mean,last_meal_rod_mean,log2_fc_last_meal,log2_fc_rod-rab2rod,fa_carbons,fa_unsat,fa_carbon:unsat,is_sum_comp,Type,dummy,i
dl_381,Plasmanyl-PC O-36:5,Plasmanyl-PC,22.269696708135015,19.51199749974726,18.63916791409138,18.817366695795688,19.71591704974137,18.844848953025966,19.262023171657766,17.33736453141054,18.86624157926396,19.098420843924035,21.497153897484125,18.89354764227157,19.122496062468045,19.205322373866,19.605518957714782,19.294442979672368,18.903645460406224,18.943438849743544,19.311769018214843,21.061490858268368,Phospholipid,0.029428987131376382,1.332215690429588,18.70982884111163,19.787159166086266,-1.0773303249746355,-0.291252110533577,36.0,5.0,36:5,True,lipid,True,dl_381
dl_384,PC 31:0,PC,18.21425441182433,18.541954589367773,19.3168962960242,19.376925854563968,18.518707591460323,18.2916523103541,18.87559933391636,19.253797371077187,18.145559220685154,18.08684878668559,18.89169461998138,18.734735264293853,19.091754914788996,19.0760448337802,18.530795980251185,18.55509715901912,19.39133961595594,19.513601752835417,18.670919157093433,18.053233636120325,Phospholipid,1.8459443269544243e-06,4.89937422681554,19.288622948432273,18.470080927773303,0.8185420206589704,-0.19066364884650966,31.0,0.0,31:0,True,lipid,True,dl_384
dl_386,PE 18:2_18:1,PE,20.327284224374093,19.14108521874781,19.225758379919867,19.781939927287894,18.51836014725394,19.47265548291391,19.152561796698446,19.818068522083532,19.215372480660154,18.319669353891516,19.165065724450102,18.322848991283152,19.233539031932658,19.033723925334264,17.923764994278546,19.531882091405098,19.721339563324364,19.169423152872376,19.645055723003043,18.984766009928894,Phospholipid,0.1781824349056374,0.6491702586511544,19.426256071822138,19.055413249145285,0.37084282267685253,0.23495827349517384,36.0,3.0,36:3,False,lipid,True,dl_386
dl_389,PE 18:0_20:5,PE,18.238660437122064,17.171211166628595,16.373465785449266,17.22429101161414,18.278835965967644,18.11977913121024,18.56763989770233,17.19796650629178,18.087510800449746,17.89164992027048,18.449561510826637,17.756493545290915,16.545198617553,15.403595566055474,17.453712246259972,18.70109143888414,15.701612544030187,16.39790139242956,18.872552115825915,18.44415747431957,Phospholipid,3.116675333351648e-06,4.711774690950434,16.406290203346202,18.15637351159679,-1.7500833082505878,-0.22883939056531943,38.0,5.0,38:5,False,lipid,True,dl_389
dl_390,PC 17:0_20:4,PC,21.740577709976392,21.821972949463092,21.752117333947197,21.954955858127015,21.85353017134025,21.930913442101055,21.36056725470968,21.454305595415267,21.946165876234513,21.927227610640134,21.634322718634266,21.652952149928304,22.287594424264004,21.97176825661829,21.572283260236592,22.26867774256672,21.774981839650142,21.898985739178197,21.81615153895413,21.496416418542037,Phospholipid,0.38879792687623227,0.35861588706085434,21.87067272102859,21.770904526409783,0.09976819461880737,0.057145316303721216,37.0,4.0,37:4,False,lipid,True,dl_390
dl_392,PC 33:1,PC,20.462624599496014,21.18525395867071,20.89941650706913,20.77437787659682,21.252187546612173,21.131611057117965,21.361017705220345,20.952708204191985,20.7035102432947,21.12336451286862,21.787780705885265,21.23765098308886,20.75314558746143,20.60588804048179,21.683776329136396,21.198875574672496,20.982005053043288,21.49125831796766,20.742549234496902,20.667053786293238,Phospholipid,0.2580748419136595,0.5049951715506779,20.92268565525887,21.118250479757975,-0.19556482449910462,-0.18824734655544972,33.0,1.0,33:1,True,lipid,True,dl_392
dl_393,PC 39:5,PC,17.840218314127725,18.84427455852668,18.9196789995421,18.373464398054644,19.01441743206969,18.38941741364786,18.755765434430984,18.56937178205789,18.761377608470344,18.266131337339882,18.553794691479187,18.535375439460555,19.027137461951718,18.528085622307746,18.91848113342656,17.844014677113414,18.446463950285988,18.778822980737605,18.644705899969356,18.04369452903461,Phospholipid,0.3159771356512353,0.4300019567635508,18.663289313562526,18.493205266853604,0.1700840467089222,0.12974161900698178,39.0,5.0,39:5,True,lipid,True,dl_393
dl_395,Plasmanyl-PC O-16:0_20:4,Plasmanyl-PC,23.20811804527177,23.161621559665914,21.696382520940308,21.835736759980918,23.176737991323765,22.853833931604097,23.159696580814416,21.828676445221426,23.100338148600255,22.86630599335141,22.635213955831844,22.112603933143948,21.864029819456118,21.714645751063333,23.040777687952588,23.707672557397338,21.773810253228937,21.82481073276926,23.155602545942173,21.95693822954673,Phospholipid,5.925241681224912e-06,4.476663754040037,21.79115604038004,22.93349701234202,-1.1423409719619784,0.30710121750207975,36.0,4.0,36:4,False,lipid,True,dl_395
dl_398,Plasmenyl-PE P-16:0_20:4,Plasmenyl-PE,20.65160741081529,19.577540510795025,19.00809167584572,19.367759396601187,19.712256709093086,19.489454377048638,19.352630620735425,19.07834864706101,19.67934275928676,19.564933677482532,19.739337286006318,19.00623329097801,19.249820597354343,18.75033872046662,19.353840258908882,20.778199612814987,18.92061112817852,19.11968552410028,20.83756668246388,19.283248028170835,Phospholipid,0.00800752461354657,1.8379699516837007,19.07066509851538,19.771245478815356,-0.700580380299975,-0.11481856485380604,36.0,4.0,36:4,False,lipid,True,dl_398
dl_400,Plasmanyl-PC O-34:3,Plasmanyl-PC,19.19824061415671,19.856650868293617,19.773449401913012,19.953928730100277,19.73849324525042,19.170922843711068,19.67158252145051,19.791143575930967,19.38323375107102,19.55004708803922,19.438775678767275,19.69277448887161,19.966505289965287,19.915859486190794,19.972449496229054,19.907964917603632,19.755527292201187,20.153958948215198,20.221053932054634,18.756186943291134,Phospholipid,0.05362338572196751,1.1065634170258438,19.901481817788103,19.581413568368454,0.3200682494196485,-0.15498601442585525,34.0,3.0,34:3,True,lipid,True,dl_400
dl_407,PC 18:0_22:6,PC,26.050509642047682,25.960579655983242,25.429819436852,25.49838372333507,26.20955331662394,26.310080192577903,25.971584248172054,25.33756092900001,26.06907209307411,26.05878911981225,25.92479003669311,25.96939003475914,25.876427015131714,25.540377811999697,25.74663158651704,26.248076388427283,25.470727380432205,25.513522320172992,26.55800770602149,25.799465033316828,Phospholipid,2.1776443159766675e-05,4.030569284962483,25.523831230989096,26.06742531184816,-0.5435940808590658,0.048963907371497584,40.0,6.0,40:6,False,lipid,True,dl_407
dl_411,Plasmenyl-PE P-38:5,Plasmenyl-PE,19.785584305699576,19.476827662102263,19.348113522206635,20.47629781025637,19.587455221350783,19.80284688139588,19.763941048425174,19.297181362750475,19.62495594097518,19.63883007289158,19.555963717146568,19.035047458805007,19.301724522057633,19.181135190727268,19.431646610764844,20.36861130962826,19.45437297575831,19.28285662445478,19.96440605707505,18.99866523433791,Phospholipid,0.45295940029349335,0.3013286795542652,19.47738314403021,19.618060116969083,-0.1406769729388735,0.10957771625569279,38.0,5.0,38:5,True,lipid,True,dl_411
dl_414,PC 17:0_18:2,PC,24.654034593795267,24.73892349138178,25.537418436519154,25.555084310814724,24.759387593941494,24.702397615356663,24.82395959523758,25.575424759098897,24.749191826835606,24.852814457909762,24.764458583488917,24.552154979776052,25.678418752422225,25.513522320172992,24.609640474436812,24.993344766910862,25.549219688751506,25.678418752422225,24.962787299934895,24.569642406504894,Phospholipid,1.1638994409568235e-11,9.468972193164662,25.58392957431453,24.74867212965466,0.8352574446598702,0.012382273080515205,35.0,2.0,35:2,False,lipid,True,dl_414
dl_418,PC 37:5,PC,18.859074899543987,18.481518060568167,22.263436817199732,22.247438289831294,18.395207322783946,18.08282722527885,18.628014156297315,22.438387864866858,19.74226242176045,18.543409194863013,19.208047962064477,19.35036967396678,22.451776135393953,22.236652023496067,18.363144859732078,18.404847791511532,22.359725892467377,22.457531165923122,19.178014197652274,20.673056055116664,Phospholipid,2.3978347021718586e-10,8.227619078757556,22.350706884168343,18.916137986241502,3.434568897926841,-0.52020200223172,37.0,5.0,37:5,True,lipid,True,dl_418
dl_421,PC 17:0_20:3,PC,20.308806219937765,20.674184416668773,20.787146876497662,20.80070361684538,20.60347075746551,20.671579897254283,20.886333072004337,20.491809555352337,20.4187569013944,20.73933468577682,21.811925629286495,20.558149136004424,21.21762331879033,20.701843558051443,20.963293325895133,21.132065516557233,21.18434984805138,21.06002844549251,21.164749913710168,20.936106746667626,Phospholipid,0.7404035995391314,0.11538813998145932,20.891929317011577,20.836058170663307,0.05587114634827017,-0.47974371842466823,37.0,3.0,37:3,False,lipid,True,dl_421
dl_427,Plasmanyl-PC O-16:0_18:2,Plasmanyl-PC,23.654034593795267,24.02749298932271,22.58182848355947,22.65321138189504,23.94055735255143,23.429819436852,23.958368628667888,22.860485116549114,23.664922909938003,23.429819436852,23.40405634078692,23.480005194020215,22.70318894344308,22.711416310905946,23.7695118112152,23.967192479054894,22.747001932659263,22.947230422364836,23.664922909938003,22.930944864036523,Phospholipid,8.610433475541393e-07,5.1919384074589345,22.743480370196682,23.64012684207931,-0.8966464718826295,0.1931823070122256,34.0,2.0,34:2,False,lipid,True,dl_427
dl_432,PC 42:6,PC,18.675210264586063,19.307548099308388,20.995317492942945,20.85123887194383,19.357120143249595,18.17523648687399,19.288091415458318,21.214908706321143,18.73362998009397,18.925712204576143,19.004623379075838,19.180628918760704,21.32606496475983,21.181192072701347,18.724399591605867,19.338908761103333,21.043534512749158,20.88375272588869,18.581556777594475,17.54182242409091,Phospholipid,2.7225777109408665e-09,7.337268283811186,21.070858478186704,18.833422188182894,2.23743629000381,0.19456458569669266,42.0,6.0,42:6,True,lipid,True,dl_432
dl_434,Plasmenyl-PE P-16:0_18:2,Plasmenyl-PE,17.680039995963156,17.835625761021415,18.75928722374107,19.078770309557605,17.955011125227653,17.391676345616307,17.670002540269667,19.25995093080306,17.41394617231849,17.69480520392844,17.965829740110834,17.71930986524181,18.585359354941005,18.40725917647203,17.350576150081054,18.300021041049494,18.66097216586042,19.378006467817553,18.60219692873315,17.194005268800574,Phospholipid,6.882717377823261e-06,4.437868357093085,18.875657947027538,17.751772779874003,1.123885167153535,-0.19230785933446626,34.0,2.0,34:2,False,lipid,True,dl_434
dl_435,SM d36:1,SM,22.922401025192553,22.90069728731548,22.828616092320537,22.948180942878842,23.028464537090084,22.953097145348504,22.8934208464437,22.71605251791742,23.253496664211536,22.843922351323084,22.57511427503102,22.61450804204171,23.154693615681612,23.15423730805306,22.706580050021675,22.818471691089492,22.869424901936753,23.038004689864277,22.991068585813288,22.22586195419294,Sphingolipid,0.22838877359563808,0.5531215064745689,22.958458581236073,22.825161881162696,0.13329670007337668,0.31551826081473067,36.0,1.0,36:1,True,lipid,True,dl_435
dl_441,Plasmanyl-PC O-38:5,Plasmanyl-PC,19.679135905376384,20.544090656760897,17.95970988656303,17.93585882170384,21.011191671843292,20.16519168416106,21.042774483332984,18.3662191743384,19.902676750765554,20.25478259519986,19.891572180730023,20.154293893700594,18.71874333479356,18.505170989845638,20.450523551533173,20.63300461745714,17.663749062998132,18.209664069469056,19.7523576860877,19.159080406980564,Phospholipid,6.342823300305917e-08,6.168333609415041,18.19415933424452,20.20312892953302,-2.008969595288498,0.3646008602194222,38.0,5.0,38:5,True,lipid,True,dl_441
dl_443,Plasmenyl-PE P-36:3,Plasmenyl-PE,18.885694251079194,18.398360659412763,19.85519733199753,20.437540459405763,18.617577424558267,18.653959792052866,18.559518485294145,20.19046410255085,18.69310065128896,18.46909853913329,18.803522143223528,18.37795233607704,19.320236647785624,19.300004333428298,18.052983997305436,17.708599126947906,19.407631205213832,19.961733467865614,19.60843506690994,18.22134994565173,Phospholipid,1.5286317521123796e-05,4.160450439984536,19.781829649749646,18.54231941684116,1.2395102329084864,0.14890382152637827,36.0,3.0,36:3,True,lipid,True,dl_443
dl_444,PC 16:0_16:0,PC,23.575424759098897,23.416995396494414,23.10684371094724,23.18279394825837,23.480005194020215,23.253496664211536,23.643063475974262,23.075677755844673,23.043168465680168,23.134653651064436,23.467621469564385,23.40405634078692,23.267851957188608,23.10161129917556,23.429819436852,23.809312819273178,23.247806980215167,23.323885992102934,23.492283523798655,22.864189391352397,Phospholipid,0.06450704256564971,1.036939110228592,23.186638806247508,23.38569927601319,-0.19906046976568348,-0.04738417219355284,32.0,0.0,32:0,False,lipid,True,dl_444
dl_445,PC 37:3,PC,18.180884523110095,18.84952358999657,19.926368934936583,20.60631184481882,18.59289421094422,18.88172762365105,18.877681392201325,19.9724399431311,19.205714893156774,18.821309411745943,19.350984840031728,18.61857213226129,20.252944032725864,19.839711400289147,18.743688581467428,19.026334390334753,19.97107714989303,20.196015857330863,15.934611202245973,17.645307801597404,Phospholipid,0.00023614222010833106,3.1497051033061285,20.10926702330363,18.51763343021112,1.59163359309251,0.5529028865063275,37.0,3.0,37:3,True,lipid,True,dl_445
dl_446,Plasmenyl-PE P-38:5,Plasmenyl-PE,18.28087735603494,18.692535131385526,17.73121036799565,15.328334046850259,19.500729910620677,18.685098170111882,19.21976230035127,17.94639975832091,18.590937227671915,19.075485865099136,18.9526379347715,18.76565649976236,18.25584911826421,17.57088142860997,18.79916363114154,18.64092526926156,17.484644805320887,17.70381547745942,18.784000050001115,17.73927896655386,Phospholipid,0.0004575881778697205,2.8937180123391832,17.431590714688756,18.74823756252056,-1.3166468478318052,0.2500218882668719,38.0,5.0,38:5,True,lipid,True,dl_446
dl_453,PC 18:0_20:4,PC,26.423421665653848,26.36952865765865,25.764458583488917,25.777058620268548,26.415384346588432,26.61806909650739,26.196480262398637,25.563836784823685,26.568193189867824,26.445690829494882,26.046352016574026,25.892728827460815,26.141021934953123,25.831227595701616,26.014781937573154,26.492283523798655,25.718164931214982,25.623660944751748,26.645814086990296,26.02749298932271,Phospholipid,9.748823730113326e-05,3.4913144839411534,25.77420419931466,26.319709340760717,-0.545505141446057,0.24724844326143725,38.0,4.0,38:4,False,lipid,True,dl_453
dl_455,PC 18:0_22:5,PC,21.384463549053798,21.740152631028682,22.27426823892518,21.896169063786157,22.11917871802871,21.92485972791558,21.757170832230436,22.519364051917755,21.9822855798597,22.023774624273948,21.077618242028937,21.3954476445714,22.425654624392404,22.06793550969235,21.605999902058354,21.41439495319967,22.265534236662525,22.509784108641703,21.569276821822825,21.28945036757772,Phospholipid,0.0001864685055461672,3.235726702120946,22.279815690574008,21.637236430280748,0.6425792602932603,0.4553809156079218,40.0,5.0,40:5,False,lipid,True,dl_455
dl_458,PC 16:0_18:1,PC,26.459827312082584,26.347732734057303,25.850431806598767,25.811764298267274,26.686456071487644,26.686456071487644,26.73892349138178,25.95393638235263,26.40080336299183,26.6997528941011,26.964991570861624,26.40080336299183,25.80439732885906,25.7745474011125,26.897352853986263,26.801933288907577,26.235349317501278,26.535936469217923,26.282065816408306,26.504458237744757,Phospholipid,4.4923643610177276e-05,3.7755184456121245,25.995194714844207,26.605504389883865,-0.6103096750396588,-0.06765534025626962,34.0,1.0,34:1,False,lipid,True,dl_458
dl_459,PC 36:4,PC,23.209540721692523,23.282065816408306,22.69297553505075,22.594233230804118,23.323885992102934,23.218032291706244,23.282065816408306,22.84185816699655,23.00022312369938,23.267851957188608,23.540377811999697,23.310080192577903,22.58327704579876,22.591422896900898,23.540377811999697,23.29614100162003,22.96807779708896,23.163954233196627,22.941731303105485,23.18616295791478,Phospholipid,3.519805890979232e-05,3.8446033450668278,22.776542700833808,23.26142590757107,-0.48488320673726193,-0.07624055331631752,36.0,4.0,36:4,True,lipid,True,dl_459
dl_462,PC[OH] OH-37:1,PC[OH],21.128551961071153,21.239883592235817,20.790726854826794,20.598640496699606,21.193943393748896,21.04903853268113,21.24026284820224,20.87545721841804,20.880700648633297,21.060851676623066,21.291210663001443,20.97543689299395,20.51307685608791,20.639039174654943,21.60645964972775,20.952883619687963,21.0946909538607,21.265531536628714,20.89631911482546,21.02390659315643,Phospholipid,0.01306479992092024,1.6515500536875902,20.825309013025244,21.11841916819912,-0.29311015517387773,-0.011050471775654103,,,,,lipid,True,dl_462
dl_468,PC 40:4,PC,18.01211691167032,18.475152150501376,20.587891146095185,20.163015313714837,19.813782459836336,19.197233184374177,19.688919931540457,20.603707249298637,18.315573632201087,18.028737864461153,19.089212598536076,18.920586414583987,20.611682395268076,20.54184187073801,17.717002352908228,18.419240611826805,20.895266012604786,19.94169781285794,20.514921623456768,16.902109334546243,Phospholipid,0.00019847476424860475,3.2169789719100397,20.47787168579678,18.69958377464946,1.77828791114732,0.19637110134529934,40.0,4.0,40:4,True,lipid,True,dl_468
dl_469,PE 18:0_20:4,PE,21.68513904656076,20.36507412778052,19.87593863754058,20.04284184145502,20.097226116272804,20.65606151717085,20.20265416319158,20.11366377006956,20.75797896372788,20.231215070464287,20.67160268648575,19.58691293639028,19.81145222273733,19.592338435563835,19.422528633518024,21.50032255089716,19.653644446974624,19.862522753102404,21.73048239913111,20.422699818516723,Phospholipid,0.021201369455389762,1.457165664835008,19.850343158206194,20.563838310008286,-0.7134951518020927,0.015005972772353715,38.0,4.0,38:4,False,lipid,True,dl_469
dl_470,PC 18:2_18:0,PC,28.914562144018483,28.891570501392255,28.90884849282409,28.823352272542483,29.011053353150988,28.903112123274948,28.931568569324174,28.96774218187766,28.081315688828855,28.50142417765512,28.77077235742112,28.801933288907577,28.91170814696333,28.56456376646713,28.706355628925348,29.021680988988464,28.95670813160268,28.997657759781948,29.184234001774424,28.795754713978454,Phospholipid,0.5593880137348906,0.22578875424534772,28.87579725029419,28.808872118280018,0.06692513201417327,-0.1323208931928228,36.0,2.0,36:2,False,lipid,True,dl_470
dl_481,Plasmanyl-PC O-18:0_22:6,Plasmanyl-PC,20.999083574613937,21.052187588605413,20.086085124611788,20.112521106352112,21.544250639179506,21.204544845080143,21.251942037984644,20.247051435080817,21.02264420375664,20.99774940857366,20.936689821582366,20.792166026968992,20.609297999302516,19.839626088767442,21.439724464337903,21.224889707923438,19.96326630457534,20.18081243118533,21.043903250658087,20.26686451425299,Phospholipid,3.175518521282817e-06,4.711774690950434,20.148380069982192,21.05974154488598,-0.9113614749037886,0.20249403063564841,40.0,6.0,40:6,False,lipid,True,dl_481
dl_489,Plasmenyl-PE P-18:0_22:6,Plasmenyl-PE,19.9706593162998,20.000774857148254,18.760207396962333,19.122060143968074,20.40600037806883,19.701719186183272,20.276040685720666,19.026983185077835,19.857099381838776,20.294582803928286,20.133389438067432,20.191805475791163,19.358496913532278,19.055175711929675,20.076392417760964,20.060317946974504,19.243594944778366,19.227510861205396,20.460246212651608,19.284606698849185,Phospholipid,1.1254724554900477e-06,5.104917928616361,19.11343273677914,20.05489498456021,-0.9414622477810717,0.03795124582055465,40.0,6.0,40:6,False,lipid,True,dl_489
dl_491,PE-NMe2 18:2_18:0,PE-NMe2,16.572310292832288,21.745234140046136,16.339174310865097,17.12463302291145,20.299985351832078,21.898448296036847,22.062834398333337,19.961920668761092,19.998424257501114,20.085864665031867,19.296371337312433,21.67246926095093,16.861337611859277,20.019492806387085,19.905164346744378,17.588349819330343,20.34049356940471,15.952700801388335,16.4193971953133,19.5063801749032,Phospholipid,0.07771028921755316,0.9666284221926057,18.085678970225292,19.77317181047448,-1.6874928402491882,1.315754368280949,,,,,lipid,True,dl_491
dl_492,PC 18:0_22:5,PC,19.516953978924885,20.861125985273965,20.88402030211705,20.325136197049094,21.391672743081184,20.302145215301024,20.60995827326433,21.080879956116124,20.495194307100917,19.958997019679533,20.28245548945608,20.192165908369986,21.231589410982366,20.966971717156387,19.718901975299737,20.406902946362628,20.59176376745222,20.98852400982334,20.18579401897147,19.66141271626112,Phospholipid,0.012475038251075855,1.6692946881964636,20.866983622956656,20.27566773671899,0.5913158862376662,0.37340127982637483,40.0,5.0,40:5,False,lipid,True,dl_492
dl_496,PE 38:5,PE,19.27654689616648,17.71149117875458,17.70877171802465,18.253932965699295,16.695312265889353,17.707096535744846,17.90179897729711,18.4475679418342,18.122590405160654,17.504469343204732,18.396745798766737,16.894729229532626,17.679771158196917,17.334619104604606,15.694091916143396,18.84119386726855,17.335985515476793,17.696920178878578,18.926401068926975,17.846559964527763,Phospholipid,0.9410356604982066,0.02231600627329539,17.779652654673576,17.80915595749106,-0.029503302817484922,0.07899477850343573,38.0,5.0,38:5,True,lipid,True,dl_496
dl_500,SM d37:1,SM,17.785074441092306,18.19433421499246,19.11907313541797,19.070584270060078,18.44929601253642,18.253774008484182,18.266831530897864,19.011478145366294,18.64044032537303,18.150234946703403,17.307735439341005,17.73261487082516,19.18391548772635,19.13135045300811,17.70781001369671,17.635282766647897,18.93675559884332,19.049569229922998,18.0378195896051,17.681365779373262,Sphingolipid,7.531038913350996e-07,5.2398893663590265,19.07181804576359,17.98789337996683,1.0839246657967578,0.5647979443822386,37.0,1.0,37:1,True,lipid,True,dl_500
dl_503,PC 40:6,PC,22.050221678116998,22.111437228607166,21.849750894186844,22.334876834097113,21.917260234761834,22.088878472579786,22.444709702492794,22.498714600916323,22.344851510259286,21.78463803909944,21.841087905759604,21.50458876834169,22.13762146869562,22.30005821113589,21.394406661682897,22.027037168102147,21.688343251357473,21.876112481572267,21.50534438598365,21.529126296520413,Phospholipid,0.1818498392857482,0.6420220113344681,22.09792539170879,21.887968311715976,0.2099570799928152,0.47240102120883876,40.0,6.0,40:6,True,lipid,True,dl_503
dl_506,PC 18:0_20:3,PC,24.26069216561574,24.581184028387582,24.664922909938003,24.733761786266,24.357833324026274,24.754298717268693,24.455130525381186,24.98032788124403,24.39100018796147,24.06907209307411,24.125340312720855,24.23169229389319,24.867028317129463,24.69710331568715,24.06907209307411,24.480005194020215,24.39100018796147,24.552154979776052,24.194602975157967,23.94055735255143,Phospholipid,0.0011247221697480087,2.5727834803511325,24.698042768286026,24.300806251010215,0.397236517275811,0.23634225477061577,38.0,3.0,38:3,False,lipid,True,dl_506
dl_511,Plasmanyl-PE O-18:0_22:6,Plasmanyl-PE,18.797239466959006,18.42472866062169,18.310526912745896,18.69191416062042,18.58174651194189,18.11144384003776,18.59651136256688,18.879157844863226,18.44140362676514,19.233450625838085,19.145060354110804,18.722622891804104,18.562670862329824,17.59269867312254,18.736509626325308,18.60181339403469,17.906320220323014,18.60121788944766,18.458326690270788,17.735603483196783,Phospholipid,0.27323887460797824,0.48346374102681233,18.363500937636083,18.58357388726715,-0.22007294963106716,0.03141879738537057,40.0,6.0,40:6,False,lipid,True,dl_511
dl_512,PC 19:0_20:4,PC,19.041989855836075,19.670932945307328,19.759283018738188,19.576552650209067,19.5517869890308,19.567261222239818,19.63586273892466,19.587548316159346,19.611456444582007,19.747593774480883,19.161573197376168,18.710043772850966,20.056133963148802,19.49486244259553,19.04110732610108,19.45926001382376,19.756659821951995,19.25669154868946,19.411672614327845,17.951284239077903,Phospholipid,0.08866063550511029,0.9186761306380854,19.641104537356057,19.2739865487661,0.3671179885899569,0.590874182797748,39.0,4.0,39:4,False,lipid,True,dl_512
dl_514,PC 17:0_18:1,PC,21.543493177012202,22.140541820679818,22.130860491238497,21.93481663918667,22.005976567391542,21.99646212419073,22.161041011548125,22.149792420050744,21.70278950674989,21.897009327390922,22.51324616516644,22.110069951824702,21.866964356231506,21.77312169662694,22.133422366073678,22.15595983275611,22.045610601444285,22.762229419004022,21.697179695456903,21.81975116074168,Phospholipid,0.4399861011811831,0.31095385267379577,22.094770803397523,21.990534054383286,0.10423674901423752,-0.150560071294219,35.0,1.0,35:1,False,lipid,True,dl_514
dl_517,Plasmanyl-PC O-32:0,Plasmanyl-PC,19.193476992571096,19.753908641692174,18.967540197309738,19.054462424986575,19.77354561205459,19.524831084315494,20.048370554729583,19.10339417789002,18.99941202010844,19.529338295361423,19.83607278847585,19.181685049050632,19.27693331340766,19.02795876308937,19.594353615846348,19.14405998895971,19.016906923996935,19.353720074384505,19.248380867200883,18.259205611419574,Phospholipid,0.14545030402775977,0.7304226343600215,19.114416553580686,19.391280086291214,-0.27686353271052866,0.3354998513887111,32.0,0.0,32:0,True,lipid,True,dl_517
dl_519,Plasmanyl-PC O-18:0_20:4,Plasmanyl-PC,21.630997129558466,21.885205699664603,20.899042694031614,21.01471383463158,22.00907900989648,21.766331977631463,22.071213432179494,21.035485865991895,21.5981161938507,21.71615654983726,21.56682332927375,21.172340168144558,21.19481175589347,21.106031597661996,21.763065885517204,22.180355950319232,21.076312096790517,21.175783643589156,21.968777650152813,20.727131194250116,Phospholipid,0.0006661504851597768,2.7598277305068315,21.071740212655747,21.69658416694432,-0.624843954288572,0.24793192171683742,38.0,4.0,38:4,False,lipid,True,dl_519
dl_521,Plasmanyl-PC O-34:1,Plasmanyl-PC,20.945594051659015,21.511590098240788,20.75093714383935,20.613041880105744,21.427971068446805,21.224465409816126,21.6750458001835,20.543351294171394,20.970063221789918,21.139417053975812,21.311653636366447,21.034449938037852,20.801361470230393,20.585547791662428,21.384640762045677,21.12392903082555,20.820673099985104,20.851013484686874,20.99324408989206,20.50663020657946,Phospholipid,0.0011639936275906748,2.5642649320233883,20.7094180235259,21.172976489835307,-0.4635584663094079,0.2115011090105341,34.0,1.0,34:1,True,lipid,True,dl_521
dl_523,Plasmenyl-PC P-34:0,Plasmenyl-PC,18.614959559034876,18.52037586940011,18.32231924036551,18.277764580452807,19.168103671043085,18.967303002995926,19.27282705527012,18.23787390047842,18.643790679154574,18.792696166802614,18.966566987117776,18.633273475576463,18.351963864785933,18.380117615119826,19.03183886455834,18.721013986897688,18.404648958241058,18.55984427778394,18.465889051301072,18.080495314818375,Phospholipid,0.0056393020395740425,1.9644233275650176,18.362076062461067,18.759933360305464,-0.3978572978443964,0.20444743476952,34.0,0.0,34:0,True,lipid,True,dl_523
dl_524,Plasmenyl-PE P-18:0_20:4,Plasmenyl-PE,20.666551959294203,20.428699954383692,20.456591810722678,20.544917523992986,20.713574974772225,20.404652119949983,20.576277137707358,20.638479705334266,20.419743027099628,20.587213299414806,20.410860209882166,19.927073081229512,20.838403128799623,20.361098904925306,20.278336447174883,20.827693611161422,20.47027067636998,20.5255289096652,20.628839283571068,19.76749831315686,Phospholipid,0.36498060120182574,0.3814742936905853,20.547898665687146,20.4336164168306,0.11428224885654714,0.23567067172619005,38.0,4.0,38:4,False,lipid,True,dl_524
dl_528,Plasmanyl-PC O-36:3,Plasmanyl-PC,16.991893490581994,17.71372166670824,19.198516931725813,18.878334505800925,17.77278168706737,17.229415870806818,17.915642734946456,19.527526102276596,17.364752370682666,17.886401567054666,17.929659437143943,18.37191668784225,19.689639479360512,19.123561505466157,17.91487574666039,17.376328834859407,19.458247274416983,19.305961138498613,17.974855216840087,17.773835495190237,Phospholipid,8.936620932447232e-09,6.940261639551873,19.311683848220802,17.70892929279881,1.602754555421992,-0.33672960958725895,36.0,3.0,36:3,True,lipid,True,dl_528
dl_532,PC 18:0_22:4,PC,19.08246488771194,19.687617138065914,19.615021385061386,19.239590424135187,19.552777873164338,19.408414501338463,19.702602632507144,19.362316119711764,19.365206421472234,19.307630531946508,19.626996799248847,18.817539177412527,19.13312593978589,19.427286502816862,19.39542538367286,19.461765175006736,19.06967565100422,19.630551365298253,19.508928399271365,18.784508764927953,Phospholipid,0.952863705580387,0.01961416085640997,19.35393819825908,19.361682898903602,-0.007744700644522595,0.17795566715374278,40.0,4.0,40:4,False,lipid,True,dl_532
dl_535,PC 18:2_19:0,PC,22.828625255501503,23.005863789842767,24.171882898657884,23.809312819273178,23.041067371407994,22.66921940934328,23.055667680150055,24.216970788186423,22.789492034795256,22.697021089486036,22.79499017700276,22.58169157278869,24.044268702073538,23.922523429721167,22.55763770040367,23.002280635618746,24.26069216561574,24.20955331662394,23.049371502102208,22.458342960812235,Phospholipid,4.5450457805607943e-11,8.91513795157546,24.090743445735978,22.810097783019632,1.2806456627163456,0.1288461414776947,37.0,2.0,37:2,False,lipid,True,dl_535
